symbol,market_phase,phase_confidence,phase_confidence_score,structure_quality,trend_structure,effort_vs_result,volume_behavior,accumulation_distribution,composite_operator,structural_events,key_observations,caution_flags,research_score,structural_events_count,caution_flags_count,key_observations_count,rank
BLFS,Accumulation,High,74,Clean,Strong uptrend from March lows (~18.15) to August highs (~38.10) | Higher highs and higher lows sustained through July | Possible Buying Climax (BC) zone forming at 36–38 range | Recent price compression and lower closes suggest early distribution pressure,Effort/Result divergence emerging at highs | 2026-07-22: extreme volume (9.7M) with large range but close well off highs — classic BC signal | 2026-07-28: high volume (2.7M) surge to 33.14 with modest close — absorption | 2026-08-25: volume spike (1.37M) with minimal price progress — supply entering | 2026-08-27/28: elevated volume with declining closes — effort not producing upside result,Climactic volume cluster: 2026-06-25 to 2026-06-29 (1.9M–4.0M) marks SOS/JAC zone | Ultra-high volume 2026-07-22 (9.7M) — Buying Climax candidate | Sustained elevated volume at highs with price stalling = Distribution signal | Volume declining on up-closes in August = weakening demand | Recent volume uptick on down/flat closes = supply dominance emerging,Accumulation completed: March–May base (18.15–19.50 range) = SC/AR/ST/Spring pattern confirmed | Sign of Strength (SOS): 2026-05-18 to 2026-06-02 breakout on massive volume | Distribution potentially initiating: 2026-07-22 BC | Preliminary Supply (PSY) signs: 2026-08-25 to 2026-08-28 volume with price weakness,Composite Man completed accumulation in March–April | Executed markup through May–July with institutional sponsorship | Now appearing to distribute into strength at 36–38 zone | Late-stage buying being absorbed; smart money reducing exposure,"SC (Selling Climax): ~2026-03-10 (735K vol, wide down bar to 18.64) | AR (Automatic Rally): ~2026-03-11 to 2026-03-13 | ST (Secondary Test): ~2026-03-30 (531K, test of lows) | Spring/LPS: ~2026-04-07 to 2026-04-09 (low volume shakeout, recovery) | SOS (Sign of Strength): 2026-05-18 to 2026-05-20 (massive volume breakout) | JAC (Jump Across Creek): 2026-06-01 to 2026-06-02 (gap-up, 1.25M–1.33M) | BC (Buying Climax): 2026-07-22 (9.73M volume, rejection from 31.49) | UTAD/PSY candidate: 2026-08-19 to 2026-08-21 (push to 38.10, stalling) | Possible AR of Distribution: 2026-08-28 declining close on volume",Base built over ~6 weeks (Mar–Apr) at 18–19.50 | 120%+ markup from base to current highs | BC on 2026,,33,9,0,3,1
SHO,Distribution,High,62,Clean,Higher lows and higher highs from Mar–Jun 2026 (markup); price stalling/consolidating 11.20–11.95 zone since late Jun 2026 with no new highs; potential trading range forming at top,"Effort-result divergence present — large volume spikes (Jun 18: 4.52M, Jun 23: 4.89M, Jun 26: 12.73M, Jul 7: 4.02M, Aug 11: 4.00M) not producing upward price extension; heavy volume absorbing supply or initiating distribution",Climactic volume spike on 2026-06-26 (12.73M) at price high — Buying Climax (BC) signature | Elevated volume on down days Aug 2026 | Volume drying up on rallies post-July | Volume expanding on weakness = bearish divergence,"Early phase (Mar–Apr 2026): Accumulation — price held 8.86–9.33, volume elevated on bounces | Mid-phase (Apr–Jun): Markup confirmed | Late phase (Jun–Aug): Distribution characteristics emerging — BC, AR, SOW signals present",CO appeared to complete accumulation by early April 2026 | Markup executed Apr–Jun 2026 | CO potentially distributing into strength Jun–Aug 2026; absorption of supply at elevated prices consistent with distribution campaign,"Spring/LPS: 2026-04-06 to 04-09 (8.86–8.89 low, volume surge, sharp reversal) | SOS: 2026-04-08 to 04-10 (gap up, strong close, volume) | Markup Phase: Apr 10 – Jun 18 | Buying Climax (BC): 2026-06-26 (12.73M vol, high 12.07, close 11.92 — weak close) | Automatic Reaction (AR): Jun 30 – Jul 8 (11.17 low) | Secondary Test (ST): Jul 13–17 (rally back toward highs, lower volume) | Sign of Weakness (SOW): Aug 6–11 (breakdown, 10.76 low, heavy vol) | Back Up to Edge of Creek (BUEC)/Rally Attempt: Aug 12–28 (~11.19–11.36 zone)",Price unable to reclaim 11.90+ after Jun 26 BC | Aug 6–11 SOW broke below Jul AR low briefly | Recovery Aug 12–28 on declining volume — weak rally | Range 11.05–11.95 acting as potential distribution trading range | Last price 11.33 sitting mid-range | Jun 26 volume anomaly (12.73M vs avg ~2M) is dominant structural signal,"Distribution not fully confirmed — no definitive LPSY or terminal markdown yet | Price still within range; could re-accumulate at current levels | Low-float/thin instrument — single volume spike could distort Wyckoff read | Aug 14 wide-range day (high 11.05, low 10.29) anomalous — possible data irregularity | Confidence limited by absence of clear Phase E breakdown confirmation",27,8,5,6,2
PENN,Distribution,High,74,Mixed,Uptrend (Mar–Jun peak ~22.36) | Topping/Distribution (Jun–Jul) | Emerging Markdown (Aug),"Effort-Result Divergence confirmed — high volume thrusts (Apr-23, May-27, Jun-10, Jun-26) yielding diminishing upside; Aug selloffs on moderate-to-high volume with poor recovery",Volume climax on Apr-23 (11.3M) and Jun-26 (19.8M) — classic Buying Climax/UTAD signals | Volume drying up on rallies post-Jun | Selling pressure increasing Aug with lower closes,Distribution — multiple failed rally attempts post-22.36 high | Lower highs forming | Closes increasingly weak relative to range,Distributing — absorption complete near 22.00–22.36 zone; operator exiting into retail buying during markup phase; supply now overcoming demand,Preliminary Supply (PSY): ~Jun-15 22.17 | Buying Climax (BC): Jun-16 22.36 | Automatic Reaction (AR): Jun-24 19.94 | Secondary Test (ST): Jun-29 22.35 | UTAD Candidate: Jun-26 22.12 on 19.8M volume | Sign of Weakness (SOW): Jul-08 close 20.12 | Last Point of Supply (LPSY): Jul-16/Jul-20 failed rallies ~21.72 | Markdown Entry: Aug-10 breakdown 18.82 low,Peak established 22.36 (Jun-16) | Jun-26 volume spike (19.8M) on upper wick rejection = UTAD/distribution climax | Progressive lower highs: 22.35 → 21.72 → 21.27 → 20.69 → 19.33 | Aug breakdown below 19.00 confirms markdown | Support zone 17.21–17.75 being tested at data end | No meaningful volume recovery on bounces post-Jul,Final data (Aug-28) near 17.33–17.86 may represent a short-term support/spring zone — watch for volume-backed reversal before confirming full markdown continuation | Distribution range relatively compressed (~3 months) reducing classical pattern clarity | Low-volume environment in Aug could mask institutional activity | LPSY not definitively confirmed — could still retest 20.00–21.00 zone,26,8,4,6,3
MQ,Accumulation,High,72,Mixed,"Pre-split (Mar–Jun 24): Broad trading range 3.72–4.54 with failed markup and re-test of lows | Post-split (Jun 25–Aug 28): Sharp markup from ~15.8 to 18.48 peak, followed by pullback/reaccumulation 15.46–16.78",Pre-split: High effort (vol spikes May 26–Jun 12) with declining price = distribution pressure | Post-split: Strong markup effort Jun 25–Jul 2 confirmed by volume; Aug pullback shows diminishing volume on decline = bullish effort/result divergence,Pre-split: Climactic volume May 5–6 (6.9M–7.5M) on reversal = Buying Climax / Automatic Reaction | Jun 1 spike (9.5M) on rally then fade = UTAD/weak rally | Post-split: Jun 25–26 ignition volume (3.3M adjusted) confirms markup | Aug 4–5 high volume selling = Secondary Test / Shakeout | Aug 10–28 declining volume on lateral consolidation = absorption,"Pre-split: Distribution characteristics (BC→AR→SOW pattern Mar–Jun) | Post-split: Accumulation/Reaccumulation characteristics (ST after markup, shakeout Aug 5, base building Aug 10–28)","Pre-split: CO distributed into strength (Mar–Apr rallies) then allowed markdown | Post-split: CO absorbed supply during Jun 25 gap-up, defending 15.46–15.50 support zone; current consolidation suggests CO preparing for next markup leg","Pre-split BC: May 5 (4.645H, 6.98M vol) | Pre-split AR: May 6 (3.90L, 7.56M vol) | Pre-split SOW: Jun 3 (3.75L, 7.47M) | Pre-split LPS attempt: Jun 24 (3.97C) | Price discontinuity/reverse split: Jun 25 (~4x gap) | Post-split SOS: Jun 26–Jul 2 markup | Post-split LPSY/ST: Jul 6–11 pullback | Post-split Secondary Shakeout: Aug 5 (16.41L, high vol) | Post-split LPS: Aug 10–18 base 15.46–15.57 | Post-split Reaccumulation Range: Aug 10–28 (15.46–16.78)",Reverse split (~4:1 ratio Jun 24→25) resets price; post-split structure clean | Aug 5 shakeout to 16.41 on volume then recovery = Spring-like behavior | Support zone 15.46–15.60 tested multiple times and held | Upper range resistance 16.47–16.78 being approached with declining volume = potential breakout setup | Current close 16.47 near range highs | Post-split range width ~15.46–18.48 with midpoint ~16.97,Reverse split distorts volume comparability across full dataset | Pre-split showed distribution tendencies — underlying weakness may persist | Post-split markup velocity (4x in days) could indicate thin liquidity not genuine CO accumulation | Aug 4 volume spike (2,26,10,4,6,4
CBZ,Distribution,High,68,Clean,Bullish long-term trend from ~25.14 (Mar 24 SC) to ~55.25 peak (Jul 30) | Current price locked in tight range 54.43–55.25 | Structure shifted from impulsive markup to horizontal consolidation,Jul 29 massive volume spike (16.96M) produced minimal price extension (54.55→54.90) — classic effort vs result divergence signaling supply | Post-spike sessions show declining volume with negligible price movement — absorption or distribution in progress,"Early phase: elevated volume on selling climaxes (Mar 24: 2.25M) | Markup phase: moderate volume confirming trend | Jul 29: extreme volume anomaly (16.96M, ~10x average) | Post-Jul 29: volume contracting sharply (935K–2.18M) on sideways price — diminishing demand or controlled supply release","Mar–Apr: Accumulation confirmed (SC, AR, ST, Springs, LPS pattern visible) | May–Jul: Markup phase with consistent higher highs | Jul 29+: Distribution characteristics emerging — high-volume climactic bar, tight range compression, declining volume, no new highs",Early phase: Absorption of supply by CO during Mar 24 selling climax | Markup: CO driving price from ~25 to ~55 | Current: CO potentially distributing into strength — price held artificially stable while volume suggests large player activity,"Selling Climax (SC): Mar 24 @ 24.29 low, 2.25M vol | Automatic Rally (AR): Mar 26 @ 26.89 | Secondary Test (ST): Mar 31–Apr 1 | Spring/LPS: Apr 23–24 zone ~29.07 | Sign of Strength (SOS): Apr 28–29 breakout, 33.17 | Markup acceleration: Jun 29–Jul 28 | Buying Climax (BC): Jul 29 @ 55.12 high, 16.96M vol | Automatic Reaction (AR-dist): Jul 30–31 minor fade | Secondary Test of BC: Aug 3–28 tight range consolidation",Price advanced ~120% from SC low to BC high | Jul 29 volume is 33x the lowest recorded session — anomalous and climactic | 30-day post-climax range: 54.42–55.56 (1.3% range) — abnormally tight for a volatile instrument | No new highs established post-Jul 29 | Volume trend post-BC is declining — suggests supply overhang not yet exhausted | Aug 28 close at 54.51 — drifting toward lower bound of range,"Extreme volume climax on Jul 29 without price follow-through is high-risk warning | Tight post-climax range may indicate controlled distribution not re-accumulation | No confirmed LPS or SOS from current range to validate re-accumulation thesis | If 54.42 support breaks on volume, distribution confirmed and markdown likely | Small float behavior possible — thin liquidity post-event may distort Wyckoff signals | Insufficient post-BC data to fully confirm distribution phase — monitor for UTAD or failed rally attempts",26,9,6,6,5
UNIT,Accumulation,High,58,Clean,Primary uptrend (Mar–Apr markup) | Distribution/topping zone (Apr–Jun) | Decline/markdown (Jun–Aug) | Secondary re-accumulation attempt (Aug),Mar–Apr: strong effort with strong result (bullish) | Apr–Jun: increasing effort with diminishing upside result (bearish divergence) | Jun–Jul: effort on decline confirms distribution | Aug: reduced effort on stabilization suggests absorption,Climactic volume on 2026-03-31 and 2026-04-01 (SOS/markup launch) | High volume distribution signals Apr–Jun at highs | Selling climax signatures Jun-18 (6.28M) and Jun-26 (8.31M) | Jul-30 climactic selling (5.64M) | Aug stabilization on declining volume (positive),Initial base: Accumulation (Mar) | Markup phase confirmed (Apr) | Distribution zone: Apr-20 to Jun-15 (~11.7–12.75 range) | Re-distribution / markdown: Jun–Jul | Re-accumulation: Aug (9.27–10.33 range),CO completed markup into distribution zone ~12.00–12.75 | Offloaded supply Jun–Jul on high volume | Currently testing re-accumulation zone ~9.30–10.40 | Absorption evidence in Aug narrowing ranges on low volume,"Spring/SOS: 2026-03-31 breakout (7.72→9.38) | Automatic Rally: 2026-04-01 gap up to 11.03 | UTAD candidate: 2026-06-11 to 2026-06-12 (12.52–12.75 high, volume spike 5M+) | Buying Climax zone: Jun-11–Jun-15 | Selling Climax: Jun-26 (8.31M volume, close weak) | Secondary Test: Jul-06 to Jul-17 range | Potential Spring/SC: Jul-30 (9.29 close, 5.64M) | Last Point of Support candidate: Aug-10 to Aug-11 lows (~9.21–9.32)",Mar base (7.60–8.10) resolved with explosive markup on 2026-03-31 | Distribution range established ~11.70–12.75 | Multiple failed attempts to break above 12.00 post-UTAD confirm supply overhead | Jun-26 anomalous volume (8.31M) largest bar — likely institutional supply exhaustion or stop run | Aug declining-volume test of lows (~9.27–9.39) consistent with Wyckoff Phase C spring behavior | Price stabilizing 9.85–10.33 in Aug with tightening ranges — potential LPS formation,No confirmed Sign of Strength (SOS) bar post-Aug lows yet | Aug recovery volume moderate but not convincing | Overhead supply significant from 10.40–12.75 zone | Phase D markup not yet confirmed — premature to call markup resumption | Pattern could resolve as re-distribution if 10.40 resistance fails | Low sample density post-Aug-28 limits high-confidence terminal phase assessment,26,8,6,6,6
HAPN,Distribution,High,72,Mixed,Uptrend from Mar lows (~13.05) to Jul high (~21.25) now broken | Lower highs forming from Jul-02 peak | Price compressed in declining range Aug | Structural support eroding near 17.80–18.00,Upside effort increasingly poor — wide spread up bars fail to hold gains (Jun-17: 20.54H close 18.81; Jul-02: 21.125H close 19.69; Aug-04: 21.25H close 20.88 rejected) | Downside effort moderate with closes near lows on distribution bars,Apr-27/28 climactic volume spike (6.7M / 13.3M) = Buying Climax (BC) signal | Volume drying up on rallies post-Jul | Aug volume contracting but price failing to recover = weak demand | High volume reversals at tops confirm supply presence,"Distribution dominant | BC: Apr-28 (18.88H, 13.35M vol, close 16.87 — massive rejection) | AR (Automatic Reaction): Apr-29 to May low ~15.32 | ST (Secondary Test): May-29 to Jun-01 rally to 18.39–18.40 | UTAD candidate: Jun-17 (20.54H, 4.7M) / Jul-01 to Jul-02 (21.25H, 6.7M) | SOW (Sign of Weakness): Jul-23 to Jul-24 break | LPSY forming: Aug consolidation 17.84–18.62",Distributing into strength | Used Apr-28 climax to offload into retail buying | Tested supply multiple times Jun–Jul with decreasing closes | Aug sideways = final markdown preparation,"BC: 2026-04-28 (13.35M, 18.88H→16.87C) | AR Low: ~15.32 (2026-05-13) | Rally/ST: 2026-06-01 (18.40) | UTAD #1: 2026-06-17 (20.54H) | UTAD #2: 2026-07-01/02 (21.25H, 6.76M) | SOW: 2026-07-23 break below 19.00 | LPSY zone: 2026-08-17 to present (17.84–18.62) | Last Point of Supply confirmed: Aug-28 close 17.89",Price failed to sustain above 21.00 twice with high volume = supply absorption complete | BC on Apr-28 with close 260bps below high on record volume = textbook CO dump | Each rally attempt Aug posts lower highs and lower closes | Aug-28 close 17.89 threatening key 17.80 support | Volume declining on bounces = no institutional demand | 13-week range 15.32–21.25 = valid distribution schematic,"No confirmed markdown break below 15.32 AR low yet — could re-test 18.50–19.00 LPSY zone | Low Aug volume may indicate temporary equilibrium not full breakdown | If price reclaims 19.50+ on volume, UTAD count resets | Macro/sector bids could extend range | Small float dynamics may exaggerate moves",25,8,5,6,7
PAX,Accumulation,High,62,Mixed,Primary downtrend Mar–May (11.995→10.721) | Basing/ranging Jun–Aug (10.56–11.81) | Higher lows forming Aug with tentative upside attempts,"High effort down (May 7: 2.27M vol, wide spread down) with diminishing result | High volume on Aug rallies (Aug 3–4: 1.6–1.7M) showing improved upside response | Low volume on pullbacks = positive absorption",Climactic selling May 7 (2.27M) | Secondary test May 8 (1.96M) | Volume contraction Jun–Jul on sideways action | Volume expansion on Aug upthrusts and re-accumulation attempts | Dry-up on dips = demand absorption,"Accumulation bias | Selling climax (SC) May 7 | Automatic rally (AR) May 14 | Secondary test (ST) May 19–20 (10.91 low, lower vol) | Creek/resistance zone 11.5–11.8 being tested repeatedly Aug","Absorbing supply in 10.56–11.81 range | Testing resistance at 11.6–11.85 Aug 25–28 | No confirmed Sign of Strength (SOS) breakout yet | Shakeout candidate: Jul 31 (10.55 intraday, 1.85M vol)","SC: 2026-05-07 (2.27M, low 11.75) | AR: 2026-05-14 (bounce to 11.988) | ST: 2026-05-19 (10.91, lower vol) | Spring/Shakeout candidate: 2026-07-31 (10.55 intraday) | LPS candidates: Aug 6, Aug 10, Aug 18 | Resistance test (Creek): Aug 25–26 (11.78–11.85)","Range support established ~10.56–10.72 | Range resistance ~11.78–11.85 | Aug volume expansion on upswings with contraction on pullbacks = bullish divergence | Aug 13 wide-range up bar (11.11→11.63, 1.56M) = potential SOS | Consecutive LPS tests holding above 11.2 | Last bar (Aug 28) pullback on elevated vol warrants monitoring","No confirmed breakout above 11.85 creek | Aug 28 pullback (1.13M, close 11.34) may indicate supply re-entry | Structure still below Mar–Apr highs (13.49) = significant overhead supply | Phase D not confirmed until sustained close above 11.85–12.00 | Risk of re-test of spring lows if Aug 28 selling accelerates",24,6,5,6,8
CALX,Accumulation,High,67,Mixed,Primary downtrend intact | Peak ~54.97 (Mar 25) | Series of lower highs: 54.97 → 52.54 → 51.88 → 44.72 → 43.91 → 46.03 → 40.55 → 40.88 → 40.57 | Lower lows: 44.04 → 40.95 → 37.57 → 34.26 | Current price 37.49 well below all prior structure highs,Effort not rewarding bulls | Large volume spikes (Apr 22: 4.35M | Jul 21: 4.88M) produce minimal upside recovery | Rallies on declining volume | Selloffs on expanding volume = supply dominance,Climactic selling Apr 22 (4.36M) and Jul 21 (4.88M) | Rallies consistently on lower volume | Volume expansion on down days confirms distribution pressure | Recent vol declining into downtrend = no absorption confirmed yet,Distribution dominant | No confirmed Wyckoff accumulation structure established | Short-lived re-accumulation attempts (Apr 23–May 5 | Aug 3–Aug 21) both failed to hold gains | Price breaking down below each attempted support zone,Selling into strength | CO offloading during Mar–Apr rally peaks | Each bounce used as secondary distribution opportunity | No evidence of professional buying absorption at current lows yet | Possible latent SC (Selling Climax) at Jul 21 low (~34.26) but no confirmed SOS follow-through,PSY (Preliminary Supply): Mar 25 @ 54.97 | UTAD attempt: Mar 23–24 run to 54.23 | SOW (Sign of Weakness): Apr 1–2 break below 48 | LPSY sequence: May rallies capped ~46 | Secondary SOW: Jun 23 expansion sell (2.8M) @ 36.36 | Possible SC: Jul 21 @ 34.26 on 4.88M | AR (Auto Rally): Jul 29–Aug 4 to ~39.54 | Possible LPSY forming: Aug 19–21 cap ~40.88 | Current rollover from Aug high confirms LPSY,Price fell ~37% from peak (54.97) to trough (34.26) | Every rally capped with lower highs | Two high-volume climactic events did not produce sustained reversals | Aug rally to 40.88 now fading with expanding sell volume Aug 26–28 | 37.49 close threatening Jul lows | Structure suggests Phase E markdown continuation unless 40.88 recaptured with volume,"Jul 21 climactic volume (4.88M) could mark a Selling Climax — premature short entries risky near lows | No confirmed SOS (Sign of Strength) on strong volume yet | Aug base (35–40 range) could be nascent re-accumulation — requires confirmation above 41 with volume | Two failed accumulation attempts warn against bottom-picking | Macro-driven gaps (Apr 2, Apr 22) suggest external shock — Wyckoff internal structure partially distorted | Thin volume on recent down days (Aug 28: 795K) may indicate supply drying — monitor closely",23,9,6,6,9
DEI,Accumulation,High,62,Mixed,Bullish base (Mar–Apr) → Markup (Apr–May) → Distribution/Re-accumulation range (May–Aug) → Narrowing range with declining volume suggesting absorption,"Effort-result divergence present: high volume on May-06 (5.09M, +9.5% range) produced result but follow-through failed | Jul-15 high volume (3.39M) on wide spread stalled at 12.97 — supply emerging | Aug-05 elevated volume (3.78M) on down bar absorbed near 11.12 — potential ST or SC behavior",Volume expanding on down bars in Jun–Jul topping area (distribution signal) | Volume contracting significantly Aug-18 to Aug-28 (sub-1.3M) on tight range — drying up of supply | Mar-20 climactic spike (5.06M) marks SC | Apr-16 surge (4.73M) marks SOS/JAC breakout,Primary Accumulation: Mar-10 to Apr-15 (Phase A–C) | Markup: Apr-16 to May-11 | Secondary Distribution/Re-accumulation: May-12 to Aug-28 | Current: Potential re-accumulation base forming Aug-17 to Aug-28,CO absorbed supply during Mar–Apr base | Distributed partial position May–Jul at 12.00–12.97 range | Currently testing commitment at 11.76–11.96 — ambiguous intent; could be re-loading or topping,"SC: 2026-03-20 (5.06M, low 9.25) | AR: 2026-04-08 (high 9.92) | Spring/Test: 2026-04-02 (low 9.04) | SOS: 2026-04-15 to 04-16 (breakout, volume surge) | JAC: 2026-04-16 to 04-20 | PSY/BCLX: 2026-05-06 (12.53 high, 5.09M) | ST in Distribution: 2026-06-09 (12.74) | SOW: 2026-06-17 (wide spread down, 1.96M) | LPSY Candidates: 2026-07-07 (12.79 fail) | Secondary Test/Support: 2026-08-05 (low 11.12)",Price range compressing Aug-17 to Aug-28 between 11.49–12.16 | Volume drying to multi-month lows (596K–1.05M) — classic sign of supply exhaustion or TR compression | Upper resistance cluster: 12.50–12.97 | Lower support: 11.12–11.50 | Current price (11.76) mid-range | No confirmed SOS above 12.97 yet | Structure resembles re-accumulation rather than confirmed distribution given volume drying on weakness,No confirmed SOS above distribution highs (12.74–12.97) | Jun–Jul topping pattern could be Phase B distribution not re-accumulation | Declining volume may indicate lack of institutional interest not absorption | Multiple failed rally attempts above 12.50 indicate persistent supply | Extended time in range (3+ months) without markup resolution adds ambiguity | Low volume in Aug could,23,10,6,7,10
