symbol,market_phase,phase_confidence,phase_confidence_score,structure_quality,trend_structure,effort_vs_result,volume_behavior,accumulation_distribution,composite_operator,structural_events,key_observations,caution_flags,research_score,structural_events_count,caution_flags_count,key_observations_count,rank
RLJ,Accumulation,High,62,Clean,Accumulation base (Feb–Apr) → Markup (May–Jul) → Potential Distribution/Topping (late Jul–Aug) → Sharp Breakdown (Aug 6–7),"Effort matched result during markup phase (high vol + price advance) | Aug 6–7: high effort (wide spread down, elevated vol) with strong negative result = bearish effort/result divergence | Late Jul: narrowing spread on moderate vol = reduced upward momentum","Low vol during Feb–Apr base building (absorption) | Surge on Feb 26–27 (shakeout/spring attempt) | Expanding vol on markup May–Jun | Climactic spike Jun 26 (6.1M, wide spread up) = potential Buying Climax (BC) | Vol contraction during Jul consolidation | Aug 6–7 breakdown on 1.8M + 3.8M = significant distribution pressure","Prior phase: Accumulation (Feb–Apr 7, base ~7.15–8.35) | Markup confirmed May–Jul | Current phase: Probable early Distribution or failed markup with markdown initiation",CO absorbed supply Feb–Apr | Executed markup May–Jun | Potential CO offloading on Jun 26 climax spike | Jul lateral action = possible Last Point of Supply (LPSY) formation | Aug 6–7 breakdown suggests CO exiting or markdown initiated,"Preliminary Support (PS): ~Feb 25 (7.88 low, moderate vol) | Selling Climax (SC): ~Mar 9 (7.43 low) | Automatic Rally (AR): ~Feb 27 spike to 8.63 | Secondary Test (ST): Mar 12–13 (7.52–7.37 lows) | Spring/Shakeout: Apr 6–7 (7.15–7.21, elevated vol) | Sign of Strength (SOS): Apr 8–17 rally | Last Point of Support (LPS): Apr 22–24 (~7.85–7.90) | Markup Phase: May 1–Jun 26 | Buying Climax (BC): Jun 26 (12.03, 6.1M vol) | Automatic Reaction (AR-dist): Jun 29–Jul 8 pullback | Upthrust After Distribution (UTAD): Jul 21–22 (12.24–12.46) | LPSY: Jul 27–Aug 5 (12.25–12.57 range, declining momentum) | Sign of Weakness (SOW): Aug 6–7 (11.92–11.13, -10% range, high vol)",Full Wyckoff cycle visible: accumulation → markup → topping structure | Jun 26 BC on 6x avg volume is high-conviction distribution signal | Jul consolidation at highs on low volume = classic LPSY / no demand | Aug 6 gap-down wide spread + Aug 7 continued decline on 3.8M confirms SOW | Price broke below Jul trading range lows | Breakdown from ~12.25 support zone is significant | Current price ~11.13 approaching markup origin zone (~10.50–11.00),Aug 6–7 SOW may be shakeout before final markup attempt — confirmation needed | Overall volume in distribution range not overwhelmingly high (ambiguity) | No clear Secondary Test of BC yet completed — bounce possible |,29,13,3,7,1
DNOW,Accumulation,High,78,Clean,Primary downtrend (Feb 17–Feb 23) → Extended trading range/accumulation (Feb 24–Jul 14) → Markup initiation (Jul 15–Aug 7),"Climactic selling effort (Feb 20–23, vol 10.6M–14.2M) produced downside result consistent with SC/AR | Low-volume sideways action in TR confirms absorption | Aug 6–7 high-volume expansion with price gap confirms SOS markup",Selling climax volume spike Feb 20 (10.6M) and Feb 23 (14.2M) | Volume contracted through base (1.4M–5M range) confirming absorption | Aug 6 volume surge (6.3M) and Aug 7 (4.1M) on price expansion = demand entering markup | Volume declining on TR pullbacks = bullish,ACCUMULATION | ~5-month base (Feb 24–Jul 14) between ~11.28–12.97 | Distribution not evidenced; no high-volume price rejection at upper range with subsequent breakdown,Accumulating | SC/AR established range low | Springs/tests near 11.03–11.28 (Mar 12–17) absorbed supply | Quiet markup from Jul 15 onward | Aug 6–7 gap-up breakout suggests CO-driven markup phase initiated,SC (Selling Climax): Feb 20–23 ~12.79–11.74 on massive volume | AR (Automatic Rally): Mar 2–5 rally to 12.44 | ST (Secondary Test): Mar 6 pullback to 11.57 | Spring/Test: Mar 12–17 low 10.935–11.035 on declining volume | LPS (Last Point of Support): Jul 6–14 base ~12.48–13.12 low volume | SOS (Sign of Strength): Jul 15–17 break above range | BU/Confirmation: Jul 20–Aug 5 | JAC (Jump Across Creek): Aug 6–7 gap expansion 15.19–16.69,Price collapsed ~45% from 16.50 to 11.03 in 4 sessions (climactic) | TR held above SC low for ~5 months confirming absorption | Spring on Mar 12–17 tested SC lows on lower volume = bullish non-confirmation | Gradual higher lows from Mar 17 through Jul = accumulation cause building | Breakout Aug 6 with 6.3M volume (3–4x avg) on wide spread = SOS | Aug 7 follow-through to 16.52 = markup confirmed | Price now trading above entire 5-month base,Only 2 days of markup data post-breakout — insufficient to confirm sustained markup | Breakout from ~11–13 range to 15–16 is aggressive; backtest of breakout zone (~12.97–13.50) possible | Initial accumulation range relatively narrow reducing reliability of cause/effect count | Volume on Aug 7 declining vs Aug 6 — watch for follow-through confirmation | No clear UTAD tested in upper range — distribution phase cannot be fully excluded if price reverses sharply,28,8,5,7,2
PTY,Accumulation,High,62,Clean,Primary downtrend from ~13.03 (Feb 17) to ~11.58 low (Mar 27/30) | Subsequent base-building range ~11.58–12.35 | Lateral consolidation dominating Apr–Aug | Lower highs on rally attempts suggest residual supply overhead,"Effort exceeds result on downside bars (Mar 3: high vol, large spread, strong close near lows — selling climax candidate) | Rally attempts post-Mar low show diminishing volume — insufficient demand to sustain upside | Aug 3–4 elevated volume with narrow spread suggests absorption/re-testing behavior","Selling Climax candidate: Mar 3 (3,533,900 — largest single bar, wide spread down to 12.34) | Automatic Rally: Mar 31 (2,514,600, strong close 12.06) | Secondary Test: Apr–May ranging on declining volume | Shakeout attempts: Jun 22 (2,532,800 spike down), May 14 (1,770,200) | Aug 3–4 elevated volume on narrow spread — possible re-absorption | Overall volume trend declining into consolidation — supply exhausting",Accumulation bias — price holding above spring lows repeatedly | Multiple shakeout/spring attempts absorbed without new lows | Distribution unlikely given low-price range and volume absorption pattern | No confirmed sign of strength (SOS) bar with follow-through yet,Likely absorbing supply in extended trading range | Repeated tests of lows without breakdown suggest professional buying on weakness | Failure to produce strong markup suggests CO not yet ready to advance or sufficient supply remains overhead | Patience phase — testing commitment of weak holders,"Preliminary Support (PS): ~Mar 2 (12.68 low, vol rising) | Selling Climax (SC): Mar 3 (12.34 low, 3.53M vol) | Automatic Rally (AR): Mar 31 (12.06 close, 2.51M vol) | Secondary Test (ST): Apr 8–10 (12.32–12.36 high, fading vol) | Spring #1: Mar 27/30 (11.58 low) | Shakeout/Spring #2: Jun 22 (11.61 low, 2.53M vol) | Shakeout/Spring #3: Jul 22–23 (11.61–11.70 zone) | Last Point of Support (LPS) candidate: Aug 3–7 (11.76–11.84, vol elevated but holding)",Trading range established: ~11.58 (support) to ~12.35 (resistance) | Three distinct shakeout/spring events — each absorbed without new lows — bullish structure | Aug 3–4 high-volume narrow-spread bars near range lows suggest institutional absorption | Price has stabilized Aug 6–7 above 11.80 with declining spread and moderate vol | No confirmed SOS or Jump Across Creek (JAC) above 12.35 resistance yet | Duration of base (~5 months) suggests significant repositioning underway,No confirmed markup phase initiated — still range-bound | Each rally attempt fails below 12.36 — overhead supply not cleared | Prolonged accumulation could indicate distribution if interpretation inverted | Absence of strong-volume upthrust with follow-through limits bullish conviction | Low overall price level,27,8,5,6,3
SHO,Distribution,High,74,Mixed,Bearish reversal underway | Prior uptrend from ~8.86 (Mar 2026) to ~12.07 (Jun 2026) completed | Lower highs forming since June peak | Price failing to sustain above 11.80–11.90 supply zone,Effort without result on upside: large-range up days failing to hold gains (Jul–Aug) | Selling effort yielding downside results: Aug 6–7 wide spread down on elevated volume confirms supply dominance,Climactic volume spike on 2026-06-26 (12.7M) — likely Buying Climax (BC) | Elevated volume on distributional rallies failing to make new highs | Aug 6–7 surge in volume on down-closes confirms supply absorption complete | Declining volume on bounces = weak demand,DISTRIBUTION | BC: ~2026-06-26 | AR (Automatic Reaction): ~2026-06-30 to 07-01 | ST (Secondary Test): ~2026-07-20 to 07-22 | UTAD (possible): 2026-07-27 at 11.91 | SOW (Sign of Weakness): 2026-08-06 to 08-07 break below trading range low,Distributing | Smart money absorbed retail buying into the June climax | Markdown phase being initiated via rapid deterioration Aug 6–7 | No evidence of re-accumulation at current levels yet,"Preliminary Supply (PSY): ~2026-06-17 to 06-18 | Buying Climax (BC): 2026-06-26 (vol: 12.7M, high: 12.07) | Automatic Reaction (AR): 2026-06-30 to 07-01 | Secondary Test (ST): 2026-07-20 to 07-22 | UTAD: 2026-07-27 (11.91) | SOW: 2026-08-06 to 08-07 (break to 11.08) | Last Point of Supply (LPSY): 2026-08-03 to 08-04",Range boundary: support ~11.17–11.22 / resistance ~11.85–12.07 | Aug 6 wide-spread bar (high 11.87 → close 11.29) on 2.76M = clear supply dominance | Aug 7 follow-through down to 11.08 on 3.02M confirms SOW | Price now below range midpoint and prior consolidation support | Entire structure from 8.86 to 12.07 = 36% markup; distribution likely returning ~30–40% of gains,No confirmed LPSY retest yet — short-term bounce possible before continuation | Volume not yet at panic/selling climax levels suggesting markdown is early stage | Range is relatively shallow (~8% width) reducing structural clarity | Overlap with prior accumulation zone (9.00–9.50) may provide future support and slow decline,26,7,4,5,4
VSTS,Distribution,High,74,Mixed,"Bullish base (Feb–Mar) → Markup (Apr–May) → Distribution range (May–Jul, ~12.0–16.9) → Early Markdown (Aug)","Markup effort confirmed by volume expansion on breakouts (Apr 8–9, May 12) | Distribution effort: high-volume reversals at peaks (May 12–13, Jun 26, Jul 16) show supply overwhelming demand | Markdown: declining closes on moderate volume = effort aligning with downside result",Low-volume base (Feb–Mar) consistent with accumulation absorption | Climactic surge May 12 (9.37M) = Buying Climax (BC) | Volume spikes on down-bars at highs signal distribution | Decreasing volume on rallies post-Jul = weakening demand | Recent selling volume sustained through Aug decline,"Accumulation complete (Feb–Apr, ~7.25–8.0 range) | Distribution active (May–Jul, ~12.0–16.9 range) | Net reading: DISTRIBUTION dominant",CO completed accumulation and drove markup aggressively through April–May | CO distributing into strength May–July | Evidence of supply re-entry on high-volume reversals at range highs | CO now appears to be allowing/facilitating markdown,"Preliminary Support (PS): Mar 19–20 (high vol, ~7.03 low) | Selling Climax (SC): Mar 20 (5.59M vol, wide spread) | Automatic Rally (AR): Mar 23–Apr 1 | Secondary Test (ST): Apr 1–7 | Sign of Strength (SOS): Apr 8–9 breakout on expanding volume | Last Point of Support (LPS): Apr 6–7 | Markup phase: Apr 8 – May 12 | Buying Climax (BC): May 12 (9.37M, gap-up wide spread reversal) | Automatic Reaction (AR-dist): May 13 pullback | Secondary Test (ST-dist): May 18–22 | LPSY attempts: Jun 3–4, Jun 24–26 | Upthrust After Distribution (UTAD): Jul 16 (16.9 high, climactic volume 2.45M, failed to hold) | Sign of Weakness (SOW): Jul 20–31 consistent lower closes | Last Point of Supply (LPSY): Aug 3–7 rally failures | Markdown confirmed: Aug 3–7 sequence","May 12 BC is the most significant structural event — 9.37M volume with immediate reversal defines distribution ceiling | Jul 16 UTAD at 16.9 failed decisively — price rejected and trending down | Distribution range approx 12.0–16.9, midpoint ~14.45 | Price currently ~13.85–14.27, breaking below distribution midpoint | Accumulation range was ~7.03–8.44 — substantial markup completed | Volume contracting on bounces = lack of institutional demand | Each rally attempt post-Jul 17 making lower highs","Distribution range is wide (nearly 5 points) — could still see re-test of upper range before full markdown | No confirmed LPSY below 12.0 yet — markdown is early stage | Volume in markdown (Aug) is moderate, not yet climactic — could pause | If price reclaims 15.0+",26,15,4,7,5
EFC,Accumulation,High,62,Clean,Primary downtrend from ~12.98 (Feb) to low ~11.28 (Mar-20 climactic sell); subsequent base-building 11.28–12.10; gradual markup to 13.84 range; current lateral consolidation 13.20–13.84,Mar-20 spike (10.7M vol) produced sharp drop to 11.28 — climactic effort with result (SC/Spring candidate) | Apr-May markup on moderate volume — effort consistent with result | Jun-Jul consolidation: volume declining on sideways action — reduced supply | Aug-07 upthrust attempt on 2.2M vol — effort vs result inconclusive,Climactic volume Mar-20 (10.7M — SC/selling climax) | Low volume rally Apr–May (professional absorption) | Volume contraction during Jun-Jul lateral range (supply drying up) | Isolated spikes Jun-17/18 on weakness (minor distribution test) | Aug-07 volume expansion on upside — potential SOS signal,Net Accumulation — base formed 11.28–12.10 | Re-accumulation range 13.20–13.84 | No clear distribution signature; upper boundary repeatedly tested without reversal volume,Likely long-side positioning; absorption evident post-SC | Range support defended consistently | Upper range tests without aggressive markup suggest controlled price management | Aug-07 push above recent resistance hints at markup attempt,SC (Selling Climax): Mar-20 @ 11.28 / 10.7M vol | AR (Automatic Rally): Mar-23 to Apr-02 bounce | ST (Secondary Test): Mar-23–24 retest lows | SOS (Sign of Strength): Apr-08 to May-06 markup | LPS (Last Point of Support): May-04/05 pullback ~13.00 | Re-accumulation range: May-06 to present 13.20–13.84 | Potential new SOS: Aug-07 @ 13.60 / 2.2M vol,Mar-20 climactic bar is dominant structural anchor | 11.28 holds as base support unchallenged since | Price has advanced ~22% from SC low | Jun-Jul lateral range showing volume contraction — Wyckoff cause building | Aug-07 gap-open with volume expansion above 13.44 resistance — notable | Upper range resistance ~13.75–13.84 not yet decisively cleared,No confirmed high-volume SOS breakout above 13.84 yet | Multiple upper-range rejections (13.75–13.84 zone) could indicate supply | Jun-17/18 elevated volume on down days warrants monitoring | Re-accumulation range duration may extend further | Low float/volume environment limits confidence in structural reads | Aug-07 close at 13.60 still below range highs — incomplete breakout,26,7,6,6,6
OCFC,Accumulation,High,62,Mixed,Primary downtrend from ~19.91 (Feb-17) to SC near 17.30 (Mar-19) | Re-accumulation range 17.30–20.33 | Current pullback from 20.33 high testing support,Jun-26 ultra-high volume (5.057M) with strong price expansion to 19.54 = Sign of Strength (SOS) | Aug-06/07 high volume on narrow/declining bars = effort not producing upside result (distribution pressure possible),Elevated volume on downswings Feb–Mar confirmed selling climax behavior | Volume expansion on SOS (Jun-26) confirms demand | Diminishing volume on rallies post-Jul-16 high (20.33) suggests absorption/waning demand | Aug cluster shows above-average volume on price weakness = bearish effort,Accumulation base built Mar–Jun in 17.30–18.80 range | SOS breakout Jun-26 | Post-SOS Back-Up (BU/BUEC) testing breakout zone | Current price (19.42) pulling back — consistent with Last Point of Support (LPS) test or potential failed re-accumulation,Appeared active on long side during Mar–Jun base building | SOS on Jun-26 signals markup attempt | Jul–Aug behavior suggests CO testing commitment or distributing into strength near 20.00–20.33 resistance,"Selling Climax (SC): ~Mar-19 (17.30, high volume) | Automatic Rally (AR): ~Mar-23/31 (17.88–18.04) | Secondary Test (ST): ~Mar-25–27 (17.37–17.63) | Creek/Resistance: 18.80–19.00 zone | Sign of Strength (SOS): Jun-26 (19.54, 5.057M vol) | Back-Up to Creek (BUEC/LPS candidate): Jul–Aug pullback to 19.30–19.50 | Potential Upthrust After Distribution (UTAD) or resistance test: Jul-16 (20.33)",~17.30–17.42 = Preliminary Support / SC low zone | 18.80–19.10 = key creek/resistance now acting as support | 20.25–20.33 = upper boundary / resistance | Price currently retesting post-SOS support band (19.40–19.50) | Aug-06 gap-up to 20.13 followed by immediate failure = bearish engulf pattern | Holding above 19.30 is critical for bullish continuation,Aug-06/07 high-volume rejection at 20.00+ = possible Upthrust (UT) or distribution | Failure to hold 19.30 would signal failed re-accumulation / Phase D breakdown | SOS follow-through has been weak — price unable to sustain above 20.00 | Volume declining on upswings post-Jun-26 SOS = weakening sponsorship | Risk of re-entry into trading range if 18.80 support breaks,24,7,5,6,7
PAX,Accumulation,High,62,Mixed,Primary downtrend (Feb–Mar) | Secondary trading range/base formation (Mar–Aug) | Higher lows forming in recent sessions | No confirmed uptrend yet,"Downside effort yielding diminishing results post-Mar lows | Rally attempts (Mar 30–Apr 17) showed good result for effort | Recent pullbacks (May 7, Jul 31) absorbed with volume — effort not producing new lows","Elevated volume on selloffs (May 7: 2.27M, May 8: 1.96M) absorbed near lows | Volume contraction on rallies (Apr 20–May 1) suggests weak markup not yet established | Aug 3–4 showing volume expansion on upside — early sign of demand",Accumulation bias — repeated tests of 10.72–11.20 support zone holding | No sustained distribution pattern detected in range | Composite operator appears to be absorbing supply,Absorption/accumulation posture — defending 10.70–11.00 zone repeatedly | No evidence of active re-distribution | Recent strength (Aug 3–7) suggests possible markup preparation,"Preliminary Support (PS): ~Mar 9 (11.40 low, elevated vol) | Selling Climax (SC): ~Mar 13–16 (11.19–11.23, vol spike) | Automatic Rally (AR): ~Mar 30–Apr 17 (11.19→13.49) | Secondary Test (ST): ~May 7–13 (heavy vol selloff, new lows 11.37–11.75) | Spring candidate: ~Jul 23–31 (10.55 low, vol expansion, recovery) | Sign of Strength (SOS) candidate: Aug 3–7 (volume expansion, close near highs)",Trading range established roughly 10.55–13.49 | Spring at 10.55 (Jul 31) followed by volume expansion Aug 3–4 is structurally significant | Multiple successful tests of 10.70–11.00 support cluster | Resistance zone 11.50–12.05 needs decisive break for Phase D confirmation | May 7 high-volume selloff (2.27M) was a shakeout — price recovered without making sustained new lows,No confirmed Sign of Strength (SOS) breakout above 12.00–12.65 resistance yet | Range has been extended (5+ months) — prolonged ranges can fail | May 7 capitulation volume not clearly climactic in context | Multiple failed rally attempts above 13.00 suggest supply remains present overhead | Aug 7 close at 11.53 still below key resistance — premature to confirm markup,24,6,5,5,8
AVO,Markup,High,62,Mixed,Primary downtrend from ~15.53 (2026-04-08) to lows ~10.07 (2026-06-08) | Accumulation base forming 10.07–12.50 range | Emerging uptrend from June lows with higher lows and higher highs into August,"Large effort on down-days (Mar-13: 2.7M, May-29: 2.3M, Jun-5/8: ~2M) with diminishing price results near lows = absorption | Jun-9 spike 5.1M on strong recovery bar = strong SOS signal | Jul/Aug upswing on moderate volume = controlled markup",Climactic volume on Mar-13 (SC candidate) | Secondary test volume declining Feb–Mar | Absorption volume Jun-8 to Jun-9 (key reversal) | Volume expansion on Jul-06 breakout | Volume drying up on corrections Jul-Aug = bullish,Accumulation — prolonged base between ~10.07 and ~12.50 | Evidence of composite operator absorption on high-volume down days | Rally structure from June improving with higher lows,Absorbing supply in 10.07–12.50 range | Spring executed near 10.07 | Markup phase initiated — testing commitment of weak holders during Jul–Aug pullbacks,"Preliminary Support (PS): ~2026-03-16 (12.25, high vol) | Selling Climax (SC): 2026-03-13 (11.905 low, 2.717M vol) | Automatic Rally (AR): 2026-03-18/27 (~14.17) | Secondary Test (ST): 2026-04-15/16 (~13.74) | Re-distribution/ST in Range: Apr–May weakness | Sign of Weakness (SOW): 2026-06-05/08 (~10.07 low) | Spring: 2026-06-08 (10.07) | Sign of Strength (SOS): 2026-06-09 (5.1M, +7.5% range) | Back-Up (BU)/LPS: 2026-06-17, Jun-22/25 | SOS continuation: 2026-07-06 (13.29, 1.9M) | Last Point of Support (LPS): 2026-07-20–Jul-31 base ~12.61–13.04",Jun-9 reversal bar is the highest-volume single session in dataset (5.1M) — defines the Spring confirmation | AR from SC reached ~14.17; current price (~13.2) is retesting that zone as support | Jul-Aug consolidation forming tight LPS above Jun SOS breakout level | Diminishing volume on pullbacks Jul-Aug strongly bullish | Price recovering from Spring low (~10.07) by ~31% into Aug-07 close (~13.20),Multiple failed rally attempts Apr–May suggest residual supply overhead | Apr-28/29 high-volume reversal (~1.6–1.7M) near 14.50 = supply zone to watch | Aug-05 wide-range down bar (2.49M) is a warning — potential SOW or shakeout needs confirmation | Structure above 13.50–14.50 resistance not yet confirmed | Overall range boundaries not fully resolved; markup could stall at,24,11,5,5,9
PK,Accumulation,High,62,Mixed,Primary uptrend intact (10.19 → 15.45) | Current correction from 15.45 high | Higher lows structure partially intact | Recent weakness breaking short-term support at 14.88,Strong effort on upside (Jun 1–Jun 8 surge on high volume) | Jun 26 anomaly volume (30.79M) — climactic/distribution signal | Aug 3–4 elevated volume on narrow range — effort not producing result (bearish divergence) | Aug 6–7 increased volume on downside — supply entering,Accumulation base (Feb–Apr): moderate declining volume | Markup phase (May 26–Jun 8): volume expansion confirming strength | Jun 26: extreme volume spike (30.79M vs avg ~5M) — climactic character | Post-Jun 26: volume contraction on bounces | Aug 3–7: volume re-expansion on downside — distribution signal,"Feb–Mar: Accumulation (SC ~10.19, ST, LPS structure) | Apr–May: Spring/LPS confirmation | Jun: Aggressive markup | Jun 26+: Possible Buying Climax (BC) / Upthrust After Distribution (UTAD) forming | Jul–Aug: Distribution or re-accumulation in progress",Absorbed supply aggressively Feb–Apr | Marked up through May–Jun | Jun 26 extreme volume suggests CO offloading or institutional activity | Currently testing commitment of weak holders | Aug behavior suggests CO withdrawing support temporarily,"SC (Selling Climax): ~2026-03-13 (10.19 low, declining vol) | AR (Automatic Rally): ~2026-03-16–Mar-18 | ST (Secondary Test): ~2026-04-07 (10.27) | SOS (Sign of Strength): ~2026-05-26–Jun-01 | LPS (Last Point of Supply): ~2026-05-22 area | BC (Buying Climax): ~2026-06-26 (extreme volume, 30.79M) | UT/UTAD: ~2026-07-21–Jul-29 (15.45 high) | SOW (Sign of Weakness): ~2026-08-06–Aug-07 (increased vol, price drop)",10.19 = structural low / Accumulation SC | 15.45 = current swing high / potential BC | 14.33–14.35 = recent support test (Aug 6) | Jun 26 volume anomaly (6x average) is the most significant event — likely institutional activity | Price has retraced ~7% from highs | 14.00–14.20 zone = critical support (prior breakout area),"Jun 26 climactic volume unconfirmed as BC vs. news-driven spike — requires context | Aug 6 low at 14.33 approaching key structural support | If 14.00 breaks on volume = distribution confirmed, not re-accumulation | Short dataset for full Wyckoff cycle confirmation | No clear ICE or creek retest pattern yet confirmed | Potential for UTAD if 15.45 was genuine test of supply zone",23,8,6,6,10
