symbol,market_phase,phase_confidence,phase_confidence_score,structure_quality,trend_structure,effort_vs_result,volume_behavior,accumulation_distribution,composite_operator,structural_events,key_observations,caution_flags,research_score,structural_events_count,caution_flags_count,key_observations_count,rank
FLYW,Distribution,High,72,Clean,Primary uptrend from ~11.17 (Mar 27 low) to ~19.59 (Aug 21 high) | Multiple higher lows and higher highs confirmed | Recent topping behavior with wide-spread down days and failed rallies at highs,"Strong effort-result alignment during markup (Apr 13–May 6) | May 6 climactic volume (10.3M) with massive spread = Buying Climax (BC) candidate | Aug 5 secondary surge (5.67M) with strong result = renewed markup | Divergence noted: high volume on down days Jun 2–3, Jul 22",Accumulation phase: declining volume on pullbacks (Mar–Apr) confirming absorption | BC: May 6 volume spike 10.3M (anomalous) | Post-BC: volume contraction on rallies = weakness | Aug 5 re-acceleration: 5.67M surge with spread expansion | Aug 21 low volume (1.0M) on new high = potential effort-result divergence,"Phase A–B Accumulation: Mar 3–Apr 12 (SC near 11.17, AR near 13.63, ST near 11.37) | Phase C: Apr 13 Spring/LPS confirmed (high volume reversal) | Phase D–E Markup: Apr 15 onward with SOS bars | Potential Distribution beginning: May 6 BC | Secondary Distribution: Jul 15–Aug 21 range (17.47–19.59)",Absorbed supply aggressively Mar–Apr | Marked up strongly Apr–May | Distributed into BC May 6 | Re-accumulated Jun lows (13.88) | Secondary markup Jun–Aug | Currently distributing into Aug highs near 19.59,"SC (Selling Climax): ~Mar 27 (11.17 low, elevated volume) | AR (Automatic Rally): ~Mar 9 (13.63) | ST (Secondary Test): ~Apr 9–10 (11.37–11.46) | Spring: Apr 13 (11.405 low, 3.21M volume reversal) | SOS (Sign of Strength): Apr 15–16 (gap up, 2.9M) | BC (Buying Climax): May 6 (17.79 high, 10.3M volume) | AR post-BC: May 7–8 | Secondary Test of BC: May 11–Jun 3 range | LPS (Last Point of Support): ~Jun 8–10 (13.85–13.84) | SOS 2: Jun 24–26 (volume surge 3.1M–5.4M) | BC 2 candidate: Aug 5 (18.92 high, 5.67M) | UT (Upthrust) candidate: Aug 19–21 (19.125–19.59 new highs, volume fading)",May 6 BC is the dominant structural event — 3x average volume with climactic spread | Post-BC correction to 13.88 (-20.6%) confirms distribution absorbed | Jun 24–26 SOS re-ignition with institutional-level volume | Aug 5 secondary climax (5.67M) may mark Phase B of new distribution | Aug 21 new high (19.59) on lowest volume in weeks (1.0M) = significant weakness signal | Price has traveled ~75% from Spring low (11.,,33,12,0,6,1
BLFS,Markup,High,81,Clean,Bullish — series of higher lows and higher highs from March lows (~17.86) through August highs (~38.10) | Primary uptrend intact | Acceleration visible May–August,"Effort aligns with result through most of markup | Climactic effort signals on 2026-07-22 (9.7M vol, wide spread) and 2026-07-28 (2.7M, gap up) suggest possible Buying Climax (BC) conditions forming | Recent August advance on moderate volume shows diminishing effort-to-result ratio at highs","Low volume accumulation base (Mar–Apr, ~160K–740K) | Volume expansion on SOS breakouts (May 18–20: 972K–1.34M) | Climactic volume spike 2026-07-22 (9.74M) and 2026-07-23 (5.13M) = probable BC | Volume contracting on recent August highs (Aug 12–14: 348K–479K) = supply absorption or weakening demand",Accumulation phase completed: Mar–May base (~17.86–21.00 range) | Creek crossed with authority May 18–20 | Distribution signs emerging at upper range (Jul–Aug highs) — climactic action + AR-like pullbacks suggest early Phase A of potential distribution,Accumulated aggressively in Mar–Apr low-volume base | Marked up through May–July | Climactic selling/supply introduction visible Jul 22–23 | Currently testing sustainability of markup — CO may be distributing into strength,"SC (Selling Climax): 2026-03-03 (1.24M, wide down bar ~$2.15 range) | AR (Automatic Rally): 2026-03-04–05 | ST (Secondary Test): 2026-03-10–13 | LPS (Last Point of Support): 2026-04-06–07 (~18.60 low, low volume) | SOS (Sign of Strength): 2026-05-18–20 (volume surge, price expansion) | BU (Back-Up): 2026-05-22–Jun-05 consolidation | SOS2: 2026-06-25–26 (1.93M–4.0M, surge to ~29.81) | BC (Buying Climax candidate): 2026-07-22 (9.74M, ~31.49 high) | AR (Automatic Reaction): 2026-07-24–27 pullback | Secondary BC: 2026-07-28 (2.71M gap to 33.14) | Continued Markup: Aug 03–21 grinds to ~38.10","60%+ price appreciation from SC low (~17.86) to current highs (~38.10) | Climactic volume on 2026-07-22 is 20x+ the accumulation base average — strongest single-day signal in dataset | Decreasing volume on recent August advance is a caution | Narrow spread days (Aug 12, 14, 18) on elevated price = potential effort-result divergence | Last bar (Aug 21) shows very low volume (56,922) — likely incomplete session or thin trading",Climactic volume 2026-07-22 may mark distribution Phase A BC | Volume declining as price advances into Aug hig,31,11,2,5,2
HOG,Accumulation,High,63,Clean,Bullish higher highs and higher lows from March lows (~17.10) through August highs (~28.64) | Multiple consolidation plateaus acting as re-accumulation steps | Recent price action (Jul-Aug) showing stalling near highs with pullbacks,"Early markup (Mar-Apr): strong effort with proportional results | May spike (25.12 high, 6.45M vol) followed by immediate rejection — effort without sustained result | Jun 26 anomaly (14.39M vol, bearish close ~25.19) = climactic supply effort with poor result for bulls | Aug 13 thrust (27.85, 3.6M) shows renewed buying effort with good result","Accumulation base (Mar 3-24): elevated volume on down days, absorption visible | Markup phases: declining volume on rallies (normal re-accumulation behavior) | Jun 26: extreme volume spike (14.39M) on down close — significant supply entry | Jul 20-21: high volume breakout attempt (5.27M, 4.71M) followed by sharp pullback — possible Upthrust After Distribution (UTAD) or Buying Climax (BC) | Aug volume declining on approach to highs — reduced participation",Net Accumulation from March through May | Secondary re-accumulation May-June (~23-25 range) | Potential early Distribution signals emerging Jul-Aug near 27-28.6 zone | Jun 26 high-volume reversal and Jul peak-and-fade suggest Composite Operator reducing exposure,CO absorbed supply aggressively March 3-24 | Orchestrated markup through April-May | Appears to be testing distribution feasibility at 27-28+ zone | Jun 26 volume suggests CO-level supply introduction | Not yet confirmed full distribution — monitoring required,Selling Climax (SC): Mar 3 ~17.30 | Automatic Rally (AR): Mar 4-5 ~19.63 | Secondary Test (ST): Mar 13-18 ~17.10-17.51 | Sign of Strength (SOS): Mar 24-26 breakout ~19.68 | Last Point of Support (LPS): Mar 27-30 ~19.26-19.42 | Markup Phase 1: Apr-May push to ~26.99 | Potential Buying Climax (BC): Jul 21 ~28.49 | Possible Automatic Reaction (AR): Jul 23-31 pullback to ~24.54 | Secondary Test of BC: Aug 14 ~28.18 | Possible Upthrust (UT): Aug 21 ~28.64,"+140% price appreciation from SC low (17.10) to current high (28.64) | Three distinct re-accumulation shelves: ~19-20 (Apr), ~23-25 (May-Jun), ~25-27 (Jul) | Jun 26 volume (14.39M vs avg ~2-3M) is the single most significant structural anomaly — likely institutional supply | Jul 20-21 climactic volume with immediate failure is a high-priority distribution warning | Aug volume contraction on approach to highs is a divergence (effort declining, price near resistance) | Narrow trading range Aug 20-21 with very low volume — possible last gasp or spring setup unclear",Jun 26 extreme volume spike (5x average) on bearish close —,31,10,1,6,3
NRIX,Distribution,High,72,Clean,Sustained uptrend from ~14.01 lows (Mar-24) to ~28.23 highs (Aug-19) | Higher highs and higher lows intact through early Aug | Recent narrowing range and declining volume suggest weakening momentum,Effort-result divergence emerging at highs | Large volume on Jun-08 (21M) with wide spread but close near lows signals absorption | Aug-19 high on elevated volume (2.1M) with reduced follow-through | Jul-10 wide-range down bar on rising volume signals supply entering,"Climactic volume spike Jun-08 (21M shares) — Buying Climax (BC) candidate | Volume expansion on up-moves through Jun-Jul | Volume contracting on recent highs (Aug-14: 738K, Aug-21: 88K) — terminal thrust characteristics | Decreasing volume on rallies into Aug highs = weakening demand",Accumulation: Mar-24 to Apr-06 (base ~14.01–15.44 range) | Markup Phase: Apr-06 through Aug-19 | Early Distribution signals: Aug top formation with narrowing spreads and volume contraction,CO aggressively marked up price from Mar lows | Jun-08 climactic activity suggests CO-induced volatility / shakeout | CO may be initiating distribution at 26–28 zone given effort-result divergence and volume fade,Spring/Last Point of Support (LPS): Mar-24 low ~14.01 | Sign of Strength (SOS): Mar-25 rally on 2.16M | Backup to Creek: Mar-30 retest ~14.41 | Markup acceleration: Jun-25 to Jun-30 breakout | Buying Climax (BC) candidate: Jun-08 on 21M volume | Secondary Test (ST) of BC: Jun-09 to Jun-11 | Upthrust After Distribution (UTAD) candidate: Aug-19 high ~28.23 on expanding then fading volume | Possible Preliminary Supply (PSY): Aug-13 to Aug-19 zone,~14.01 was the critical support and accumulation low | Massive Jun-08 volume (21M) is the single most significant structural event — likely shakeout or BC | Price nearly doubled from ~14 to ~28 in ~5 months — extended markup | Aug-19 to Aug-21 shows sharp volume collapse (2.1M → 88K) at new highs — terminal behavior | Range compression in Aug at highs consistent with distribution preparation | Close on Aug-21 (26.71) well off Aug-19 high (28.23) on tiny volume — potential failed auction,"Aug-21 volume (88K) is anomalously low — may be partial/incomplete session data | Jun-08 volume spike (21M) is outlier — news/catalyst event possible, not pure Wyckoff | Only 3 months of markup data — distribution confirmation requires more price/volume evidence | No confirmed lower low yet to validate distribution phase transition | Markup could resume if Aug lows hold with volume support",28,8,5,6,4
HOPE,Distribution,High,62,Clean,Higher lows and higher highs from Mar low (~10.51) to Aug high (~14.59) | Uptrend intact but momentum decelerating | Recent lower highs forming near 14.50–14.59 zone,"Mar–Apr: strong effort with strong result (accumulation to markup) | Apr–Jun: moderate effort, diminishing upside range | Jul–Aug: high effort on select days with reduced range expansion — divergence emerging",High volume at Mar-20 base (2.48M) — Spring/LPS signal | Apr-01 surge (2.65M) — Sign of Strength (SOS) | Jun-26 spike (3.56M) near highs — potential Buying Climax (BC) | Jun-18 high volume (2.45M) on pullback — supply entering | Aug volume declining on advances — weakening demand,"Accumulation: Mar 2026 (~10.51–11.05 range) — well-defined trading range with Spring on Mar-12/13 | Distribution: Possible early-stage distribution forming Aug 2026 (~14.19–14.59) — narrowing range, declining volume on rallies, failed follow-through",CO completed accumulation ~Mar; executed markup through Apr–Jul | CO showing signs of selective distribution near 14.40–14.59 zone | Absorption of supply visible Jun-18 and Jun-26 | Aug behavior suggests CO reducing long exposure,Preliminary Support (PS): Mar-06 ~10.85 | Selling Climax (SC): Mar-09 ~10.66 | Automatic Rally (AR): Mar-23 ~11.38 | Spring: Mar-12 ~10.51 | Last Point of Support (LPS): Mar-20 high-volume reversal | Sign of Strength (SOS): Apr-01 ~11.82 breakout on 2.65M | Backup to Edge of Creek (BUEC): Apr mid-range consolidation | Buying Climax (BC) candidate: Jun-26 ~13.65 on 3.56M | Upthrust After Distribution (UTAD) candidate: Jul-01 ~14.00 / Jul-16 ~14.03 | Last Point of Supply (LPSY) candidates: Aug-05 ~14.40 | Aug-13 ~14.50 | Aug-14 ~14.59,Price advanced ~38% from accumulation low (~10.51) to distribution high (~14.59) | Jun-26 climactic volume (3.56M) — largest bar in dataset — near price highs signals potential CO distribution | Aug rallies failing to exceed prior highs with declining volume | Narrow spread candles in Aug with volume tapering — classic LPSY behavior | Mar-20 volume spike (2.48M) on recovery confirms institutional accumulation footprint | Apr-01 SOS bar most impulsive in markup phase,"Only ~5 days of data post Aug-14 peak — insufficient to confirm full distribution structure | Aug-21 volume (48,204) appears incomplete/partial day — excluded from structural weighting | Trend remains technically up — premature to call full Phase E reversal | No confirmed Sign of Weakness (SOW) break below key support yet | Watch 13.80–13.90 as first support; breach of 13.00 would confirm distribution dominance",27,12,5,6,5
BRSL,Markup,High,62,Clean,Primary downtrend from 13.65 (Mar 5) to 9.90 (Jul 30 low) | Consolidation/base-building 10.00–11.30 zone Aug onward | Higher lows emerging late August,Heavy volume on May 12–13 breakdown (3.5M–3.8M) with significant price drop = climactic selling effort | Aug 4 spike (4.97M) large range up bar = effort yielding result (Spring/LPS signal) | Aug 11 (3.3M) upthrust test with hold = positive | Aug 13 surge on 2.5M with expansion = SOS candidate,"Declining volume on rallies Mar–Apr (distribution absorption) | Climactic expansion May 12–13 (SC candidate) | Volume contraction during sideways base May–Jul (sign of supply exhaustion) | Volume expansion on upside Aug 4, 11, 13, 20–21 = demand entering",Accumulation — post-climactic base forming after sharp markdown | Price holding above Spring low (9.90) | Absorption of supply visible in tight ranging 10.20–11.30,Absorbing supply in 10.00–11.30 TR | Late-stage shakeouts (Jul 22–31) to clear weak hands | Initiating markup with selective volume expansion on upside bars Aug 4 onward,PSY ~13.65 (Mar 5) | BC ~13.57 (Mar 4) | AR ~12.48–12.27 range (Mar–Apr) | ST ~13.15 (Apr 17) | Secondary Tests Apr 21–30 | UTAD candidate rejected Apr 22 | Secondary distribution/markdown May 12–13 (SC) | Automatic Rally Aug 4 (11.30) | Spring ~9.90 (Jul 30–31) | LPS Aug 10–12 | SOS Aug 13 (11.69–12.23 range) | BU/LPS Aug 17–19 | Renewed markup attempt Aug 20–21,Spring confirmed at 9.90 with strong reversal Aug 4 on highest volume in dataset (4.97M) | SOS bar Aug 13 breaks above consolidation with volume expansion | Price reclaiming 11.50–12.10 zone is critical resistance | Aug 21 close at 12.105 on ~2M volume = most constructive close since May | Lower-high structure from Mar still technically intact until 12.20+ sustained,No confirmed break above prior resistance (12.20–12.50) yet | Multiple failed rallies in 10.80–11.60 zone throughout May–Jul reduce confidence | Aug 17–19 pullback after SOS shows residual supply | Volume on Aug 20–21 not exceptional — markup needs stronger confirmation | Broad market dependency unknown | Phase D not fully confirmed until LPS holds and volume expands above 12.25+,26,13,6,5,6
NOG,Accumulation,High,72,Mixed,Primary downtrend from ~31.17 (Mar 27) to ~17.37 (Jul 6) low | Secondary uptrend from Jul 6 low with higher lows and higher highs through Aug 21,"High volume on down legs (Jun 15, Jun 26, Jun 29) with diminishing price progress = effort without result on sell side | Aug 7-11 surge on expanding volume confirms upside effort producing results | Late Aug low-volume rise suggests absorption complete",Climactic volume Jun 15 (5.67M) and Jun 26 (7.22M) | Selling climax-like action Jun 29 (5.98M) at 17.37 low | Volume expansion on Aug 7-11 markup = institutional buying | Volume contraction on Aug 17-21 rally = normal healthy pullback absorption,Accumulation phase: Jun 29 - Aug 6 trading range (~17.37 - ~21.72) | Selling Climax (SC): Jun 29 at 17.37 | Automatic Rally (AR): Jul 7-8 to ~19.39 | Secondary Test (ST): Jul 6 at 17.37 | Spring candidates: Jun 29 low | Sign of Strength (SOS): Aug 7-11 breakout | Last Point of Support (LPS): Aug 3-6 consolidation ~19.77-20.44,Absorbed supply through Jun-Jul range | Accumulated at lows with high-volume down bars showing price resilience | Markup initiated Aug 7 with decisive volume expansion | Currently allowing minor pullback post-markup initiation before continuation,Preliminary Supply (PSY): Mar 27 at 31.17 | Buying Climax (BC): Mar 27 31.17 | Automatic Reaction (AR): Apr 17 at 23.60 | Secondary Test (ST): Apr 29-30 | Sign of Weakness (SOW): May 26-27 breakdown | Selling Climax (SC): Jun 29 at 17.37 | Automatic Rally (AR): Jul 7-13 | Spring: Jun 29 low | SOS: Aug 7-11 | LPS: Aug 12-20 consolidation | Markup acceleration: Aug 20-21,Range established 17.37-21.72 served as accumulation base | ~14-point decline from high to SC = sufficient cause for markup | Breakout Aug 10-11 on 3.77M and 2.88M volume confirms institutional commitment | Price reclaimed 20-day and longer MAs | Aug 20-21 reaching 27.34 = ~57% recovery from SC low in 7 weeks | Low volume on Aug 21 (240K partial day) may indicate session truncation,"Aug 21 volume (240,896) extremely low — likely partial session data, do not treat as confirmed signal | Overhead supply exists from Mar-May distribution zone (25-31 range) | Aug 22-23 area (25.50-26.00) is prior support-turned-resistance | Markup may face resistance at 27-28 zone without consolidation | Distribution phase from Mar not fully resolved — prior holders may sell rallies | Moderate overall volume during accumulation reduces conviction slightly",24,11,6,6,7
PBI,Distribution,High,68,Mixed,"Bearish — Peak formed ~18.77 (Jul-21), sequence of lower highs and lower lows from late July through August; breakdown below 17.00 support zone confirmed",Bearish divergence — Large effort (volume) on downside bars in Aug (Aug-10/11) with price failing to recover; upside attempts on low volume (Aug-20/21) produce minimal result,"Distribution signature confirmed — High volume at range highs (Jun-18: 8M, Jun-26: 8.3M) with price stalling; declining volume on rallies post-peak; volume expanding on decline bars",DISTRIBUTION — Prolonged range 17.00–18.77 from late June through late July; multiple tests of highs rejected; volume patterns consistent with supply dominance,Distributing — CO absorbed retail buying at highs (Jun-Jul spike volumes); now withdrawing support allowing markdown; low-volume bounces suggest absence of institutional buying,Preliminary Supply (PSY): ~18.77 Jul-21 | Buying Climax (BC): ~18.65 Jul-20 | Automatic Reaction (AR): ~17.56 Jul-31 | Secondary Test (ST): ~18.62 Jul-21 / ~18.51 Jul-16/17/20 | Sign of Weakness (SOW): Aug-07 to Aug-17 breakdown | Last Point of Supply (LPSY): ~18.07–18.39 Aug-03/04 | Markdown Initiation: Aug-10 through Aug-21,"Climactic high volume Jun-26 (8.36M) and Jun-18 (8.01M) marked supply entry | Price failed to extend above 18.77 despite multiple attempts | Post-peak volume contracted on rallies confirming lack of demand | Aug-10 (1.65M) and Aug-11 (2.09M) broke below 17.00 on increasing relative volume | Final data (Aug-21) shows 16.47 high with tiny volume (58K) — anomalous, possible partial session | Support zone 15.80–16.00 is next Wyckoff objective if markdown continues","Aug-21 volume (58,490) extremely low — likely partial/incomplete session data, do not use for confirmation | Distribution range relatively compressed (~8 weeks) limiting high-confidence labeling | No clear Upthrust After Distribution (UTAD) identified — reduces structural textbook clarity | Price still above major accumulation base (~10.00–11.00) so broader uptrend context remains | Possible re-accumulation scenario if 16.00 holds with absorption volume — monitor closely",24,7,5,6,8
WKC,Distribution,High,72,Noisy,Primary uptrend from ~22.59 (Mar-16 low) to 41.20 (Jul-24 high) | Markup complete | Now in early markdown with lower highs and lower lows forming below 40.00 | Current price ~35.94 breaking below Aug support cluster,Effort-Result Divergence present | Apr-24 gap-up (~28.75→29.80) on 3.19M volume = strong effort with result | Jul-24 spike (40.00→41.20) on 4.38M volume = climactic effort with diminishing upside result | Aug pullback volume sustained (1.0–1.6M) on declining price = effort confirming distribution,Mar-20 spike 3.34M on narrow range = Selling Climax or Shakeout signal | Apr-24 expansion 3.19M = Sign of Strength gap | Jul-16 2.71M on narrow close = Upthrust warning | Jul-24 4.38M climactic = Buying Climax (BC) candidate | Aug volume 1.0–1.6M on declining bars = sustained supply dominance,Early phase (Mar): Accumulation base ~22.57–24.91 | Mid-phase (Apr–Jul): Markup confirmed | Late phase (Jul–Aug): Distribution characteristics — BC on Jul-24 | Automatic Reaction (AR) forming | Price failing to reclaim highs = distribution confirmed,CO completed accumulation in Mar–Apr range | Executed markup through May–Jul | Likely distributing Jul-16 to Jul-24 on climactic volume | Now allowing markdown with reduced support activity | No evidence of re-accumulation yet,Potential Creek/Trading Range Low: 22.57–22.65 (Mar 16–20) | Spring/Shakeout: Mar-20 high-volume reversal | Sign of Strength (SOS): Apr-24 gap 23.54→26.11 on 3.19M | Last Point of Support (LPS): ~26.25–27.10 zone (Apr 27–May 1) | Buying Climax (BC): Jul-24 41.20 high on 4.38M | Automatic Reaction (AR): Jul-24→Aug-21 decline to ~35.94 | Upthrust After Distribution (UTAD) candidate: Jul-24 spike above prior highs | Secondary Test (ST): Aug-10 to Aug-21 lower highs,"Price declined from 41.20 BC to 35.64 (-13.5%) in ~4 weeks | Aug-14 close 36.11 broke below Aug support | Aug-17 low 35.60 = new multi-week low | Aug-21 partial data (60,359 vol) suggests thin/early session — treat with caution | Range of 22.57–41.20 represents full Wyckoff cycle in ~5 months | No sign of accumulation base forming yet in markdown","Aug-21 volume (60,359) is extremely low — likely incomplete session data, do not use for phase confirmation | Jul-24 gap and spike could be news-driven rather than pure CO activity — verify fundamentals | Markup from Apr-24 was sharp/nearly vertical suggesting possible external catalyst, not pure Wyckoff accumulation | Markdown phase early",23,8,4,6,9
NCNO,Accumulation,High,62,Mixed,Broad trading range ~13.80–21.22 | Downtrend into range (Mar 2026) | Basing behavior Mar–Jun 2026 | Markup attempt Jul–Aug 2026,Effort present on Jun 26 (19.6M vol) with strong close 15.63 — Spring-like behavior | Aug 13 breakout on 2.95M vol to 20.66 — positive effort-result | Mar–May selling effort with modest new lows — absorption signal,Elevated vol on down-thrust Mar–May with price holding range lows — supply absorption | Jun 26 climactic vol spike with bullish close = Spring/LPS candidate | Jul–Aug rising price on moderate vol = Markup | Late Aug declining vol on consolidation near highs = normal,Accumulation — extended base Mar–Jun 2026 | Multiple SC/AR candidates | Spring confirmed Jun 27 area | SOS bar Jun 26–Jul 2 | LPS tests Jul–Aug with higher lows,Absorbing supply Mar–Jun | Engineered shakeout Mar 27 (13.80 low) and Jun 22–25 (14.15–14.35) | Markup initiated late Jun | Defending higher lows Aug 2026,Preliminary Support (PS): ~Mar 16 15.00 area | Selling Climax (SC): ~Mar 27 13.80 intraday low | Automatic Rally (AR): Apr 1 spike to 18.44 | Secondary Test (ST): Apr 23–24 pullback | Creek/Resistance: ~18.40–19.00 zone | Spring: Jun 22–25 14.15–14.35 | Sign of Strength (SOS): Jun 26 19.6M vol thrust | Last Point of Support (LPS): Jul 8–10 16.85–16.99 | Markup: Jul 27–Aug 14 breakout through creek | Potential Cause Building: ~Mar–Jun base,"Apr 1 anomalous gap open 18.37 from 14.98 on 12.85M vol — likely news-driven event, not Wyckoff structural | Jun 26 vol spike (19.6M) is highest in dataset — classic spring/reversal volume | Price progression: 13.80 low → 21.22 high — full accumulation cycle visible | Aug 13 breakout to 20.66 on expanded vol through prior resistance = SOS | Aug 14–21 consolidation near 20.20–20.81 on declining vol = normal LPS behavior | Range width ~7.40 pts suggests meaningful cause built",Apr 1 gap event distorts structure — possible external catalyst inflating AR | Multiple failed rallies May–Jun suggest persistent supply overhead | Low vol on Aug 20–21 could indicate distribution beginning at highs rather than LPS | Price has not yet achieved clean sustained breakout above 21.00 resistance | Short data history limits full Wyckoff cause-effect count | Composite Operator intent ambiguous at current highs — monitor for UTAD,23,10,6,6,10
