symbol,market_phase,phase_confidence,phase_confidence_score,structure_quality,trend_structure,effort_vs_result,volume_behavior,accumulation_distribution,composite_operator,structural_events,key_observations,caution_flags,research_score,structural_events_count,caution_flags_count,key_observations_count,rank
SHO,Distribution,High,72,Clean,Bullish | Primary trend UP from Jan-Feb lows (~8.69) | Accelerating markup through Apr-Jun | Price range expanded from ~8.75 to ~12.07 | Successive resistance levels broken: 9.82 | 10.58 | 11.05 | 12.07,"Mixed late-stage | Early markup: effort=result (strong follow-through) | May-Jun: large volume bars (6-18 Jun) with reduced price progress suggests effort exceeding result | 2026-06-18: 4.52M vol, narrow spread — possible supply entering | 2026-06-23: 4.71M vol, close BELOW open — bearish effort divergence","Rising volume on markup through May confirms demand | Volume climax signals emerging: Jun 11 (3.38M), Jun 17 (3.27M), Jun 18 (4.52M), Jun 23 (4.71M) | Climactic volume with stalling price = potential Buying Climax (BC) or UTAD formation | Average volume expanding as price approaches resistance",Prior Accumulation completed (Jan-Feb base ~8.69-9.05) | Distribution signals now appearing at highs | Large volume + narrow spreads at top = possible early Composite Operator offloading | Transition from Markup to potential Phase A Distribution not confirmed but warranted,Composite Operator appears to have completed accumulation in Jan-Feb | Markup phase executed efficiently Apr through early Jun | Current behavior: possible early distribution — testing supply absorption at 11.70-12.07 zone | Jun 23 high-volume down-close is a notable CO fingerprint,"SC (Selling Climax): 2026-01-27 (7.35M vol, sharp drop to 8.75) | AR (Automatic Rally): 2026-02-04 to 02-05 (high vol bounce, 4.99M + 8.26M) | ST (Secondary Test): 2026-02-13 to 02-17 | Spring/LPS: 2026-02-02 to 02-03 (~8.69-8.72 low) | SOS (Sign of Strength): 2026-04-08 to 04-10 | LPS Retest: 2026-04-06 to 04-07 | Markup Acceleration: May 2026 | Potential BC/UTAD: 2026-06-17 to 06-23",1. Jan 27 climactic sell (~7.35M) established SC and base | 2. Feb 4-5 high-volume reversal confirmed AR and demand presence | 3. Markup from Apr 8 onward is clean with expanding price and moderate volume | 4. May 21-Jun 11 acceleration phase — strong demand | 5. Jun 17-23 cluster: 3 of 4 sessions show >3M volume with diminishing price progress — stalling | 6. Jun 23 close (11.73) well off high (12.00) on 4.71M — distribution-type bar | 7. Price extended ~37% from accumulation low in ~5 months,Potential Buying Climax forming,32,8,1,7,1
WTTR,Accumulation,High,62,Clean,Primary uptrend from ~10.52 (Dec 2025) to ~20.48 (May 2026) | Followed by structured pullback/redistribution attempt from 20.48 to ~17.70 range | Current price ~18.54 consolidating within pullback range,Jan–Feb: Strong effort with expanding volume yields proportional price gains (healthy markup) | Feb-18 spike to 15.425 on 3.3M then reversal — climactic action | Feb-20 massive volume (9.75M) on sharp drop to 12.73 — Sign of Weakness / Selling Climax | Apr–May markup: Effort matches result — bullish | May-19/20 climax ~20.48 on 2.4M — Buying Climax (BC) candidate | May-27/29 decline on moderate volume — absorption unclear,Expanding volume on markup phases (Jan–May) confirms institutional participation | Climactic volume Feb-20 (9.75M) = Selling Climax / UTAD shakeout | Apr-17 spike (4.3M) = possible Spring test | Apr-22/24 breakout volume (3.8M / 5.3M) = Sign of Strength (SOS) | May-06 climax (3.5M) at 18.50 high | Post-May-19 volume declining on pullback — constructive | Jun-18 volume spike (3.4M) on drop to 17.70 — possible Secondary Test or new supply entry,Initial accumulation: Dec 2025 – Feb 2026 (~10.52–13.26 range) | Markup Phase: Feb–May 2026 | Distribution/Re-accumulation: May–June 2026 (~17.70–20.48 range) | Current structure suggests re-accumulation OR early distribution — not yet confirmed,Absorbed supply aggressively in Dec–Jan range | Orchestrated markup through April–May | Likely testing commitment of weak holders in current pullback (17.70–19.56 range) | Jun-18 volume spike may represent CO shaking out late longs before continuation OR distributing into rally attempts,Selling Climax (SC): Feb-20 @ 12.73 / 9.75M vol | Automatic Rally (AR): Feb-24 to 13.65 | Secondary Test (ST): Feb-23 @ 12.79 | Sign of Strength (SOS): Apr-22/23 breakout 16.40–16.77 | Last Point of Support (LPS): Apr-13/14 ~14.49 | Buying Climax (BC) candidate: May-19/20 @ 20.04–20.48 | Automatic Reaction (AR-dist): May-27–29 drop to 17.93 | Secondary Test (ST-dist): Jun-05 @ 18.01 | Potential Spring/Shakeout: Jun-18 @ 17.70 / 3.4M vol,~10.52–13.26 base formed solid accumulation foundation | Explosive markup from ~12.73 to ~20.48 (+61%) over ~3 months | BC at 20.48 followed by orderly decline — typical post-climax behavior | Price now consolidating 17.70–19.,,32,9,0,4,2
TH,Distribution,High,72,Clean,Bullish | Multi-phase structure: Accumulation (Dec-Feb) → Spring (Jan-Feb lows ~6.72) → Markup (Mar-Jun) | Price advanced from ~6.72 to ~20.52 (+205%) | Higher highs/higher lows intact but momentum diverging,Mixed late-stage | Early markup: strong effort = strong result | May-Jun: large volume spikes (5M–6M) with reduced price expansion suggesting absorption | Jun 22-23 showing effort with result still positive but narrowing spread,"Accumulation phase: declining volume on drops, expansion on rallies (healthy) | Apr 1 climactic surge (9.7M) = Buying Climax candidate | May 11 secondary surge (5M) = secondary BC | May 28 high-volume drop (6M) = Automatic Reaction/Supply warning | Jun volume elevated but price gains moderate",Prior Accumulation: Dec 2025–Feb 2026 (~6.72–8.4 range) confirmed | Current Phase: Possible early Distribution forming near $19–20.50 zone | No confirmed Distribution structure yet — monitoring for UTAD or failed rally,"Accumulated aggressively in 6.72–8.00 zone | Markup campaign active Apr–Jun | Signs of selective supply introduction at $18–20 range | High-volume reversals (Apr 22: 7.2M, May 28: 6M) suggest operator testing demand","Preliminary Support (PS): ~Jan 20 (7.28 low, 618K vol) | Selling Climax (SC): ~Jan 28 (6.72 low, 322K) / Jan 30 (6.7 low, 463K) | Automatic Rally (AR): ~Feb 26 (7.9 high) | Secondary Test (ST): ~Feb 19-20 (6.87 low) | Spring: Jan 27–28 (~6.72) | Sign of Strength (SOS): Mar 11–12 (gap surge, 965K–1.47M) | Last Point of Support (LPS): Mar 30–31 (~9.25) | Buying Climax (BC) candidate: Apr 1 (9.7M vol) | Secondary BC: May 11 (5M vol, 18.08) | Automatic Reaction: May 28 (6M vol, drop from 18.66→17.22) | Upthrust After Distribution (UTAD) watch: Jun 18–23 ($20.16–20.52)","1. Full Wyckoff accumulation cycle completed cleanly in 6.72–8.40 base | 2. Explosive SOS on Mar 11–12 confirmed accumulation intent | 3. Price has extended 205%+ from spring low — late markup | 4. Apr 22 (7.2M vol) and May 28 (6M vol) are largest distribution-side volume events | 5. Price consolidating near $16.50–20.50 with elevated volume = possible TR forming | 6. Jun rally to 20.52 on moderate volume — watching for UTAD confirmation | 7. Repeated closes below open on high volume (May 28, Jun 5) = supply presence",Potential BC/UTAD zone at $19.50–20.52 | High-,31,11,2,7,3
CXW,Accumulation,High,78,Mixed,Primary downtrend reversed | Double-bottom formation (~15.74 low Feb-20/23) | Higher lows established from March onward | Accelerating markup from early June | Price progression: 15.74 → 30.75,Effort aligned with result on upside from March | Heavy volume on Feb-12 and Feb-20 shakeouts produced minimal sustained downside (springs) | June breakout bars show expanding price spread with strong volume confirming supply absorption complete,"Elevated volume on shakedowns (Feb-12: 2.47M, Feb-20: 3.07M) indicating selling climax behavior | Volume contraction during re-accumulation ranging (Feb–Mar) | Expansion on markup legs (Mar-17: 2.1M, Jun-08: 1.74M, Jun-10: 2.28M, Jun-18: 2.77M) | Volume supporting price advance = bullish confirmation",Accumulation — Extended base built Dec-2025 through May-2026 | Cause constructed over ~5 months | Distribution not yet evident | Composite operator absorbed supply across multiple shakeout events,"Accumulating | Engineered two major shakeouts (Jan-26 gap-down, Feb-20 climactic drop) to shake weak hands | Allowed price to stabilize and re-test | Initiated markup aggressively from mid-March | Accelerated campaign in June confirming inventory fully absorbed","Preliminary Support (PS): Dec-30 ~19.09 | Selling Climax (SC): Feb-20 ~16.37 low (3.07M vol) | Automatic Rally (AR): Feb-25–Mar-03 ~18.43 | Secondary Test (ST): Mar-09/11 ~17.15–17.32 | Spring/Shakeout: Feb-12 ~16.16 (2.47M), Feb-20 ~15.74 (3.07M) | Sign of Strength (SOS): Mar-16/17 ~19.0–20.28 surge | Back-Up (BU/LPS): Mar-27–Apr-01 pullback to ~18.69–19.07 | Re-Accumulation Range: Apr–May 2026 (~19.42–20.75) | Second SOS / Breakout: Jun-04 ~23.06 gap | Continuation Markup: Jun-08 through Jun-23 ~30.75","Feb-20 climactic bar (3.07M vol, range 16.37–18.52) represents likely Selling Climax and terminal shakeout | Jan-26 gap-down from ~20.16 to ~18.12 (1.81M) was first major shakeout within distribution-looking structure that resolved bullish | Mar-20 anomalous volume (4.31M) at ~19.40–19.91 represents significant test — absorbed successfully | Apr–May re-accumulation range tightened (~19.42–21.52) with declining volume = cause refinement | Jun-04 breakout on 1.37M with gap to 23.06 marks Phase D/E transition | Acceleration through 25–30 zone on expanding volume confirms markup is institutional",Mar-20 volume spike (4.31M) origin unclear — potential large block distribution risk,29,10,1,6,4
ENR,Accumulation,High,62,Mixed,Primary downtrend from ~24.54 (Feb 5) to ~15.75 (May 20) | Secondary recovery underway from May 20 low | Current structure building higher lows and higher highs from June onward,"Jan 30 high volume (3.6M) with limited upside follow-through = supply present | Feb 5 climactic spike (2.2M+3M) = Buying Climax / PSY | Mar 12 selling climax candidate (1.93M, wide range down) | May 5 anomalous wide-range bar (2.0M, open 21.01 close 17.85) = Sign of Weakness / shakeout | May 20 low-volume test (1.7M) at 15.75 with recovery = Spring candidate | Jun 18 strong up bar on 2.19M = Sign of Strength",Elevated volume on downswings (Feb–Mar) confirming distribution | Volume contracting on mid-range consolidation (Mar–May) suggesting absorption | Volume expanding on upside from May 20 onward = demand emerging | Jun 18 volume surge (2.19M) on markup bar = institutional participation increasing,Prior Phase: Distribution completed ~Feb 5 top (~24.54) | Current Phase: Re-accumulation zone ~15.75–19.70 (Apr–Jun) | Spring candidate: May 20 at 15.75 | Last Point of Support (LPS): Jun 1–3 cluster ~18.30–18.40 | Markup phase initiating Jun 18+,Distributed aggressively Jan 30–Feb 5 | Allowed markdown to clear weak hands Mar–May | Re-accumulated in 15.75–19.70 zone | Currently engineering markup — Jun 18 breakout bar suggests CO is driving price through resistance,"Preliminary Supply (PSY): ~Jan 30 (3.59M volume, 22.0–22.27) | Buying Climax (BC): Feb 5 (24.54 high, 2.23M) | Automatic Reaction (AR): Feb 9–13 pullback to ~22.42 | Secondary Test (ST): Feb 17–24 range ~22.67–22.99 | Sign of Weakness (SOW): Mar 2–12 break to 16.37 | Selling Climax (SC): Mar 12 (16.375 low, 1.93M) | Automatic Rally (AR2): Mar 17 bounce | Secondary Test of SC: Mar 19–27 range ~16.63–17.08 | Spring: May 20 (15.75 low) | Test of Spring: May 21–22 recovery on expanding volume | LPS: Jun 1–3 | Sign of Strength (SOS): Jun 18 (21.80 high, 2.19M) | Back-Up Action (BU): Jun 22–23 mild pullback",Spring at 15.75 (May 20) is the structural pivot — price has not revisited it | SOS bar Jun 18 closes at 21.52 on 2x average volume — strongest single up-day since markup began | Higher lows from May 20 → Jun 1 → Jun 9 confirm demand absorption | Current price ~21.59 (Jun 23) approaching,,29,13,0,4,5
SLDE,Accumulation,High,62,Mixed,Primary downtrend from ~19.87 (Dec 2025) to ~15.75 (Jan 2026) | Re-accumulation range ~15.75–19.65 (Jan–Apr 2026) | Secondary markdown May–Jun 2026 from ~19.63 to ~16.03 | Tentative recovery Jun 2026 to ~17.48,"Jan 2026 decline: high effort, meaningful result (bearish) | Feb 24–26 surge: extreme volume (6M+) with price gap from 17.77 to 19.49 (strong result, bullish effort) | Mar 20 collapse: massive volume 8.67M on wide-range down bar (bearish effort, bearish result — climactic selling) | Apr 17 spike to 19.63 on 3.2M then failed — effort not sustained | Apr 29 wide range reversal on 5.35M with close below open — distribution effort | May–Jun decline on moderate-to-low volume — weak demand",Climactic selling: Jan 14 | Selling climax candidate: Mar 20 (8.67M) | Accumulation volume signature: Feb 24–26 surge | Distribution signature: Apr 29 (5.35M reversal bar) | Declining volume on May–Jun markdown suggests drying supply but no absorption confirmed yet | Jun 23 uptick on 1.21M with close at 17.48 — tentative demand,"Jan–Feb 2026: Accumulation (PS, SC, AR, ST, Spring pattern ~15.75) | Feb 24–Mar 5: Markup / Sign of Strength | Mar 6–Apr 2: Back-Up / Last Point of Support test zone | Apr 16–29: Redistribution or failed markup — price rejected at ~19.63–19.93 | May–Jun 2026: Distribution or markdown phase active | Jun 2026 low ~16.03 — potential secondary test or new accumulation forming",CO absorbed supply Jan–Feb in ~15.75–16.77 range | CO marked up aggressively Feb 24–26 | CO showed distribution behavior Apr 17–29 near prior highs ~19.63–19.93 | CO appears to be re-marking down or testing absorption capacity at Jun 2026 lows | Ambiguous: CO may be re-accumulating at lower range or distributing for further decline,PS (Preliminary Support): ~Jan 12 ~17.65 | SC (Selling Climax): ~Jan 14–15 ~16.09–16.17 | AR (Automatic Rally): ~Jan 21 ~16.72 | ST (Secondary Test): ~Jan 26–28 ~15.75 | Spring: ~Jan 23 ~15.75 | SOS (Sign of Strength): Feb 29–Mar 5 surge | LPS (Last Point of Support): Mar 9–16 ~17.22–17.70 | Potential UT (Upthrust): Apr 17 ~19.63 on high volume | LPSY candidate: Apr 20–24 ~18.22–18.98 | Secondary SC candidate: Mar 20 ~15.95 (8.67M) | New AR: Mar 24 rally | Potential new Spring: Jun 3–,,,28,12,0,0,6
DNOW,Accumulation,High,62,Mixed,Primary downtrend from ~17.26 peak (Feb 11) → climactic low ~11.74 (Feb 23–25) | Secondary structure: basing range ~11.57–13.49 (Feb 26–present) | Current price ~13.40–13.71 testing upper range resistance,Effort-Result DIVERGENCE on downside — massive volume Feb 20 (10.6M) and Feb 23 (14.2M) produced limited new lows thereafter indicating supply absorption | Upside rallies show moderate volume without strong expansion — effort insufficient for clean markup,Climactic volume spike Feb 20–23 (10.6M | 14.2M) = Selling Climax (SC) signal | Volume contracted into base ~2–5M range | Modest volume on upthrusts into 13.5–14.0 zone | Recent June volume uptick (3.2–7.3M) on range highs = possible supply re-entry or test,ACCUMULATION — Post-climax base construction evident | Price holding above SC low | Higher lows forming from Mar 17 (10.935) through April–May | Composite operator appears to be absorbing but not yet committed to markup,Likely in absorption/testing phase | Heavy selling Feb 20–23 indicates professional supply dump or forced liquidation | Subsequent low-volume drift and tight ranging suggests smart money accumulating quietly | Recent probing of 13.5–14.0 zone tests overhead supply,Preliminary Supply (PSY): ~17.09 Feb 9 | Buying Climax (BC): 17.26 Feb 11 | Automatic Reaction (AR): ~15.78 Feb 13 | Secondary Test (ST): 16.65 Feb 18 | Selling Climax (SC): 11.74 Feb 23 | Automatic Rally (AR post-SC): 12.5 Mar 4 | Secondary Test (ST of SC): 10.935 Mar 17 | Creek/Resistance: ~13.49–13.80 zone | Last Point of Support (LPS) candidates: Apr 17 low 11.72 | Spring candidate: Mar 17 low 10.935 | Minor SOS attempts: Apr 30 (13.49) | Jun 12 (14.03) short-lived,1. Feb 20–23 two-day collapse (-30% from highs) = textbook Selling Climax with volume confirmation | 2. Price has not revisited SC lows — bullish structural sign | 3. Basing range ~11.57–13.80 held for 4+ months | 4. Jun 12 push to 14.03 and Jun 15 rejection at 14.06 suggests supply still present at prior AR zone | 5. Recent Jun 18 high-volume bar (7.3M) closing at 13.50 mid-range = ambiguous — possible shakeout or supply re-entry | 6. Jun 22–23 bars show elevated volume with close off highs — potential supply absorption or distribution retest | 7. No confirmed SOS with follow-through above 14.10+ yet,No confirmed SOS breakout above 13.80–14.10 resistance | Jun 18,27,12,2,7,7
HTGC,Accumulation,High,58,Clean,Primary downtrend (Dec 2025 – Feb 2026) → Accumulation trading range (Feb 2026 – present) → Attempted markup (Apr–May 2026) → Re-test/pullback (May–Jun 2026),Climactic volume on Feb 13 (8.6M) and Feb 27 (10.2M) with limited further downside = effort exceeds result = absorption signal | Rally attempts on low volume suggest weak demand | Recent range compression on declining volume suggests equilibrium,"Selling climax volume: Feb 13 (8.6M), Feb 27 (10.2M) | Automatic rally follow-through volume moderate | Markup phase (Apr–May) shows rising price on moderate volume (1.5–3M) | Jun 2026 volume declining (~1–1.8M) = drying up = potential re-accumulation or weakness","Accumulation bias — Selling climaxes absorbed, price stabilizing above lows, higher lows forming post-Feb | No confirmed distribution at current levels","Likely absorbing supply in 13.70–15.70 range | Testing commitment of weak holders | Possible markup attempt stalled near 16.50–17.00 resistance | CO behavior suggests patience, not aggressive markup yet","Preliminary Support (PS): ~Feb 2 (18.10 area, volume surge) | Selling Climax (SC): Feb 13 (~15.40 low, 8.6M vol) | Automatic Rally (AR): Mar 4–5 (~15.37) | Secondary Test (ST): Feb 19–20 (~15.26–15.47) | Spring: Feb 27 (~14.10 low, 10.2M vol — highest volume event) | Sign of Strength (SOS) attempt: Mar 31–Apr 7 (~14.77–15.22) | Back-Up (BU) / Last Point of Support (LPS) test: Apr 9–10 (~14.74–14.95) | Markup attempt: Apr 13–May 6 (~15.18–17.05) | Re-test of LPS zone: May 8–Jun 23 (~15.18–15.71 range)",Spring confirmed at Feb 27 low (14.10) on climactic volume | Price recovered to 16.50+ before stalling | Current price (~15.18–15.23) retesting mid-range support | Declining volume in Jun suggests supply exhaustion OR demand waning | Range: ~14.10 (Spring low) to ~17.05 (May high) | Current position near lower half of range = critical juncture | No confirmed Sign of Strength with high-volume price expansion yet,"Markup stalled below 17.00 — no breakout above trading range | Price drifting back toward 15.10–15.20 support on declining volume — could be LPS or failure | If 14.90–15.00 breaks on volume, re-accumulation or distribution scenario gains weight | Low overall volume in Jun could indicate lack of institutional interest | No clear upthrust (UT) structure visible, but failure to hold 16.00+ is concerning | Ambiguity between re-accumulation and early distribution remains unresolved",26,9,6,7,8
AUPH,Markup,High,72,Mixed,Extended trading range ~13.52–16.88 (Jan–May) | Accumulation base ~13.52–14.83 (Feb–Mar lows) | Markup acceleration Jun 22–23 with gap-up thrust to 18.40 high,"Feb–Mar: High effort (wide spread, elevated vol) with limited downside result = absorption | Mar 23 spike (2.64M vol) = SOS candidate | Jun 22 thrust: 3.39M vol + 1.37 price advance = strong effort/result alignment (bullish)",Low vol during Feb consolidation (519K–790K) = professional accumulation | Climactic vol Jan 2 (1.67M) and Jan 5 (1.71M) = SC candidates | Mar 23 (2.64M) = SOS | May 7 (2.79M) wide range down = UTAD/shakeout | Jun 4 (2.62M) breakout | Jun 22 (3.39M) = markup thrust confirmation,Accumulation phase dominant | Supply absorbed in ~14.20–14.83 range | Repeated tests of lows with diminishing volume = demand winning | Jun 22–23 breakout above resistance confirms distribution NOT in play,"Accumulating | Evidence of professional absorption on down-bars | Shakeout events below range (Feb lows ~13.52, May 7 drop to 14.40) designed to flush weak hands | Markup now underway","SC (Selling Climax): ~Jan 2–5 (1.67M–1.71M vol, sharp drop to 15.01–14.82) | AR (Automatic Rally): Jan 7 high 16.045 | ST (Secondary Test): Jan 8–9 pullback | Creek/Resistance: ~15.20–15.35 zone | Spring: Feb 26–27 (drop to 13.52, high vol, recovery) | LPS (Last Point of Support): Mar 19–20 lows ~13.85–13.88 | SOS (Sign of Strength): Mar 23 (2.64M, wide up-bar) | BU (Back-Up): Mar 24–Apr consolidation | UTAD/Shakeout: May 7 (2.79M, drop to 14.40) | Markup Launch: Jun 22 (3.39M, high 18.40)","~5-month base structure clearly defined | Spring at 13.52 held and reversed with force | Multiple LPS retests confirmed demand dominance | May 7 shakeout eliminated remaining weak longs before final markup | Jun 22 single-day range of 1.24 pts on 3.39M vol is highest-volume bullish thrust in dataset | Price now at 17.53–17.88, well above trading range resistance","Jun 22–23 near-vertical advance may require digestion/pullback | Jun 23 close (17.88) below Jun 22 high (18.40) = potential minor distribution or profit-taking | Only 2 days of markup data above range — confirmation of sustained uptrend needs more bars | If price reverses back below 16.50, UTAD scenario must be reconsidered | Spread widening on Jun 5 (16.70 high → 15.84 close) showed supply temporarily",25,10,5,6,9
HOG,Distribution,High,62,Mixed,Higher lows and higher highs from Mar 2026 lows (~17.11) through May 2026 peak (~26.99) | Recent price action (May 18–Jun 23) showing narrowing range and loss of upside momentum | Lower highs forming near 26.47 resistance zone,Large effort on Feb 10 (9.68M vol) produced limited net advance — potential UT/BUEC signal | May 5 (6.45M) spike to 25.11 with follow-through then reversed — effort not sustaining new highs | Jun 18 (5.01M) high volume on narrow range near highs — effort not yielding price advance,Accumulation phase (Feb–Mar) showed climactic selling volume on Mar 3–4 (5.1M–6.7M) | Markup phase volume generally declining as price rises — healthy but thinning | Recent distribution zone (May–Jun) showing volume spikes on reversals and narrow spread days — bearish divergence,Accumulation base: Jan 27–Mar 20 (~17.11–20.14 range) | Markup confirmed: Mar 24 breakout through 19.00 | Potential Distribution forming: May 11–Jun 23 (~24.35–26.99 zone) | Preliminary Supply (PSY) candidate: May 11 high 26.99 | Buying Climax (BC) candidate: Apr 21 / May 11 cluster,CO absorbed supply aggressively Jan 27–Mar 20 | Executed markup through April–May | Currently showing potential supply re-entry near 26.00–27.00 zone | Jun 22–23 pullback with volume suggests early distribution activity,Selling Climax (SC): Mar 2 ~17.11 | Automatic Rally (AR): Mar 4 ~19.63 | Secondary Test (ST): Mar 13–18 ~17.51–17.63 | Spring: Mar 20 ~17.54 (high volume 6.15M) | Sign of Strength (SOS): Mar 26–31 breakout ~19.49–20.22 | Last Point of Support (LPS): Apr 6–8 ~20.82–21.04 | Markup acceleration: Apr 9 gap up to 22.66 | Preliminary Supply (PSY): May 11 ~26.99 | Potential Buying Climax (BC): May 5–11 cluster | Upthrust After Distribution (UTAD) candidate: Jun 15 ~26.47,Full Wyckoff accumulation schematic completed from Jan 27–Mar 20 base | Markup phase gained ~55% from spring low 17.11 to PSY 26.99 | Price now consolidating 24.35–26.47 — classic distribution trading range behavior | Declining volume on rallies post-May 11 is bearish divergence | Jun 10 (4.27M) reversal candle from 25.87 to 24.42 close — significant supply signal | Jun 18 (5.01M) volume on small range near resistance confirms supply absorption,No confirmed distribution — could be LPS/BUEC before further markup | Volume not yet climactic enough to confirm full BC | Support at 23.20–23.50 zone must hold to negate distribution thesis | Breakdown below 23.00 would confirm Phase A,25,10,4,6,10
