symbol,market_phase,phase_confidence,phase_confidence_score,structure_quality,trend_structure,effort_vs_result,volume_behavior,accumulation_distribution,composite_operator,structural_events,key_observations,caution_flags
IMAX,Accumulation,High,78,Mixed,Primary downtrend (Mar–May) | Accumulation base (May–Jun consolidation) | Markup phase initiated Jul 23 | Higher highs/higher lows confirmed in markup | Current pullback from Aug highs showing LPS behavior,Mar–May: High volume with declining price = effort without upside result (distribution/markdown) | May 22 gap-up on 3.89M = strong effort with strong result (SOS) | Jul 23 breakout on 6.4M = climactic SOS effort with strong markup result | Aug 3 continuation on 2.84M = healthy effort-result alignment | Aug 18–19 dip/recovery = minor shakeout with recovery confirming demand,Mar–Apr: Elevated volume on declining bars = supply dominance | Apr 17 spike (2.82M) = climactic selling (SC candidate) | May 1 (3.74M) = secondary test / re-test of lows | May 22 (3.89M) = Spring/SOS volume surge | Jul 23 (6.4M) = major SOS breakout volume | Aug 3 (2.84M) = continuation volume | Volume declining on pullbacks post-July = healthy markup characteristic,Accumulation: Mar 2026 – Jul 22 2026 | Distribution: None confirmed — current structure is accumulation/markup | Re-accumulation possible in Jun consolidation zone (38.97–44.33),CO absorbed supply aggressively Mar–May during markdown | Engineered shakeout Apr 17 (2.82M wide-range down bar) and May 1 (3.74M) | Marked up strongly post-May 22 | Jul 23 breakout suggests CO-driven markup with institutional participation | Current Aug pullback suggests CO allowing minor profit-taking before continuation,PS (Preliminary Support): ~Mar 16 39.19 | SC (Selling Climax): Apr 17 35.09 on 2.82M | AR (Automatic Rally): Apr 23–30 ~38.02 | ST (Secondary Test): May 1–8 34.14–36.51 range | Spring: May 11–13 lows 33.57–33.84 | SOS (Sign of Strength): May 22 gap to 39.12 on 3.89M | LPS (Last Point of Support): Jun consolidation 38.97–40.61 | Major SOS Breakout: Jul 23 43.96 on 6.4M | Markup LPS: Aug 7–8 dip to 48.35–48.49 | BU (Back-Up): Aug 18–19 retest ~50.54 with recovery to 53.71,1. Full Wyckoff accumulation schematic identifiable from Mar–Jul | 2. Spring at 33.57 (May 11) was decisive low with subsequent SOS confirming absorption complete | 3. Jul 23 mega-volume SOS (6.4M) represents institutional commitment to markup | 4. Price moved from Spring low ~33.57 to Aug high ~55.57 = +65.5% markup | 5. Jun re-accumulation,
AKR,Accumulation,Low,52,Clean,Macro sideways with embedded rally (Mar lows ~18.75 → Apr-May highs ~22.50) then distribution top formation and pullback; currently consolidating in lower range 20.20–21.35,Effort-result divergence present: Jun-10 spike (6.7M vol) produced downside reversal suggesting supply absorption failed; Aug-19 (4.8M vol) at 21.18 with minimal upside follow-through signals supply presence; Jul-29 (2.07M) high-volume thrust to 23.03 with price retreating signals possible UT/UTAD,"Volume expanded on Mar-Apr rally (accumulation character) | Volume contracted on Apr-May distribution range (weakness) | Jun-10 climactic spike on sharp reversal (possible LPSY or SOW) | Aug volume generally declining on rallies, expanding on drops — bearish character",Phase A–B distribution likely completed Apr-May near 22.00–22.50 | Jul-29 UTAD candidate at 23.03 | Aug breakdown from 22.50 to 20.26 consistent with SOW | Current Aug consolidation 20.26–21.35 may represent LPSY or secondary test zone,Appears to be distributing into strength; supply dominant above 21.50–22.00; absorption attempts at 20.20–20.80 being tested for re-accumulation viability,"SC candidate: 2026-03-27 (18.75 low, elevated vol) | AR: 2026-04-17 (21.76) | ST/Spring: 2026-03-30/31 (18.83–18.89) | Markup: Apr–May rally to 22.50 | BC/PSY: 2026-04-30 (22.00, high vol) | UT/UTAD: 2026-07-29 (23.03, 2.07M) | SOW: 2026-08-06 (20.50 low, 2.56M vol) | LPSY region: 2026-08-18 to 08-24 (21.05–21.35)",Price failed to sustain above 22.50 on multiple attempts | Aug-24 wide-range bar (21.03–22.82) with close at 21.34 signals significant supply entry at highs | Aug-25 low volume (1.61M) narrow range 21.22–21.41 suggests temporary support but no conviction | Structure increasingly consistent with distribution phase C–D transition | Lower highs forming from Jul-21 (22.72) to Aug-24 rejection,Aug-24 intraday spike to 22.82 then close at 21.34 is highly anomalous — possible data artifact or news-driven wick; requires verification | Re-accumulation cannot be ruled out if 20.20–20.26 holds as spring | Phase confidence limited by ambiguous volume signals in Aug consolidation | Small-cap/low-float behavior may distort Wyckoff interpretation
NMRK,Accumulation,High,62,Mixed,Primary downtrend Mar→May | Secondary recovery May→Apr highs | Re-test/re-accumulation May–Aug | Emerging higher lows Aug,"Effort without result on upthrusts (Apr 17–23) | High volume selling (Jul 29, Apr 30, May 1) not sustained lower = absorption | Aug 19 wide spread + volume = sign of strength",Declining volume on rallies mid-cycle (caution) | Spike volume on Apr 08 breakout | Jul 29 high-volume reversal bar = shakeout/selling climax signal | Aug 19 surge = demand re-entering | Jun 26 anomalous volume spike = potential test or CoD activity,Net accumulation bias in May–Aug range | Distribution attempted Apr highs (16.66–16.99) but failed to follow through lower convincingly | Re-accumulation base ~13.95–15.30,"Absorbing supply in 14.10–15.30 zone | Engineered shakeout Jul 29 (high vol, wide range down, recovered) | Aug 19 markup attempt suggests CO initiating markup",Preliminary Support (PS): ~Mar 12 13.57 low | Selling Climax (SC): ~May 19 13.935 / Jun 01 13.62 | Automatic Rally (AR): ~Jun 09 15.32 | Secondary Test (ST): ~Jun 17 14.685 | Spring/Shakeout: Jul 29 14.735 low on heavy volume | Sign of Strength (SOS): Aug 19 16.45 high on 2.5M volume | Back Up Action (BUA): Aug 20–25 ~15.73–16.07 consolidation,Range established ~13.62–16.99 | Core re-accumulation zone 14.10–15.35 | Aug 19 SOS bar most significant structural event in months | Price currently holding above SOS breakout level | Higher lows pattern forming Aug 07→Aug 19→Aug 25 | Volume contracting on pullbacks = healthy,Apr distribution zone (16.00–16.99) represents significant overhead supply | Multiple failed rally attempts Mar–May reduce confidence | Declining volume on some rallies lacks conviction | Jul 29 shakeout could alternatively be LPSY if distribution | Aug 25 close at 16.00 = stalling at resistance | Overall range duration suggests weak demand if markup does not accelerate soon
AEO,Accumulation,Low,52,Clean,Primary downtrend from 21.0 (Mar 5) to lows near 14.77 (May 18) | Partial recovery to ~18.79 (Jun 24) | Secondary decline to ~15.74 (Jul 14) | Current base building 15.74–17.90 range,May 28–29 high-volume collapse (13.3M / 18.5M) on wide spread = significant supply | Jun 8–12 recovery on moderate volume = weak demand absorption | Aug 12 drop (8.7M) on wide spread = renewed supply effort with poor result (price held near prior lows),Climactic selling: Mar 5 (15.1M) = Selling Climax candidate | May 29 (18.5M) = Secondary Selling Climax / Sign of Weakness | Aug 12 (8.7M) = renewed supply | Low volume rallies throughout = weak demand | No sustained high-volume upthrust confirming markup,Leaning Accumulation (re-accumulation after secondary SC) | Composite operator appears to be absorbing supply in 15.50–17.50 range | Distribution not ruled out given repeated failed rallies above 19.00,Probable absorption phase | Selling climaxes have occurred | No definitive sign of markup initiation | May be testing commitment of weak holders in Aug pullback,Selling Climax (SC): ~Mar 5 @ 18.82 low / 15.1M | Automatic Rally (AR): Mar 10 high ~19.81 | Secondary Test (ST): Mar 12–18 range | Sign of Weakness (SOW): May 29 gap-down / 18.5M volume | Secondary SC: May 18 @ 14.77 | Spring candidate: May 18–19 @ 14.69–14.77 | Back-Up (BU): Jun 24 @ 18.79 | Last Point of Support (LPS) candidate: Jul 14 @ 15.74 | Shakeout/ST: Aug 12 @ 16.21 low on elevated volume,Range established roughly 14.69–19.90 | Lower highs pattern from Apr 17–Apr 21 top | Aug 12 high-volume drop is critical — if price holds above 15.50–15.74 = LPS in re-accumulation | Current price ~16.73–16.87 within lower half of range | Repeated inability to sustain above 18.50 signals overhead supply still present,No confirmed Sign of Strength (SOS) rally yet | Aug 12 volume spike (8.73M) with wide down-bar may signal distribution resumption | Multiple failed rallies above 18.50–19.00 = persistent supply | Range could be re-distribution not re-accumulation | Low confidence until price closes and holds above 18.50 on expanding volume | Broader market context unknown — external risk factor
NRIX,Accumulation,High,62,Mixed,Bullish trend established from ~14.01 (Mar 24 SC) to ~28.23 (Aug 19 UT/UTAD); recent rollover from highs suggests weakening | Higher lows maintained through July but August showing topping signs,Effort/Result divergence emerging — large volume on Jun 8 (21M) produced wide spread but closed weak relative to range | Aug 19 high-volume thrust (2.1M) to 28.23 failed to sustain; closing spread narrowing on up days,"Climactic selling Mar 20 (5.4M) — Selling Climax | Massive anomalous volume Jun 8 (21M) — shakeout/spring-like event | Volume expanding on upthrust attempts Aug 13-19 then declining on consolidation — distribution signature emerging | Recent volume (Aug 25: 49,572) extremely thin — data may be incomplete","Accumulation Phase A-B: Mar 5–Mar 24 (SC, AR, ST) | Accumulation Phase C: Mar 24–Apr 6 (Spring at 14.01) | Phase D Markup: Apr 6–Jun 5 | Secondary shakeout/re-accumulation: Jun 5–Jun 8 | Aggressive Markup Phase D/E: Jun 8–Aug 19 | Potential Distribution Phase A beginning: Aug 19–present","CO accumulated aggressively in Mar–Apr range (14.01–16.20) | Engineered shakeout Jun 5–8 to clear weak hands before explosive markup | Currently showing signs of distribution near 26–28 zone — reduced volume on bounces, narrowing spreads",SC (Selling Climax): Mar 20 ~14.42 | AR (Automatic Rally): Mar 25 ~16.18 | ST (Secondary Test): Mar 27–30 ~14.41 | Spring: Mar 24 ~14.01 | LPS (Last Point of Support): Apr 1–2 ~15.00 | SOS (Sign of Strength): Apr 6–8 breakout to 17.19 | Secondary Shakeout: Jun 5 ~14.24 | Massive Volume Anomaly/Spring: Jun 8 21M shares | Markup Acceleration: Jun 22–Jul 2 | Possible UTAD (Upthrust After Distribution): Aug 19 ~28.23 | PSY (Preliminary Supply): Aug 13–14 ~27.35,"Price advanced ~100% from Spring low (14.01) to UTAD high (28.23) | Jun 8 volume (21M) is 15–30x average — highly anomalous, likely news-driven shakeout/stop-hunt | Jul 10 wide-spread down bar on elevated volume signals early supply | Aug consolidation 26–27 range on declining volume consistent with potential Phase A distribution | Aug 25 volume (49,572) appears truncated/incomplete — caution on last data point","Aug 25 volume (49,572) is abnormally low — possible incomplete session data, do not trade signal off this bar | Jun 8 news-driven volume distorts pure Wyckoff read | Wide-spread volatile bars (Jun 8–12) reduce structural clarity | Distribution confirmation requires more data —"
AVPT,Accumulation,High,72,Mixed,Primary downtrend (Mar–Apr) → Accumulation base (Apr–May) → Markup phase (Jun–Jul) → Secondary test / consolidation (Aug) | Higher lows established from Apr lows ~8.835 | Price now consolidating near 13.00–13.50 zone,May 7–8 high-volume surge (5.1M–6.5M) produced strong upward result = bullish effort/result | Jun 15 spike (6.6M) closed near highs = confirming effort | Jun 26 (6.5M) thrust = SOS bar | Aug 6–7 elevated volume on pullback = supply entering but price holding above 12.79 = absorption in progress,"Declining volume on markdown (Mar–Apr) = supply drying up | Volume expansion on upthrusts and SOS bars (May, Jun, Jul) = demand entering | Volume contraction on current August consolidation = normal pause | Aug 13 spike (2.5M) on rally to 13.75 = demand present",Accumulation: Apr lows (~8.84–9.37) | Re-accumulation: post-May shakeout (9.59–10.35) | Markup confirmed Jun–Jul | Current August zone = potential re-accumulation or distribution test pending resolution,CO absorbed supply through Apr–May base | Executed markup through Jun–Jul | Currently testing commitment at 12.79–13.07 support | No clear distribution signature yet — pullback appears orderly,PS (Preliminary Support): ~Mar 24–25 ~9.61 | SC (Selling Climax): Mar 30–31 ~9.23–9.37 | AR (Automatic Rally): Apr 6–8 ~10.40 | ST (Secondary Test): Apr 9–10 ~8.84 low | Spring: Apr 10 ~8.835 | SOS (Sign of Strength): May 7–8 breakout ~11.40 | LPSY/Shakeout: May 11–14 pullback to 9.59 | SOS 2: May 29 ~10.91 thrust | BU (Back-Up): Jun 3–12 consolidation | SOS 3: Jun 26 ~10.89 thrust + Jun 29–Jul 1 follow-through | Markup: Jul 6–21 ~12.05→13.48 | Reaction: Jul 22–24 ~11.825 | Rally Resume: Jul 27–Aug 5 ~13.79 | Current: Aug 6–25 pullback/consolidation ~12.79–13.50,Spring at 8.835 was definitive entry point for CO | Three distinct SOS thrusts confirmed demand | Markup phase accelerated Jul 6 gap to 12.045 | ATR compression in August suggests absorption | Price holding above 12.79 support = bullish | 13.75–13.82 acts as nearest resistance ceiling | Volume drying up on August consolidation = healthy,"Aug 6 high-volume bearish candle (3.5M, close 12.79) = supply not fully exhausted | Aug 7 follow-through selling (3.0M) = distribution risk if pattern repeats | Price has not made new highs since Aug 5 ~13."
CALX,Accumulation,High,62,Clean,Primary downtrend from ~54.97 (2026-03-25) to lows ~34.26 (2026-07-21) | Series of lower highs and lower lows | Recent stabilization 35-40 range lacks conviction,"High volume on down days yields significant price drops (Apr 22: 4.36M vol, -8+ pts) | Recovery rallies on declining volume show weak demand | Aug rally moderate vol, narrow range = effort not translating to meaningful upside",Climactic selling: Apr 22 (4.36M) | Secondary climax: Jul 21 (4.88M) | Rally vol progressively declining | Recent Aug stabilization on low vol = tentative | No strong accumulation vol signature yet,Net Distribution dominant | Two major selling climaxes suggest possible Secondary Test phase | Price stabilizing 35-40 zone but no confirmed Cause being built | Possible early Accumulation Phase A-B but unconfirmed,Appears to have distributed heavily Mar-Apr | Triggered markdown aggressively Apr-Jul | Currently ambiguous: either completing markdown or beginning quiet absorption at lows,PSY~53.79 (Mar-06) | BC~54.97 (Mar-25) | AR~44.04 (Apr-02 low zone) | ST~51.88 (Apr-17) | LPSY~52.98 (Apr-20) | SOW confirmed Apr-22 | Secondary SOW Jul-21 (4.88M climax low 34.26) | Possible SC at 34.26 | ST of SC ~39-40 range ongoing,"Peak ~54.97 clearly defined distribution top | Two high-volume selling climaxes (Apr-22, Jul-21) suggest exhaustion | Price now range-bound 35-41 for ~6 weeks | Low-volume narrow-range days in Aug suggest absorption possible | No Spring or SOS yet confirmed | Critical resistance at 40-41 zone",No confirmed SOS or LPS yet | Vol on Aug rallies insufficient to confirm accumulation | Could be bear flag / LPSY formation before further markdown | 34.26 low must hold for re-accumulation thesis | Range too short (6 weeks) to confirm meaningful Cause | Breakdown below 34 would negate accumulation thesis entirely
PBI,Accumulation,High,62,Mixed,Primary uptrend (10.12 → 18.77) | Secondary correction/consolidation (18.77 → 15.99) | Higher-low structure partially intact | Current range: 15.99–18.77,"Effort exceeded result on 2026-05-06 (wide spread down, high vol ~7.4M, close recovered) | 2026-04-21 surge (9.8M vol, +10.7%) = buying climax signal | 2026-07-30 wide spread high vol (3.4M) with poor close = effort without result | Aug decline on shrinking vol = reduced selling pressure","Climactic volume April 21–22 (9.8M, 8.0M) = Buying Climax (BC) | Volume contracting through July–August consolidation | Low-volume pullback in Aug suggests supply drying up | Vol expansion on 2026-06-18 (8.0M) and 2026-06-26 (8.4M) = churning/distribution signals near highs","Initial accumulation: Mar 5–Mar 20 (SC at 9.69, AR formation) | Markup Phase: Mar 23–Apr 28 | Potential Distribution/Re-accumulation zone: May–August | Aug low-volume decline to ~15.99–16.02 = possible Spring territory",Absorbed supply aggressively March–April | Distributed into June–July highs (churning on high volume) | Currently testing commitment of weak holders | Possible reloading/re-accumulation in 16.00–17.00 zone,"SC (Selling Climax): 2026-03-18 @ 9.79 | AR (Automatic Rally): 2026-03-23–25 | SOS (Sign of Strength): 2026-04-17–21 breakout | BC (Buying Climax): 2026-04-21 @ 14.87 high, 9.8M vol | Secondary Test: 2026-05-06 wide-spread shake | UT (Upthrust): 2026-07-10 @ 18.62 / 2026-07-21 @ 18.77 | LPSY (Last Point of Supply Attempt): 2026-07-30 | Potential Spring: 2026-08-17–19 @ 15.99–16.09","10-week base formed Mar 5–23 before explosive markup | April climactic action (BC) near 14.87–15.57 signals composite operator selling into strength | June high-volume sessions (Jun 18, Jun 26) show churning = distribution effort | July peak (18.77) on declining volume = demand exhaustion | August decline orderly on low volume (sub-1M days) = healthy correction signal | Aug 25 close 17.08 on rising volume = potential re-entry/demand returning","BC + LPSY pattern suggests distribution not re-accumulation may dominate | No confirmed Spring with test yet — needs volume surge + price recovery above 17.50 | June–July churning on high volume is bearish structural warning | If 15.99 breaks on expanding volume = distribution confirmed, target ~14.00–13.50 | Narrow range Aug 17–24 could be"
NCNO,Accumulation,High,72,Mixed,Primary uptrend intact from ~13.80 (Mar-27 low) to ~21.17 (Aug-24 high) | Higher highs and higher lows dominant post-April | Recent consolidation near highs (20.20–21.17) may signal distribution range forming,"Strong effort-result alignment during Jun-26 spike (19.6M vol, +8.7% close) | Jul-Aug markup shows diminishing spread on rising volume (Aug-24: 4M vol, modest gain) | Early signs of effort exceeding result near highs",Climactic volume on Jun-26 (19.6M) — likely Sign of Strength (SOS) | Elevated vol on Apr-01 (12.8M) confirmed breakout from base | Aug-13 breakout bar (2.95M) relatively low for new high — mild concern | Volume declining into Aug highs — distribution caution,Accumulation confirmed: Mar–Jun base between ~13.80–16.00 | Spring on Mar-27 (13.80 low) | SOS on Jun-26 | Markup Phase D/E confirmed | Possible early Distribution Phase A beginning near 20.50–21.17 zone,CO accumulated aggressively Mar–Jun | Initiated markup post Jun-26 SOS | Currently distributing or holding near highs | Declining volume on rallies above 20.50 suggests reduced CO buying interest,Preliminary Support (PS): Mar-16 ~15.00 | Selling Climax (SC): Mar-27 ~13.80 | Automatic Rally (AR): Apr-01 ~18.44 | Secondary Test (ST): Apr-23/29 ~16.87–17.00 zone | Spring: Mar-27 13.80 low | SOS: Jun-26 +19.6M vol breakout | LPS: Jun-29/30 ~15.23–15.53 | Markup Phase D→E: Jul–Aug | Possible Buying Climax (BC): Aug-13/14 ~20.66–20.92,13.80 acted as definitive spring low | Jun-26 high-volume SOS bar confirmed accumulation completion | Price advanced ~53% from spring to Aug highs | Aug-13 breakout to 20.66 on moderate volume — weakening momentum signal | Consolidation Aug-17 to present (20.20–21.17) is tight — either continuation or early Phase A distribution | Last bar (Aug-25) shows upper wick rejection at 20.81 on elevated vol (3.57M) — minor supply indication,Volume declining on recent new highs — potential effort/result divergence | Aug-24/25 elevated volume with limited upside progress — possible supply absorption | No confirmed LPS in potential new distribution range yet — premature to call full distribution | Extended distance from accumulation base increases vulnerability to sharp correction | Spread narrowing above 20.50 zone warrants close monitoring
ALKT,Accumulation,High,58,Clean,Macro downtrend from Mar high (~19.21) → Jun low (~13.98) | Recovery rally Jun–Aug pushing toward new highs (~21.05) | Internal structure shows repeated distribution/re-accumulation cycles,Mar rally with high volume failed to sustain → distribution | Jun 22 climax volume (3.58M) at lows with recovery = effort supporting accumulation | Aug 6 spike (3.47M) to 19.69 shows strong upside follow-through | Late Aug volume declining on sideways action = reduced supply,Elevated volume on down moves Mar–Jun = distribution pressure | Volume expansion on Jun 24–Jul 1 recovery = accumulation absorption | Aug breakout volume supportive but fading into consolidation | Low volume Aug 4–5 and Aug 10 on upside = concerning thin participation,Net accumulation from Jun 22 low (~13.98) through Aug 25 (~20.13) | Prior Mar–Jun period = active distribution from 19.21 peak | Current zone 20.13–21.05 shows early re-distribution or consolidation before continuation,Absorbed supply aggressively Jun 22–Jun 30 | Marked up through Jul–Aug with controlled volume | Testing commitment at 20+ range | Possible re-distribution setup if price fails to hold above 20.00,Preliminary Supply (PSY): Mar 12 @ 19.21 | Buying Climax (BC) attempt: Mar 11–12 | Automatic Reaction (AR): Mar 24–27 drop to ~15.08 | Secondary Test (ST): Apr 8–9 @ 15.33–15.67 | Sign of Weakness (SOW): Jun 3–11 flush to 14.61 | Selling Climax (SC): Jun 22 @ 13.98 high volume | Automatic Rally (AR): Jun 24–Jul 2 | Sign of Strength (SOS): Jun 26–Jul 2 volume surge | Last Point of Support (LPS): Jul 22–24 @ 16.28–16.79 | Jump Across Creek (JAC): Aug 6–7 breakout | Back Up to Creek (BUEC): Aug 17–25 consolidation ~20.13–20.38,"Jun 22 climax bar (3.59M, wide spread, close off low) = probable SC | Jun 26 (4.9M) and Jun 29–Jul 2 cluster = institutional absorption | Aug 6 gap-up volume (3.47M) = SOS breakout confirmation | Price now consolidating near highs with declining volume = BUEC or early re-distribution | Range ~19.62–21.05 is current decision zone | Mar–Jun decline was -27% from peak | Jun–Aug recovery is +50% from SC low","Volume thinning significantly Aug 4–5, 10, 17, 21 on upside moves = weak participation | Multiple prior false breakouts (Mar 12, Apr 8, May 7–8, Jun 1) = pattern of failed rallies | Aug 24 high (20.92) rejected intraday = potential supply entry | Aug 25 closes at 20.13 on moderate volume below Aug 24 = possible weakness | If price breaks below 19.62 on volume = re"
