symbol,market_phase,phase_confidence,phase_confidence_score,structure_quality,trend_structure,effort_vs_result,volume_behavior,accumulation_distribution,composite_operator,structural_events,key_observations,caution_flags
IMAX,Distribution,High,72,Clean,Primary uptrend intact from ~33.09 low (May-19) to 55.57 high (Aug-24) | Higher highs and higher lows established in markup | Recent topping action with lower closes on elevated volume suggesting potential SOD,Strong effort-to-result during markup phase (Jul-23 to Aug-24) | Jul-23 spike 6.4M volume with +4.63 close confirms SOS | Aug-13 1.9M volume strong upside result | Aug-24 1.38M volume new highs with diminishing result | Aug-25 high volume (1.2M) with close well below high suggesting absorption,Volume expanded on markdown (Mar-May) confirming distribution/supply | Climactic selling May-01 (3.74M) and May-22 surge (3.89M) reversal signal | Markup phase volume expansion confirmed Jul-23 (6.4M) | Aug-03 (2.84M) strong thrust | Recent volume declining on new highs = warning signal,Accumulation: Mar-May 2026 base building ~33-37 range | SC (Selling Climax): May-19 ~33.09 | AR (Automatic Rally): May-22 39.12 | SOS (Sign of Strength): Jul-23 breakout 43.96 | Potential Distribution forming: Aug-24/25 at 54-55 zone,Absorbed supply aggressively Mar-May | Markup campaign executed Jul-Aug | Currently testing commitment at highs | Late-stage distribution behavior suspected at 54-55 resistance zone,SC: 2026-05-19 ~33.09 low | AR: 2026-05-22 spike to 39.12 | Spring/Test: 2026-05-27 pullback to 38.68 | LPS (Last Point of Support): 2026-06-08 to 06-09 ~39.12 | SOS: 2026-07-23 breakout 43.96 on 6.4M volume | BU (Back-Up): 2026-07-21 37.85 test | Markup thrust: Jul-27 to Aug-24 | Potential UT (Upthrust): 2026-08-24 55.57 intraday rejection | PSY (Preliminary Supply): 2026-08-25 high volume rejection close,,Aug-25 close 53.90 well below session high 54.94 on above-average volume = potential upthrust/PSY signal | Diminishing price progress on sustained volume = absorption warning | Price extended ~65% from accumulation lows = climactic risk elevated | If price fails to hold 51-52 zone next correction could confirm Phase A distribution | Watch for LPSY formation on any rally back to 54-55 zone
AKR,Accumulation,Low,52,Mixed,Broader downtrend from Mar highs (~21.47) to Mar-Apr lows (~18.75) | Recovery rally Apr–May to ~22.50 | Secondary distribution zone ~22.00–22.75 Jul | Renewed markdown Aug,"Mar–Apr decline: effort (volume) moderate on down days, price surrendered easily | Apr–May rally: improving closes on moderate volume suggesting accumulation effort | Jun–Jul top: high volume days (6.7M Jun-10, 4.1M Jun-26) with poor upside result — distribution effort confirmed | Aug decline: price drops sharply on elevated volume — bearish effort/result","Climactic selling Mar-19/20 (~2.3M/2.3M) | Accumulation support volume Mar-31/Apr-02 | Rally volume drying up near May highs | Anomalous spike Jun-10 (6.7M) — likely LPSY/SOW signal | Jun-24/26 elevated volume with narrow spread — churning | Aug-06 expansion (2.6M) on wide down bar — supply dominance | Aug-19 spike (4.8M) — ambiguous, possible shakeout or failed rally",Phase A (Stopping Action): Mar-19/20 SC candidate ~18.75–19.25 | Phase B (Building Cause): Apr–May trading range 18.75–22.50 | Phase C (Test): Apr shakeout lows ~18.75 | Phase D (Markup): Apr–Jul rally to 22.72 | Phase E (Distribution top): May–Jun 22.00–22.75 zone | Current: possible new markdown or secondary test developing Aug,Accumulated Mar–Apr in 18.75–19.50 zone | Marked up through May–Jul | Distributed into Jul strength 22.30–22.75 | Now absorbing or pressing lower in Aug — net bearish posture near-term,SC (Selling Climax): Mar-19/20 ~18.75 | AR (Automatic Rally): Apr-07/08 ~20.37 | ST (Secondary Test): Mar-24/25 ~19.11–19.18 | Spring/Shakeout: Mar-27 ~18.75 | SOS (Sign of Strength): Apr-15/17 break above 21.00 | LPSY / SOW: Jun-10 gap-down 6.7M volume ~21.35–21.40 | UT (Upthrust): Jul-21/22 ~22.72 with reversal | LPSY: Jul-29 ~23.03 high rejection | Secondary SOW: Aug-06 wide spread decline on 2.6M | Possible shakeout/test: Aug-10/11 ~20.08–20.26,,Aug-19 volume spike (4.8M) with narrow spread — ambiguous absorption or distribution | Aug-24 wide intraday range (21.03–22.82) on modest volume — potential false signal or data anomaly | Overall range compression Aug-12 to Aug-21 after sharp drop — unclear if re-accumulation or dead-cat | Jun-10 anomaly volume may distort phase timing | No confirmed SOS post-Aug lows yet — premature to call re-accumulation
NMRK,Accumulation,Low,42,Clean,Primary downtrend from ~16.93 (Apr-21 high) | Lower highs established | Support zone 13.62–14.00 tested multiple times | Current rally from May-19 low (13.935) stalling near 16.00–16.45 resistance,"Apr-08 surge (vol 1.797M, close 15.38) showed effort but lacked follow-through | Aug-19 breakout (vol 2.527M, close 16.42) largest bullish effort candle in weeks but reverting | Multiple wide-spread down bars on elevated volume signal supply absorption not complete | Jun-26 anomalous spike (vol 5.474M) near 15.27 close = potential hidden distribution","Volume contracting on rallies mid-June through mid-July (bearish) | Volume expanding on down bars (Aug-07, Jul-29, Apr-30, May-01) = supply presence | Aug-19 volume spike anomaly = possible shakeout or UTAD attempt | Overall volume trend declining = drying up without markup confirmation",Mixed signals | Brief re-accumulation signatures Mar–Apr (SC-AR-ST sequence possible 13.71–15.31) | Distribution confirmed Apr-17 to May-19 (16.66 → 13.935) | Current base building May-19 to present ambiguous | Net reading: Distribution dominant | Re-accumulation inconclusive,"Appears to be absorbing supply selectively in 14.00–15.30 range | Not yet demonstrating committed markup behavior | Aug-19 push to 16.42 unsustained = possible UTAD or test of resistance | CO likely still managing inventory, not aggressively accumulating",Preliminary Support (PS): ~Mar-09 (13.71) | Selling Climax (SC): ~Mar-12 (13.57 low) | Automatic Rally (AR): ~Mar-17 (15.05) | Secondary Test (ST): ~Mar-24–25 | Sign of Strength attempt (SOS): Apr-08 | Last Point of Supply (LPSY): Apr-17 (16.66) | Upthrust After Distribution (UTAD) candidate: Apr-17–23 | Markdown: Apr-23 to May-19 | Creek: 15.00–15.30 zone | Jump Across Creek (JAC) attempt: Aug-19 (16.42) currently failing | Back-Up to Creek (BUEC) risk: present,"Price has ranged 13.57–16.93 over ~6 months with no clean trending resolution | Three distinct compression zones: Mar (base), May-Jun (re-test), Aug (current) | Aug-19 breakout to 16.42 with high volume failed to hold above 16.00 by Aug-25 = bearish signal | Support at 15.00–15.20 now critical | Aug-25 close (16.00) holding near Aug-19 gap area | No confirmed LPS (Last Point of Support) in current structure | Declining volume on approach to resistance = weakening demand",Aug-19 high-volume breakout reversal = potential UTAD or bull trap | Jun-26 volume spike (5.47M) unexplained = possible dark pool distribution | Multiple failed attempts to sustain above 16.00 = persistent supply | Structure has not produced a clean S
AEO,Accumulation,Low,48,Clean,Primary downtrend from 21.0 (Mar 5) | Series of lower highs and lower lows | Current range 14.77–18.56 forming potential base | No confirmed uptrend established,High effort on down days yields large spread (May 28–29 climactic action) | Rally attempts show diminishing volume = weak demand | Aug 12 high volume on wide down bar signals supply re-entry,Climactic spike May 28 (13.4M) / May 29 (18.5M) = potential Selling Climax (SC) | Jun 1 follow-through moderate = Automatic Rally (AR) candidate | Volume contraction mid-range = cause building but unconvincing | Aug 12 volume surge (8.7M) on break = supply not exhausted,Tentative Accumulation | SC-like event May 29 at 14.54 low | Subsequent rally to 19.17 (Jun 12) = possible AR | Pullback and range compression June–August suggests re-test phase | No confirmed Sign of Strength (SOS) with volume confirmation,Ambiguous | Possible absorption near 14.77–15.50 zone | No clear markup initiated | Repeated raids below support suggest continued testing | Operator not yet committed to sustained markup,Preliminary Supply (PSY): Mar 5 high 21.0 | Selling Climax (SC) candidate: May 29 low 14.54 on 18.5M vol | Automatic Rally (AR): Jun 12 high ~19.17 | Secondary Test (ST): Aug 12 low ~16.21 on elevated vol | Trading Range: ~14.77–19.17 | Last Point of Support (LPS) candidate: Aug 17–25 zone 15.95–16.35,Range compression between 16.0–18.5 post-SC | May 29 climactic volume most significant event in dataset | Failed rally to 19.42 (Apr 15–17) with declining vol = weak UAD | Aug 12 breakdown with vol spike = Spring or failed LPS | Current price (16.73–16.87) holding above Aug lows = tentative stabilization | No SOS bar with expanding volume on close near highs yet observed,No confirmed SOS | Aug 12 high-volume breakdown threatens accumulation thesis | Multiple lower highs since Apr 15 peak = distribution possibility | Range could be re-distribution not accumulation | Weak demand on all rally attempts | Phase D markup not initiated | Spring at May 29 not cleanly tested with shrinking volume response | Overall structure ambiguous between re-accumulation and continuation of markdown
NRIX,Accumulation,High,72,Clean,Primary uptrend intact | Higher lows established from Mar lows (~14.01) to Aug highs (~28.23) | Recent choppiness and narrowing range near highs suggests potential topping,"Mar–May: High effort/low result (accumulation absorption) | Jun 8 spike (21M vol): Massive effort with wide range = Sign of Strength (SOS) / potential shakeout | Jun 25–26: High vol, wide spread upside = markup confirmation | Aug 19: High vol (2.1M) narrow close = effort without proportional result (warning)",Accumulation phase: Elevated vol on down bars absorbed | Jun 8: Climactic vol (21M) — likely Spring or SOS | Jul–Aug markup: Decreasing vol on advances (normal early markup) | Aug 19–25: Vol drying up near highs with narrow ranges = supply entering or demand waning,"Accumulation: Mar 5 – Jun 7 (range ~14.01–16.88) | Markup: Jun 8 – Aug 19 | Possible early Distribution: Aug 20–25 (narrowing spreads, lower closes, vol declining)",CO accumulated aggressively in Mar–May range | Triggered markup via Jun 8 high-volume SOS event | Now potentially distributing or pausing near 26–28 zone | Aug 25 minimal volume (49K) suggests thin participation — possible test or trap,"Selling Climax / Spring candidate: Mar 20 (5.4M vol, wide spread down) | Sign of Strength: Jun 8 (21M vol, range 15.36–18.20) | Backup / Last Point of Support: Jun 9–17 (retest of breakout) | Markup acceleration: Jun 22 – Jul 9 | Preliminary Supply / UTAD candidate: Aug 13–19 (new highs, vol spike, weak close Aug 20–21) | Possible LPSY forming: Aug 24–25","Mar 20 climactic volume (5.4M) marks likely SC in accumulation | Jun 8 volume (21M) is the dominant structural event — SOS confirming CO intent | Price ~2x from accumulation lows (~14) to current (~26–27) | Aug 19 high-vol narrow spread near 28 = potential Upthrust or supply test | Aug 25 volume (49K) extremely thin — incomplete session or anomaly, treat with caution | Range compression at highs = classic Phase D/E boundary or early distribution","Aug 25 volume (49,572) abnormally low — likely partial/incomplete session data | Aug 19–21 shows effort-result divergence near highs | No confirmed UTAD yet but price action near 28 warrants monitoring | Markdown risk increases if price breaks below 25.50 support | Overextension from base (~14 to ~28 = +100%) increases mean-reversion probability"
AVPT,Accumulation,High,62,Mixed,Primary downtrend Mar–Apr (11.41→8.84) | Recovery markup Apr–Aug (8.84→13.82) | Current distribution/topping structure Aug (13.82 high) | Short-term consolidation/pullback phase active,May 7–8 climactic volume (5.16M/6.56M) produced spike to 11.46 then sharp reversal — supply overwhelming demand | Jun 15 spike (6.64M) to 11.36 with limited follow-through — effort without result | Jun 26 (6.54M) surge to 10.89 — bullish effort with result | Jul 7 (3.9M) breakout gap to 12.51 — strong effort with result | Aug 5–6 effort (2.0M/3.5M) at highs showing selling pressure,Climactic selling vol Mar–Apr (SC candidate ~8.84 low) | Low vol testing lows Apr 25–May (no supply) | Rising vol on markup Jun–Jul | Distributional vol Aug 5–6 at highs (3.5M/3.0M) | Shrinking vol on Aug consolidation (1.0M–1.5M) — absorption ongoing,"Accumulation: Mar 27–Jun 25 base (~8.84–10.94 range) confirmed | Markup: Jun 26–Aug 13 (10.89→13.82) | Possible minor distribution: Aug 5–present (13.82 high, pullback to 13.07) | Character: redistribution/re-accumulation within broader uptrend TBD",Absorbed supply Mar–Apr in base | Marked up aggressively Jun 26–Aug 13 | Currently testing commitment at 13.07–13.28 range | Potential re-accumulation if holds above 12.80 support | Supply evident at 13.75–13.82 zone,"SC (Selling Climax): ~Mar 27–31 vol surge, low 9.23 | AR (Automatic Rally): Apr 1–8, 9.37→10.40 | ST (Secondary Test): Apr 9–10, low 8.84 (final low) | SOS (Sign of Strength): Jun 26 + Jun 29–Jul 1 breakout | LPS (Last Point of Support): Jun 22–23 pullback held 9.71 | BU (Back-Up): Aug 6–7 pullback to 12.79 | Potential UT (Upthrust): Aug 5 high 13.79 with reversal | Secondary test of Aug highs pending",8.84 is key structural low (Spring/SC) | 13.82 is current rally high — resistance zone | 12.79–12.94 is critical support (BU zone) | Consolidation Aug 17–25 on declining volume suggests no distribution panic — absorption | Price holding above 13.07 with tight range — constructive | Breakout above 13.82 needed to confirm next markup leg | Failure below 12.79 warns of redistribution,Aug 5–6 high-volume reversal bars suggest supply entering at 13.75+ | No confirmed breakout above 13.82 yet | Aug 22–25 slight drift lower on moderate vol — monitor for
CALX,Accumulation,High,68,Clean,Primary downtrend from ~54.97 (2026-03-25) to lows ~34.26 (2026-07-21) | Series of lower highs and lower lows dominant | Recent consolidation 35–40 range suggests possible re-accumulation or continued distribution,"High volume on down-days (2026-04-22: 4.36M, 2026-07-21: 4.88M) with significant price drops — effort confirms supply dominance | Upside reactions on declining volume suggest weak demand | Recent stabilization shows narrowing spread with moderate volume",Climactic selling volume on 2026-04-22 (4.36M) and 2026-07-21 (4.88M) suggest Selling Climax candidates | Volume drying up on rallies (April–May rebounds) | Volume contracting in Aug consolidation — ambiguous: could signal absorption or exhaustion of sellers,Distribution dominant from Mar–Apr | Possible Selling Climax (SC) at 2026-04-22 (~40.95 low) and secondary SC at 2026-07-21 (~34.26) | Automatic Rallies (AR) identified post-SC | Secondary Test (ST) behavior observed in consolidation zones | No confirmed Sign of Strength (SOS) yet,Composite Operator likely distributing from 51–54 range (Mar 2026) | Engineered markdown into panic lows | Possible re-entry/absorption at 34–38 range but no confirmed accumulation markup yet | CO behavior consistent with shakeout operations at July lows,"UTAD candidate: 2026-03-25 (54.97 high, high volume reversal) | Distribution SOW: 2026-04-01 to 2026-04-02 (sharp break, high volume) | SC#1: 2026-04-22 (40.95 low, 4.36M vol) | AR#1: 2026-04-06 to 2026-04-08 (bounce to ~50.85) | ST: 2026-05-13 to 2026-05-15 (lower high, decreasing demand) | SC#2/Spring candidate: 2026-07-21 (34.26 low, 4.88M vol) | AR#2: 2026-07-27 to 2026-08-04 (rally to ~39.54) | Current: Possible Creek re-test in 38–40 range",Two major climactic events suggest capitulation phases | Price unable to recover above 41–42 resistance after SC#1 — weakness confirmed | SC#2 at 34.26 with highest volume in dataset is notable | Post SC#2 rally contained below 40.88 (Aug 13) | Aug consolidation in 39–40 range with declining volume — watching for SOS or failed rally | Overall range compressed: 34–41 acting as potential re-accumulation zone | No confirmed LPS or SOS to validate accumulation phase shift,No confirmed Sign of Strength (SOS) above Creek resistance (~41–42) | Rally attempts repeatedly fail at lower highs | Declining volume on bounces may indicate weak demand not absorption | Risk of Phase E continuation (further markdown) if 35 support fails | Aug 2026 price action inconclusive — insufficient SOS confirmation | Distribution structure from March still dominant until proven
PBI,Accumulation,High,62,Mixed,Higher-lows structure from March lows (~9.69) through July peak (~19.07) now showing deterioration | Recent lower-highs and lower-lows forming from late July into August,Strong effort-to-result during April markup (volume expansion with price surge) | August declining prices on moderate volume suggests supply overcoming demand with diminishing absorption,High volume climactic action on 2026-04-21 (9.82M) and 2026-04-22 (8.02M) consistent with Buying Climax (BC) | Volume declining during rally attempts post-July top | Elevated volume on down-days in August signals distribution pressure,Accumulation phase identifiable: March 2026 base (9.69–10.95 range) with Spring on 2026-03-18 (low 9.79) | Full markup phase April–July | Distribution characteristics emerging: July–August topping range (18.12–19.07) with declining momentum,CO completed accumulation and drove markup aggressively through April–June | CO appears to be distributing into strength at July highs | Recent weakness suggests CO offloading supply to retail,"Selling Climax (SC) candidate: 2026-03-18 (high vol, wide spread, close off low) | Spring: 2026-03-18 low 9.79 | Sign of Strength (SOS): 2026-04-21–04-22 breakout surge | Buying Climax (BC): 2026-04-21 (4.9M+ vol, gap-up, wide spread) | Automatic Reaction (AR): 2026-04-30 pullback | Upthrust After Distribution (UTAD) candidate: 2026-07-30 high 19.07 on spike volume | Last Point of Supply (LPSY): 2026-08-04–08-05 failed rally",Price peaked ~19.07 on 2026-07-30 with volume spike then immediate reversal | August structure shows consistent lower-highs: 19.07 → 18.82 → 18.46 → 18.10 → 17.41 → 16.98 → 16.48 | Support zone forming at 16.00–16.50 (prior resistance from June base) | Most recent session (2026-08-25) close 17.08 showing minor bounce on modest volume from support,August support at 16.00–16.50 has not been definitively breached — distribution not confirmed | Bounce on 2026-08-25 could represent re-accumulation or LPSY rally | Low volume on recent down-days (sub-1M range) may indicate temporary supply exhaustion not full distribution | Overall trend from March remains up — premature to classify full Phase D distribution without further confirmation
NCNO,Markup,High,74,Mixed,Primary downtrend Mar–late Mar (14.01 low) | Aggressive markup from Apr (12854100 vol spike) | Secondary distribution attempt May | Re-accumulation Jun (14.15 low) | Sustained markup Jul–Aug to 21.165 high,"Strong effort-result confirmation on Apr-01 gap (12.85M vol, +$3.97 range) | Jun-26 spike (19.6M vol) confirmed re-accumulation completion | Aug-13 breakout (2.95M, +$1.66 close) shows emerging markup | Aug-24 volume expansion (4.05M) on new high = continued markup confirmation",Climactic selling volume Mar-31/Apr-01 transition | Elevated distribution volume May-11 to May-14 on down bars | Drying volume on pullbacks Jul-Aug = bullish | Aug-13 upside volume expansion on gap = Sign of Strength | Aug-24/25 elevated volume at highs = watch for upthrust potential,Phase A-B Accumulation: Mar-05 to Mar-31 (PSY/SC/AR/ST pattern) | Re-Accumulation: May-13 to Jun-26 (~14.15–15.47 range) | Current phase: Phase E Markup | No confirmed distribution yet but price approaching extended levels,Absorbed supply aggressively Mar-27 to Apr-01 | Engineered shakeout May-13 to Jun-26 (dip to 14.15) | Drove markup Jul–Aug with controlled volume | Currently testing 20.81–21.165 zone — monitoring for continuation or topping behavior,"PSY: Mar-05 (4.6M vol spike on down bar) | SC: Mar-27 (13.80 low, capitulation) | AR: Apr-01 (18.44 high, 12.85M vol) | ST: Apr-07/08 area | Secondary Test / Creek Break: Apr-15 upward | Phase C Spring: Jun-26 (14.15, 19.6M vol) | SOS: Jun-29 to Jul-02 rally | LPS: Jul-22 to Jul-24 pullback (low volume) | Markup continuation: Aug-03 to Aug-25",Mar-27 low (13.80) = Selling Climax anchor | Apr-01 gap bar is the defining Sign of Strength entry | May distribution (~18.50 → 14.47) was secondary shakeout not full distribution | Jun-26 high-volume reversal (19.6M) is highest volume event = terminal shakeout / Spring | Jul–Aug markup is clean with higher highs and higher lows | Aug-13 gap to 20.66 on elevated volume = new leg initiation | 20.81–21.165 is current resistance zone requiring volume confirmation to sustain,Apr-23 high-volume rejection from 19.07 preceded sharp drop = prior upthrust pattern | May-11 to May-14 rapid -$3.47 decline shows persistent supply above 18.50 | Aug-24/25 volume expansion at highs (4.05M / 3.57M) without proportional price extension = potential effort-result divergence | Price ~20.81–21.165 approaching prior swing high zone — upthrust risk elevated | No confirmed
ALKT,Accumulation,High,62,Clean,Primary uptrend from Mar lows (~15.08) to Aug highs (~21.05) | Interrupted by multiple trading ranges and redistribution episodes | Higher lows generally preserved on macro view | Current range: 19.67–20.92,"Effort-Result divergence present: Large volume on 2026-06-22 (3.59M) at lows = absorption | 2026-06-26 (4.91M) + 2026-06-29/30 (3.9M/3.29M) = successful upthrust resolution | 2026-08-06 spike (3.48M) produced strong result (+gap, close 19.69) = bullish effort-result alignment | Recent low-volume consolidation 19.67–20.92 = healthy absorption",Climactic selling volume Mar 12 (3.28M at top) = BC signal | Volume contracted during TR basing Mar–May | Expansion on Jun 22 low (3.59M) = SC candidate | Surge on Jun 26/29/30 = SOS confirmation | Aug 6 breakout volume (3.48M) = institutional participation | Volume declining on current consolidation = normal re-accumulation behavior,Primary Accumulation: Mar 5 – Jun 23 (base ~13.98–18.62) | Re-Accumulation: Jun 25 – Aug 5 (range ~15.78–19.25) | Markup Phase: Aug 6 – present (19.62–21.05) | No confirmed distribution yet at current levels,Accumulating | Evidence: SC/ST behavior Jun 22–23 | Springs tested Mar 27 and Apr 30 | SOS bars Jun 26–Jul 2 with follow-through | Markup acceleration Aug 6+ | Current pause likely re-accumulation before further markup,SC (Selling Climax): 2026-06-22 low 13.98 high volume | AR (Automatic Rally): 2026-06-24–25 | ST (Secondary Test): Multiple tests Jun–Jul lows | Spring: 2026-03-27 (15.08) | Spring: 2026-04-30 (15.065) | SOS (Sign of Strength): 2026-06-26 breakout (4.91M) | SOS Continuation: 2026-06-29/30 | BU (Back-Up): 2026-07-08–24 | LPS (Last Point of Support): 2026-07-22–24 (~16.28–16.79) | SOS2: 2026-08-06 gap-up breakout (3.48M) | JAC (Jump Across Creek): Aug 6–13 | Current: Re-accumulation/consolidation ~19.67–21.05,Range expanded from 13.98 (Jun 22 low) to 21.05 (Aug 14 high) = ~50% advance from SC low | Aug 14 high 21.05 = potential resistance/supply zone to monitor | Current consolidation Aug 17–25 on declining volume = constructive | Support cluster: 19.67–20.01 | Close on Aug 25 (20.13) holding above key supports | No distribution patterns confirmed at current highs yet | Structure respects higher-lows sequence,Multiple failed markup
