symbol,market_phase,phase_confidence,phase_confidence_score,structure_quality,trend_structure,effort_vs_result,volume_behavior,accumulation_distribution,composite_operator,structural_events,key_observations,caution_flags
HOG,Distribution,High,62,Mixed,Bullish primary trend from 17.19 (Mar-18 low) to current ~28.20 | Higher highs and higher lows intact through Jul-21 (28.49) | Post Jul-21 pullback and re-test zone 24.54–25.49 acting as support | Recent recovery toward 28.20 retesting highs,Early phase (Mar–Apr): strong effort + strong result (confirming markup) | Mid-phase (May–Jun): diminishing spread on rising price — effort declining | Jul-20/21 spike (5.2M–4.7M) with high prices then sharp reversal — effort not sustained | Aug-13 gap up on 3.6M with strong close — renewed effort | Aug-21 data point minimal volume (49K) — insufficient to confirm,Climactic volume on Mar-03/04 (5.1M–6.7M) = Spring/SOS base | Expansion volume on Apr-09 (3.8M) and May-05 (6.45M) confirming markup | Jun-26 anomalous spike (14.3M) on narrow-close bearish bar — Distribution signal / possible UTAD or supply test | Jul-20/21 elevated volume with price rejection — potential Buying Climax (BC) | Aug volume contracting — low conviction either direction,Base Accumulation: Mar-03 to Mar-19 (17.19–18.55 range) | Markup Phase: Mar-24 through Jul-21 (+65% from low) | Potential early Distribution: Jun-26 volume anomaly + Jul peak rejection | Re-accumulation possible: Jul-27 to Jul-31 (24.54–24.83) | Current: tentative re-markup attempt from re-accumulation base,CO absorbed supply aggressively Mar–Apr | Drove markup with controlled volume May–Jun | Possible CO distributing into Jun-26 spike and Jul climax | Jul-Aug consolidation may reflect CO re-positioning or testing demand before continuation | Insufficient data to confirm full distribution scheme,Preliminary Support (PS): Mar-03 17.30 | Selling Climax (SC): Mar-18 17.10 | Automatic Rally (AR): Mar-24 19.19 | Spring: Mar-19 17.09 (undercut SC low) | Sign of Strength (SOS): Mar-26–31 breakout above AR | Last Point of Support (LPS): Apr-06 20.82 | Secondary Test / re-SOS: May-05 25.11 breakout | Potential Buying Climax (BC): Jul-21 28.49 | Automatic Reaction (AR-Dist): Jul-23/24 drop to 25.41 | Secondary Test (ST-Dist): Aug-21 ~28.20 retesting BC zone,17.19 = definitive Wyckoff SC low | Jun-26 volume (14.3M) is 5–8x average — most significant structural event in dataset | Jul-21 28.49 high on high volume with immediate reversal = classic BC signature | Price recovered from 24.54 back toward 28.20 — ST of potential BC | Aug volume collapse (sub-1.5M average) near highs = lack of demand or supply absorption | Aug-21 close 28.205 on only 49K shares —,
NOG,Accumulation,High,72,Noisy,Primary downtrend (Mar–Jun) → Capitulation/Spring zone (late Jun–early Jul) → Higher lows and higher highs forming (Jul–Aug) | Markup sequence underway,Late June high-volume selling (LPSY/SC candidates) produced diminishing downside results | July–August upside response to moderate volume confirms absorption | Aug 10–11 breakout with expanding volume confirms effort-result alignment to upside,"Climactic volume on Jun 15 (5.67M), Jun 26 (7.22M), Jun 29 (5.98M) marks selling exhaustion | Low volume on Jun 30–Jul 6 retest confirms reduced supply | Expanding volume on Jul 8, Jul 13, Aug 7, Aug 10–11 confirms demand re-entry | Recent Aug markup on rising volume bullish",Accumulation | Distribution phase completed Mar–May | Markdown completed May–Jun | Re-accumulation/Spring completed late Jun–mid Jul | Markup phase initiated,Absorbing supply through Jun climax | Conducting spring/shakeout near 17.37–17.77 | Now driving markup with controlled volume expansion | Signs of institutional accumulation in 19–21 zone before breakout,"Preliminary Supply (PSY): ~Mar 27 (31.17 high) | Buying Climax (BC): Mar 27 (31.17) | Automatic Reaction (AR): Apr 17 (23.60 low) | Secondary Test (ST): Apr 29–May 6 | Sign of Weakness (SOW): May 26–27 breakdown | Last Point of Supply (LPSY): Jun 26 (7.22M volume, failed rally) | Selling Climax (SC): Jun 29 (17.76 low, 5.98M) | Automatic Rally (AR2): Jul 7–8 | Spring Confirmation: Jul 6 (17.18 low) | Sign of Strength (SOS): Jul 13 (4.39M breakout) | Last Point of Support (LPS): Jul 27–Aug 5 consolidation | Markup Breakout: Aug 10–11 (high volume, new range high ~24.25)",Price recovered from 17.18 (Jul 6) to 27.34 (Aug 21) — ~59% recovery | Aug 10 gap-up on 3.77M with continuation to 24.25 signals Phase D breakout | Higher lows structure: 17.18 → 19.68 → 19.77 → 20.24 confirms demand dominance | Recent price 27.34 approaching prior distribution base (~28–29 zone) — key resistance ahead | Volume declining on Aug 12–19 on rally may indicate brief consolidation before continuation,Approaching major resistance at 28–31 range (prior distribution zone) | Volume tapering Aug 12–21 on continued markup warrants monitoring | Only 2-day data above 27 in markup — confirmation of sustained markup requires more price/volume evidence | Low float/volume on Aug 21 (240K) may indicate data truncation or illiquidity — verify | Broad market conditions could invalidate internal structure signals
CALY,Distribution,High,68,Mixed,"Bullish March accumulation base (12.88–14.58) → Markup phase (Apr–Jun, 12.88→19.28) → Distribution/Topping (Jun 26 peak 19.28) → Markdown accelerating (Aug, 19.28→15.67)","Effort/Result divergence at peak: High volume on May-08 (8.09M, +17.52 close) showed climactic buying | Jun-26 surge (5.38M to 19.28) = Buying Climax candidate | Aug-06 high volume (3.0M) on severe down bar = supply overwhelming demand | Aug markdown: declining price on moderate volume = supply in control","Mar: Elevated volume on downswings absorbed by accumulation | Apr-17: Explosive volume (5.94M) = Spring/Sign of Strength breakout | May-08: Climactic volume spike (8.09M) = potential Buying Climax (BC) | May-22: High volume (6.56M) on narrow spread = effort without result, distribution signal | Jun-26: Volume surge (5.38M) on new high = Secondary Test or BC extension | Aug decline: Volume contracting slightly but price deteriorating = weak demand","Mar–Apr: Accumulation confirmed (base ~12.88–14.58, spring Mar-09 at 12.34, SOS Apr-17) | May–Jun: Distribution range ~15.00–19.28 | Jun-26 = Buying Climax (BC) at 19.28 | Jul = Automatic Reaction (AR) and back-up/Secondary Test (ST) | Aug = Sign of Weakness (SOW) break below distribution support","Composite Operator accumulated aggressively Mar–Apr | Marked up strongly Apr–Jun | Distributed into strength May–Jun (BC, UTAD signals) | Now offloading during markdown phase; weak hands absorbing supply on the way down","PS (Preliminary Support): Mar-09 low 12.34 | SC (Selling Climax): Mar-06 high volume 3.63M, low 12.88 | AR (Automatic Rally): Mar-10/11 bounce to ~13.96 | ST (Secondary Test): Mar–Apr base 13.00–14.00 range | SOS (Sign of Strength): Apr-17 breakout, 5.94M volume, close 15.36 | LPS (Last Point of Support): Apr–early May consolidation ~14.25–15.53 | BC (Buying Climax): May-08 spike 8.09M to 17.52 / Jun-26 to 19.28 | UTAD (Upthrust After Distribution): Jun-26 19.28 peak | SOW (Sign of Weakness): Aug-06 break 17.27 low, Aug-12/13 continuation | LPSY (Last Point of Supply): Jul rebound failure ~19.66 high",Full Wyckoff cycle visible: Accumulation→Markup→Distribution→Markdown | BC confirmed May-08 with 8.09M volume and wide spread | Jun-26 UTAD at 19.28 with 5.38M volume failed to sustain | Jul consolidation 18.00–19.66 = distribution re-test / LPSY zone | Aug-,
NRIX,Distribution,High,72,Clean,Bullish long-term | Accumulation base ~14.00–16.00 (Mar–May) | Markup Phase C/D confirmed May–Jun | Explosive breakout Jun 25 (~22.46) | Extended markup to ~28.23 (Aug 19) | Minor distribution signs Aug 19–21,Effort/Result divergence emerging — Aug 19 high volume (2.1M) with diminishing upside follow-through | Jun 8 anomalous spike (21M vol) = shakeout/spring event | Strong effort-to-result alignment through Jun–Aug markup,Climactic volume Jun 8 (21M) = Selling Climax or Spring | Volume expansion on markup Jun 25–Jul 9 | Volume contraction on consolidation Jul 10–Aug 3 | Volume re-expansion Aug 4–19 confirming markup | Declining volume Aug 20–21 on narrowing range = caution,Accumulation: Mar–May 2026 (~14.00–16.50 range) | Distribution: Early signs emerging Aug 19–21 near 27–28 zone | Net bias: Still bullish but nearing potential Phase A distribution,CO absorbed supply Mar–May | Executed markup Jun via aggressive price expansion | Testing commitment Aug via high-volume probe to 28.23 | Possible preliminary supply being introduced at 27–28 level,"Selling Climax (SC) or Spring: Jun 5 low 14.24 / Jun 8 high-volume reversal (21M) | Automatic Rally (AR): Jun 11–12 (~18.91) | Secondary Test (ST): Jun 9 (~14.67) | Sign of Strength (SOS): Jun 25 breakout to 22.46 on 6M vol | Last Point of Support (LPS): Jun 15–18 consolidation ~17.00 | Markup continuation: Jun 25 – Aug 19 | Buying Climax candidate: Aug 19 (28.23 high, 2.1M vol) | Preliminary Supply (PSY): Aug 19–21 narrowing",Base width Mar–May ~5 weeks | Range floor ~14.00–14.44 | Breakout Jun 25 from ~16.50 base = +80% advance to 28.23 peak | Jul 10 shakeout (22.33 low) tested commitment successfully | Aug 4–19 clean impulsive markup = SOS sequence | Aug 21 close 26.71 = first lower close on declining volume from recent high,"Aug 19 potential Buying Climax (high vol, large range, no follow-through) | Aug 20–21 volume collapse with downside close = early distribution warning | Jul 10 drop to 22.33 was sharp (-8%) — volatility elevated | Jun 8 extreme volume spike (21M vs avg ~1M) remains unresolved anomaly | Price extended ~80% from base — mean reversion risk elevated | Narrow range Aug 21 on low volume may signal CO withdrawal"
PTY,Accumulation,Low,34,Clean,Primary downtrend from 12.75 (Mar 3) to 11.58 (Mar 27) | Partial recovery to 12.36 (May 7) | Secondary decline to 11.60–11.65 zone (Jul–Aug) | No confirmed higher highs established,Bearish divergence dominant — elevated volume on down days produces price deterioration | Rally attempts show diminishing volume and range compression | Aug 3–4 elevated volume (~2M+) with minimal upside result suggests absorption or distribution,"High volume on selling drives (Mar 3, Mar 20, Jun 22, Jul 14–15, Aug 18) | Low volume on rallies indicates weak demand | Recent Aug 3–4 volume spike without price follow-through is ambiguous — possible stopping action or supply re-entry",Leaning Distribution / Failed Re-accumulation | Multiple attempts to reclaim 12.30+ zone rejected | Price repeatedly returns to 11.60–11.75 support zone suggesting potential floor but no markup initiated,Appears to be supplying into rallies — consistent pattern of selling pressure on recoveries | No confirmed sign of professional accumulation footprint; possible testing of support in Aug but unconfirmed,Preliminary Support (PS): ~11.58 Mar 27 | Selling Climax (SC) candidate: Mar 27 low 11.58 with vol surge | Automatic Rally (AR): Mar 31–May 7 to ~12.36 | Secondary Test (ST): May 11–19 decline back to 11.65 | Creek re-test failures: Jun–Jul repeated rejections at 12.00–12.15 | Minor Spring candidate: Jun 22 flush to 11.61 on high vol | LPS candidates: Jun 29–Jul 2 rally to 12.10 | Secondary markdown: Jul 13–Aug 21 descent to 11.60–11.75,Price has failed to sustain above 12.36 resistance across 5+ months | Support zone 11.58–11.65 tested multiple times without clean breakdown — floor may be forming | Aug 3–8 mild stabilization with moderate volume around 11.76–11.87 | Range compression in Aug suggests coiling but direction unconfirmed | 12.36 remains key resistance; 11.58 remains key support,No clear SOS (Sign of Strength) bar confirmed | Repeated LPS failures undermine accumulation thesis | Volume behavior in Aug ambiguous — could be distribution re-entry not absorption | Overall price trend is still net negative from dataset start | Thin daily volumes (600K–900K range) reduce reliability of volume analysis | Phase identification carries high uncertainty without cleaner event sequence
FLYW,Distribution,High,72,Clean,Primary uptrend intact from March lows (~11.17) to August highs (~19.59) | Multiple consolidation phases within markup | Recent high at 19.59 represents potential BC (Buying Climax) candidate | Lower-high pattern forming at July peak (18.98) vs August peak (19.59) — marginal new high on watch,"May-06 gap surge (16.67→17.79, 10.3M vol) = effort matches result — SOS | June-25/26 surge (5.0–5.3M vol, strong closes) = SOS | Aug-05 surge (5.67M vol, 17.58→18.92) = SOS | Aug-21 new high (19.59) on declining volume (1.65M) vs prior thrusts = effort/result divergence — warning | July-22 sell-off (3.55M vol, wide spread down) = SOW signal","Climactic volume on May-06 (10.3M) — largest bar in dataset | Volume declining on recent new highs (Aug-19/20/21 <2M) = weakening demand | Distribution-zone volume increasing on down days (July-22: 3.55M) | Background volume trend: elevated on advances March–May, contracting on advances July–August","March–April: Accumulation phase confirmed (Spring at 11.17 on Mar-27, LPS formations, SOS breakout Apr-13/15/16) | May–June: Markup Phase C/D transition | June–July: Secondary test of markup, continuation | August: Possible Phase D/E distribution beginning at highs | Net: Accumulation completed; distribution potentially initiating at 19.00–19.59 zone","CO absorbed supply aggressively March–April at 11.17–12.50 range | CO marked up through May gap (confirmed SOS) | CO distributed partial position on June-02 drop (15.14 close, 2.5M vol) | CO re-accumulated June-08/11 (SOW absorbed) | CO appears to be distributing selectively at 18.50–19.59 range — volume declining on new highs suggests reduced urgency to advance","Spring: 2026-03-27 (11.17 low, shakeout) | LPS: 2026-04-02/06 (11.58–11.90 zone, low volume) | SOS: 2026-04-13 (3.21M vol, strong reversal) | SOS Continuation: 2026-05-06 (gap, 10.3M vol, climactic advance) | Automatic Reaction candidate: 2026-05-11/13 (pullback to 15.83) | Secondary Test SOS: 2026-05-14/15 | SOW: 2026-06-02/03 (sharp drop 16.38→13.88, high vol) | Re-accumulation LPS: 2026-06-08/10 | SOS: 2026-06-24/26 (3.1–5.3M vol surge) | SOS Continuation: 2026-07-01 (18.56, 4.07M) | Potential BC: 2026-08-21 (19.59 high, declining vol) | Potential AR forming: watch for sharp reversal",,
PBI,Distribution,High,74,Mixed,Primary uptrend from Mar (10.34 low) to Jul peak (~18.77) | Rounded top/distribution zone ~17.50–18.77 | Markdown initiated Aug with lower highs and lower lows,Apr-May surge: high effort + high result (markup phase) | Jun-Jul: high volume days with minimal upside progress (effort without result = distribution signal) | Aug: declining prices on moderate volume = supply dominance confirmed,"Climactic volume Apr-21/22 (9.8M, 8.0M) = Buying Climax (BC) | Jun-18 spike (8.0M) no new high = Upthrust/SOW signal | Jun-26 spike (8.36M) marginal new high = Upthrust After Distribution (UTAD) | Jul-Aug: declining volume on bounces, expanding on down days = bearish","Early phase (Mar): Accumulation base ~9.79–10.95 | Mid phase (Mar-Apr): Markup | Late phase (May-Jul): Distribution range ~15.25–18.77 | Current: Distribution confirmed, markdown underway",CO completed accumulation by late Mar | Executed markup aggressively Apr-May | Absorbed supply Jun-Jul at elevated prices | Now distributing/exiting — Aug weakness confirms CO unloading,SC (Selling Climax): Mar-18 low 9.79 on vol 4.4M | AR (Automatic Rally): Mar-19/20 | ST (Secondary Test): Mar-12/13 high vol | SOS (Sign of Strength): Mar-23 to Apr breakout | BC (Buying Climax): Apr-21 9.82M | AR (Auto Reaction): Apr-30 pullback | UT (Upthrust): Jun-22/26 | UTAD: Jun-26 18.12 high on 8.36M | SOW (Sign of Weakness): Jul-31/Aug drop | ICE break: ~15.25 support lost in Aug,"Distribution range established ~15.25–18.77 over ~3 months | UTAD confirmed on Jun-26 with volume spike failing to hold gains | Aug markdown accelerating: 18.77 → 16.02 = ~14.7% decline | Volume contracting on rallies (Aug-12: 1.23M, Aug-14: 948K, Aug-21: 58.5K) = no demand | Last bar Aug-21 extremely low volume = possible minor dead-cat or exhaustion probe","Aug-21 volume (58,490) anomalously low — possible data truncation or halt | Minor support ~16.00–16.10 being tested; breach opens ~14.50–15.00 target | No confirmed re-accumulation signals yet | Short covering bounce possible near 16.00 but context remains bearish | Markup phase gains largely at risk if markdown extends"
NCNO,Accumulation,High,62,Mixed,Broad base formation (~13.80–19.58) with higher lows developing post-March lows | Initial downtrend Mar→late-Mar | Spring/Shakeout late-Mar | Markup impulse Apr | Re-accumulation May–Jun | Secondary markup Jul–Aug,"Apr-01 gap up on 12.85M volume (climactic effort, strong result — SOS) | Jun-26 spike 19.6M volume with close 15.63 (effort absorbed, mixed result — possible re-accumulation shakeout/spring) | Aug-13 breakout on 2.95M moderate volume with strong result (20.66 close) — improving effort/result alignment",Declining volume on pullbacks Mar-16 to Mar-30 (diminishing supply) | Climactic volume Apr-01 SOS bar | Volume contraction during May–Jun range (cause building) | Jun-26 volume spike anomaly (19.6M) on wide-spread bar closing upper half — absorption/shakeout | Reduced volume on Aug consolidation — supply drying up,Net Accumulation — price holding higher lows post-April markup | May–Jun range represents re-accumulation TR | Jun shakeout (spring) followed by sustained markup confirms demand absorption,"Actively accumulating — Mar shakeout tested supply, Apr SOS confirmed demand | Jun-26 high-volume shakeout cleared weak hands | Systematic markup Jul–Aug with controlled low-volume upside — CO supporting price",PS (Preliminary Support): ~Mar-16 15.0–15.22 zone | SC (Selling Climax): Mar-27 low 13.80 | AR (Automatic Rally): Apr-01 to Apr-08 ~18.45 | ST (Secondary Test): Apr-23 low ~16.865 | LPS (Last Point of Support): May-20 low ~14.42 | Spring: Mar-27 13.80 / Jun-22 14.15 secondary spring | SOS (Sign of Strength): Apr-01 gap bar + Jun-26/Jul rally | BU (Back-Up): Jun-29–Jul-01 | Secondary SOS: Aug-13 breakout to 20.66 | JAC (Jump Across Creek): Jul-27–Aug-04 zone,Mar-27 low 13.80 represents the spring/shakeout — lowest point of structure | Apr-01 gap on 12.85M is the defining SOS — highest single-day volume in dataset | Jun-26 (19.6M) anomalous volume spike requires caution — potential secondary test/shakeout within re-accumulation | Price progression: 13.80 → 20.81 (~51% range) | Aug consolidation (18.97–20.81) on declining volume consistent with markup continuation | Higher lows: 13.80 → 14.15 → 14.42 → 17.18 confirm demand dominance,"Jun-26 volume spike (19.6M — 5x average) not fully explained — potential distribution test or news-driven distortion | Apr-01 gap may represent news event rather than pure CO action — structural integrity partially compromised | May–Jun range shows repeated failures below 16.50 suggesting overhead supply not fully cleared | Aug-21 volume 159,220 appears truncated/incomplete — data quality concern | Markup phase"
BRSL,Accumulation,High,62,Mixed,Primary downtrend from ~13.68 (Mar) to lows ~9.90 (Jul-Aug) | Markdown phase complete | Base building 10.04–10.32 zone | Early upthrust recovery from 08-04 spike,"Large effort (vol spike 4.97M on 08-04, 3.85M on 05-13) with significant price result on downside then sharp reversal — effort-result divergence confirms climactic action | Post-spike consolidation holding gains = positive","Selling climax signature: 3.56M (05-12), 3.84M (05-13) on wide spread down bars | Secondary test volumes contracting | 08-04 spike (4.97M) with massive upside reversal = Selling Climax / Automatic Rally confirmation | Volume expanding on up days post-08-04",Accumulation — Early Stage | SC-AR-ST sequence forming | Preliminary Support candidates around 10.04–10.32 | Creek resistance ~11.30–11.46,Absorption evident at lows (10.04–10.32) | CO appears to be defending lows and initiating markup | Aggressive entry signal on 08-04 reversal bar,Preliminary Support (PS): ~10.17 area (07-30/07-31) | Selling Climax (SC): 08-03 low 10.09 / 08-04 reversal | Automatic Rally (AR): 08-04 to 08-13 (~12.23 high) | Secondary Test (ST): pending confirmation | Spring candidate: 07-31 low 9.90 | Sign of Strength (SOS): 08-04 wide spread reversal + 08-13 push to 12.23 | Last Point of Support (LPS): developing ~11.00–11.07,Markdown from 13.68 to 9.90 = ~27.5% decline establishing supply exhaustion | SC bar (08-04) showed tail reversal on highest volume of entire dataset (4.97M) — textbook climactic behavior | AR reached 12.23 — upper boundary of potential trading range | Price currently testing 11.57–12.10 zone = potential Creek/resistance | Three weeks of base-building (10.04–10.73) before explosive reversal = time-price compression | Last three sessions showing sustained higher closes and expanding range = early markup characteristics,AR high (12.23) has not been convincingly cleared — potential for back-up to creek or secondary test | Overall volume post-SC remains moderate — sustained markup requires higher volume on advances | Range is relatively short (3 weeks) for confirmed accumulation — may need more time | Gap between SC (10.09) and current price (~12.10) is large — pullback/LPS likely before continuation | No confirmed upthrust after distribution at top — prior distribution phase (Mar–May) may reassert if 12.23–12.77 resistance holds | Dataset ends at 08-21; insufficient post-AR data to confirm Phase D markup
ALKT,Accumulation,High,72,Noisy,Bullish bias with higher lows developing post-June 22 low | Markup confirmed from ~13.98 low | Recent consolidation near 20.00–20.78 may be minor re-accumulation or distribution testing,"Positive effort-result alignment on June 26–July 1 surge (high volume, strong closes) | August 6 gap-up on 3.47M volume confirms demand | Recent low-volume consolidation near highs suggests absorption not exhaustion","Volume expansion on upthrusts in March (19.21 high) confirmed supply | Volume contraction during June 9–22 decline suggests selling climax (SC) exhaustion | Volume expansion resumes on June 26, June 29–30, July 1, August 6 — all bullish confirmations | Volume declining during August consolidation (healthy)",Accumulation completed — Trading Range (TR) base established ~13.98–16.90 (April–June) | Markup phase now underway | No confirmed distribution yet at current highs,Absorbed supply through March–June TR | Orchestrated markup beginning late June | Currently testing commitment near 20.00–20.78 range,Preliminary Supply (PSY): ~19.21 on 2026-03-12 | Buying Climax (BC): 18.62 on 2026-03-11 | Automatic Reaction (AR): ~15.08 on 2026-03-27 | Secondary Test (ST): ~15.33 on 2026-04-09 | Sign of Weakness (SOW): Decline to 13.98 on 2026-06-22 | Selling Climax (SC): 13.98 on 2026-06-22 (high volume 3.58M) | Last Point of Support (LPS): ~14.58–14.91 June 18–22 zone | Sign of Strength (SOS): June 24–July 1 rally with expanding volume | Back-Up to Edge of Creek (BU/BUEC): July consolidation ~17.35–18.14 | Markup continuation: August surge to 21.05,,March 12 spike to 19.21 with wide spread and high volume signals early supply overhang | Multiple failed rallies (April 22→23 sharp reversal) suggest persistent distribution pressure within TR | July 22–24 pullback to 16.28 was sharp — structural test of support | August 14 high at 21.05 with decreasing volume could signal upthrust or minor PSY at new level | Consolidation 20.01–20.78 on declining volume — monitor for Upthrust After Distribution (UTAD) signal | Relative price level near 4-month highs increases risk of supply re-entry
