symbol,market_phase,phase_confidence,phase_confidence_score,structure_quality,trend_structure,effort_vs_result,volume_behavior,accumulation_distribution,composite_operator,structural_events,key_observations,caution_flags
BANC,Accumulation,Low,42,Mixed,Uptrend Mar–Jul (17.11→21.93) | Sharp breakdown late Jul (SOW: 21.93→18.55) | Current sideways compression 18.55–19.74 (potential re-accumulation or base of distribution),"Mar–Jun: effort aligned with result (rising prices on increasing volume) | Jun-25/26 climactic volume (5.3M/7.7M) with reduced upside = effort exceeding result (supply entering) | Jul-29 high volume (9.9M) sharp drop = clear SOW effort confirming supply dominance | Aug recovery: modest volume, limited upside = weak demand effort",Climactic sell volume Jul-29 (9.9M) and Jul-28 (7.3M) = Selling Climax candidates | Jul-21 spike (8.5M) on upthrust = UTAD/distribution signal | Jun-25/26 volume peak at highs = Buying Climax / PSY zone | Aug recovery volume declining = lack of institutional demand confirmation | Current low-volume compression (Aug 17–24 ~1.6M–2.2M) = no commitment,"Mar–May: Accumulation Phase C/D (spring at ~16.38, SOS rally to 19+) | Jun–Jul: Distribution Phase B/C (PSY ~20.5, BC ~21.93, UTAD Jul-21) | Late Jul: Distribution Phase D/E (LPSY, markdown) | Aug: Possible re-accumulation Phase A/B but unconfirmed",CO absorbed supply Mar (16.38 low) | Marked up through Apr–Jun | Distributed into Jul strength (21.93 peak) | Triggered markdown Jul-29 | Now neutral-to-cautious; re-accumulation not yet confirmed,"SC (Selling Climax): ~Mar-09 (16.38) | AR (Automatic Rally): Mar-23 (17.74) | ST (Secondary Test): Mar-18/19 | Spring: Mar-19/20 (16.61 low, high volume reversal) | SOS: Mar-31/Apr-08 (volume expansion, price breakout) | PSY (Preliminary Supply): Jun-25 (21.07) | BC (Buying Climax): Jul-21 (21.93, 8.5M vol) | AR (Auto Reaction): Jul-22/23 | UTAD: Jul-21 high | SOW: Jul-29 (18.55, 9.9M vol) | LPSY: Aug-04/05 (~19.5 zone) | Current: ST in Aug trading range","17-week accumulation base (Mar–Jun) successfully launched markup phase | Distribution completed relatively quickly (4–6 weeks Jun–Jul) at ~21.5–21.9 resistance | Jul-29 SOW is definitive — wide spread down, massive volume, close at lows | Aug recovery is corrective, not impulsive — lower highs forming (19.74 → 19.63 → 18.64) | Price now compressing at 18.60–19.00 with declining volume — coil forming | Key support: 18.55 (SOW low); breach = continuation of markdown | Key resistance: 19.74–19.90 must break with volume for re-accumulation confirmation",Jul-29 SO
HOG,Distribution,High,68,Clean,Bullish long-term | Accumulation base 17.10–19.60 (Mar) | Impulsive markup Mar–May | Consolidation/re-accumulation May–Jul | Secondary markup Jul–Aug | Potential distribution forming at 27–28.50 zone,Early markup (Mar–Apr): strong effort = strong result (bullish) | May spike to 26.99 on high volume with poor close = supply signal | Jun–Jul sideways: effort without result (absorption) | Jul 20–21 surge on 5M+ volume = climactic behavior | Aug 13 wide spread up on elevated volume = possible buying climax (BC) near 27.85–28.18,Volume expansion on Mar 4 (6.7M) = SOS signal | Apr 9 surge (3.8M) = acceleration | May 5 (6.4M) wide spread up = climactic | May 6 (5M) reversal bar = supply entering | Jun 26 anomaly (14.4M) = shakeout/stopping action | Jul 20–21 (5.2M + 4.7M) = buying climax candidates | Aug 13 (3.6M) wide up bar = potential BC | Volume declining post-Aug 14 on narrowing spread = weakening demand,"Mar 4–24: Accumulation (PS, SC, AR, Spring behavior around 17.10) | Mar 24–Apr 9: Sign of Strength (SOS) | Apr–May: Markup continuation | May–Jun: Re-accumulation / sideways cause-building | Jun 26: Shakeout on massive volume | Jul–Aug: Possible distribution beginning (BC, AR, ST candidates forming)",Absorbed supply aggressively Mar–Apr | Marked up price with controlled volume Apr–May | Re-accumulated Jun–Jul at 23–25 level | Currently distributing or testing at 27–28.50 zone | Jun 26 volume spike (14.4M) = likely stop-hunt / shakeout by CO before final markup,Preliminary Support (PS): ~Mar 13 17.54 | Selling Climax (SC): ~Mar 18 17.10 | Automatic Rally (AR): ~Mar 26 19.68 | Secondary Test (ST): ~Mar 17 17.51 | Spring: ~Mar 19 17.09 | Sign of Strength (SOS): Mar 24–26 | Last Point of Support (LPS): ~Apr 6 20.82 | Markup: Apr–May | Re-accumulation: May–Jul | Shakeout/Spring: Jun 26 (14.4M vol) | Potential Buying Climax (BC): Jul 20–21 / Aug 13 | Potential Automatic Reaction (AR-dist): Jul 23–27 | Potential Secondary Test (ST-dist): Aug forming,Base built over ~3 weeks (Mar) from 17.09–19.68 | Price more than doubled from SC low (17.09) to Aug high (28.48) = +66% | Jun 26 anomalous volume (14.4M vs avg ~2–3M) = significant CO activity | Aug 13 wide-range bar closing near high on 3.6M = potential last gasp of demand | Price compressing near 27–28.50 with declining volume = supply absorption,
ASO,Distribution,High,72,Clean,Primary downtrend | Series of lower highs and lower lows from ~61.39 (Mar 4) to ~45.36 (Aug 24) | Multiple rally attempts capped below prior swing highs | No sustained upside follow-through,"Effort without result on upside (wide spread up days fail to hold gains) | High-volume down days (Mar 17: 4.99M, Jun 9: 4.53M, Aug 17: 2.53M) produce significant price declines — result matches effort on downside | Low-volume bounces confirm weak demand","Elevated volume on markdown thrusts (Mar 17, Jun 9, Aug 14–17) | Declining volume on rallies throughout | Volume expansion on weakness = supply dominance | Jun 8–9 volume surge (2.89M → 4.53M) with sharp reversal = climactic supply event | Aug 17 high volume break of support = renewed supply pressure",Distribution confirmed | No credible accumulation base established | Each consolidation zone resolves lower | Demand zones repeatedly violated,Actively distributing | Supply being absorbed then price marked down | Rallies used to unload remaining inventory | No evidence of CO re-accumulation,Preliminary Supply (PSY): ~Mar 4 high 61.39 | Buying Climax (BC): Mar 10 intraday spike to 61.815 | Automatic Reaction (AR): Mar 17 flush to 49.58 (4.99M vol) | Secondary Test (ST): Mar 19–26 range ~53–54 | Sign of Weakness (SOW) #1: Mar 11–12 breakdown on volume | Last Point of Supply (LPSY): Apr 1–2 rally to 58.27 capped | SOW #2: Jun 9 reversal bar (57.14 to 50.37) on 4.53M | LPSY #2: Jun 18–22 rally ~53.71 rejected | SOW #3: Jun 25–29 break below 48 | Ice break confirmed: Jul 7–8 breakdown sub-45.5 | Minor relief rally Jul 9–16 | Continued markdown: Aug 17–24 toward 45–46,"Dominant range: 49–61 (Mar) resolved to downside | Jun 9 is a pivotal SOW — highest volume in dataset with massive reversal (open 53.45, high 57.14, close 50.37) | Jul 8 close at 44.46 = multi-month low | Aug 17 breakdown (2.53M) below Aug support ~47.5 signals continuation | Current price ~45–46 approaching potential climactic zone but no absorption signals yet | Rally attempts consistently fail on low volume | Price has declined ~27% from peak","No Selling Climax (SC) confirmed yet — watch for high-volume capitulation bar with wide spread and close off lows | Aug 24 volume (155K) is anomalously low — possible partial data day, do not weight | Minor stabilization 46–48 (Aug 3–13) could represent preliminary support but insufficient volume signature | If price reclaims 48.50+ on expanding volume, re-evaluate for potential accumulation setup | Oversold condition may produce sharp but unsustainable relief rally — do not mistake for phase change without structural confirmation"
DRH,Accumulation,Low,58,Mixed,Primary uptrend (Mar–Aug 3) followed by sharp markdown; current structure testing support zone near 12.13–12.36,Markup phase showed good effort-result alignment; markdown shows high effort (volume spikes) with diminishing downside results suggesting absorption beginning,High volume on Aug 3 (6.02M) near top signals climactic activity | Markdown volume elevated (Aug 6–11) | Volume declining on bounces Aug 12–21 | Aug 24 spike (4.3M) on narrow range suggests possible Selling Climax or test,Distribution confirmed at 13.27–13.79 zone (Aug 3 climax) | Markdown underway | Early signs of absorption/re-accumulation near 12.13–12.36 support,CO distributed heavily at 13.27–13.79 | Markdown executed Aug 6–11 | Possible CO absorption activity Aug 12–24 at support zone,Preliminary Supply (PSY): ~13.48 Jul 31 | Buying Climax (BC): 13.79 Aug 3 | Automatic Reaction (AR): 12.03 Aug 10 | Secondary Test (ST): 13.5 Aug 5 | Sign of Weakness (SOW): Aug 6–11 break | Possible Selling Climax (SC): Aug 10–11 near 11.99–12.03 | Last Point of Supply (LPSY) candidate: Aug 19–21 rally stalling 12.72–12.92 | Aug 24 high-volume narrow range = possible Spring test or continued absorption,13.79 high (Aug 3) established as distribution apex | Range low support 12.03–12.13 | Price failed to reclaim 13.00 after markdown | Aug 19–21 rally on declining volume — bearish unless volume expands | Aug 24 volume surge (4.3M) with narrow spread and close 12.74 — critical test of support; could be SC or LPSY | Overall structure shifted from markup to markdown phase,Re-accumulation not yet confirmed — could be LPSY before further markdown | Aug 24 high volume needs follow-through to confirm absorption | Support at 12.03 must hold or markdown continues toward 11.50–11.00 | No confirmed Spring or Phase C structure yet | Low-volume rallies Aug 12–21 suggest weak demand
NCNO,Distribution,High,72,Clean,Higher lows forming since May 2026 lows (~14.35) | Price recovering from multi-phase markdown | Clear impulsive legs with controlled pullbacks in July-August,"Effort-Result alignment improving | High-volume thrusts (2026-06-26: 19.6M, 2026-04-01: 12.8M) produced sustained directional follow-through | Low-volume pullbacks in Aug suggest weak supply",Volume declining on pullbacks (Aug corrections on <2M shares) | Expansion on upside breakouts | Climactic spike on 2026-06-26 acted as springboard | 2026-03-31 volume spike (5.4M) marked accumulation base completion,"Net Accumulation | Multiple bases formed: Mar base (~14–15), May-Jun base (~14.35–15.85), Jul consolidation (~16.2–18.5) | Each base higher than prior | Absorption evident at lows",Actively Marking Up | Evidence of absorption during May-Jun weakness | June 26 spike (19.6M) suggests CO-driven demand ignition | Controlled advance with minimal retracement in Aug,Selling Climax (SC): 2026-03-10 to 2026-03-13 (~14.90 low) | Automatic Rally (AR): 2026-04-01 gap-up surge to 18.44 | Secondary Test (ST): 2026-04-23 to 2026-04-30 (~16.87–17.4 zone) | Spring: 2026-05-13 to 2026-05-14 (~14.47 low) | Sign of Strength (SOS): 2026-06-01 thrust to 17.36 | Last Point of Support (LPS): 2026-06-22 to 2026-06-25 (~14.35) | Backup/Shake: 2026-07-22 to 2026-07-24 (~16.2) | SOS Continuation: 2026-07-27 through Aug | Potential Markup Phase Entry: 2026-08-13 breakout to 20.66+,"Price advanced from ~14.35 (Jun 25 low) to 20.93 (Aug 24) = +46% move | Aug 13 breakout bar (2.95M, +1.66 pts) was high-effort high-result SOS | Consolidation Aug 14-21 is orderly with shrinking volume = LPS behavior | New highs being made with decreasing volume = healthy markup | Apr 1 gap-up (18.37–16.57 close) was high-volume shakeout/reversal — not sustainable distribution at that stage","Apr 1 anomalous gap (18.44 high, close 16.57) signals possible news-driven volatility, not pure CO action | Volume at Aug 24 high (3.05M) modest — watch for volume expansion confirmation above 21.00 | Multiple failed rallies in Apr-May (~17.5–18.9 zone) now acting as resistance — needs decisive close above 21.00 | Prolonged base-building with sharp reversals suggests possible residual supply overhead | Overbought short-term after 46% rally — pullback to 19.5–20.0 would be healthy L"
PBI,Accumulation,High,62,Noisy,Bullish primary trend (10.59→18.77) | Current: Secondary correction/consolidation from 18.77 peak | Lower highs forming since July 20 | Support ~16.00–16.50 being tested,Effort vs Result diverging at highs — large volume on Apr 21–22 produced strong advance | May–Jun rallies on lighter volume | Aug 10–19 decline on moderate volume with minimal bounce = weakness | Jul 30 wide spread on high volume failed to hold = hidden supply,Accumulation phase (Mar): elevated volume on selling climax | Markup phase (Apr–Jun): volume expansion confirming trend | Topping zone (Jul–Aug): volume contracting on rallies | Volume expanding on down days Aug 7–11 = distribution pressure | Recent Aug 21–24 slight uptick on minor recovery = inconclusive,"Early phase showed classic accumulation (SC Mar 18, AR Mar 23, ST Mar 19) | Current topping structure resembles Distribution Phase A–B | UTAD possible at 18.77 (Jul 21) | Now testing back into range lows",CO drove aggressive markup from ~10.00 base | Appears to be distributing into strength 17.50–18.77 zone | Recent weakness and failure to sustain above 18.00 suggests CO offloading | Possible re-accumulation at 16.00–16.50 support if demand absorbs supply,"SC=2026-03-18 (9.79 low, high vol) | AR=2026-03-23 (10.76) | ST=2026-03-19 (9.69) | SOS=2026-04-17 (breakout, 4.9M vol) | JAC=2026-04-21 (gap up, 9.8M vol) | UTAD_candidate=2026-07-20 to 2026-07-21 (18.65/18.77, vol drying) | PSY_dist=2026-06-18 (8M vol spike, wide range) | SOW=2026-08-07 to 2026-08-11 (declining closes, expanding vol)",Mar 18 selling climax defined accumulation base | Apr 17–21 explosive SOS confirmed CO intent | Jun 18 volume spike (8M) at 17.50 zone = possible BC or UTAD setup | Jul 20–21 peak on collapsing volume = classic UTAD exhaustion | Aug 10–19 steady erosion below 17.00 = SOW signal | Current 16.00–16.50 = critical support (prior resistance / AR zone from accumulation),No confirmed re-accumulation base yet at current levels | 16.00 support untested cleanly — breach could target 14.50–15.00 | Volume on recoveries (Aug 21–24) remains weak — insufficient demand evidence | Possible Distribution Phase C–D developing if 16.00 fails | Do not assume re-accumulation without clear SC+AR+ST pattern forming | Markup from 10→18 = ~80% gain; profit-taking pressure likely substantial
WERN,Distribution,High,62,Mixed,Bullish primary trend from Mar lows (~26.62) to Jul peak (~47.49) | Recent sharp decline from 47.49 to 35.74 (Jul 21–29) | Partial recovery attempt stalling below prior highs | Lower highs forming post-peak,Strong effort (volume) on downside bars Jul 28–29 (2.8M–3.2M) with significant price decline — effort confirming distribution | Recovery volume (Aug) declining relative to selling effort — weak demand returning,High volume climactic selling Jul 28–29 (Selling Climax candidate) | Volume expansion on Apr 29 spike (2.24M) — potential Buying Climax or Sign of Strength | Volume contraction on Aug rallies — lack of demand | Jun 26 anomaly spike (3.36M) with upper wick — supply entering,Mar–Apr: Classic Accumulation (Phase A–D) with Spring at 26.62 and SOS rally | Apr 29 gap-up Jump Across Creek | May–Jul: Markup phase confirmed | Jul–Aug: Early Distribution signals emerging (UTAD candidate at 47.49),Accumulated Mar–Apr at depressed levels | Marked up through May–Jul | Possible distribution initiated Jul with high-volume selling | Currently testing commitment of weak holders in Aug trading range,"Selling Climax (SC): 2026-03-06 to 2026-03-13 (high volume, sharp decline to 26.62) | Automatic Rally (AR): 2026-03-23 to 2026-03-25 (~29.47) | Secondary Test (ST): 2026-03-18 to 2026-03-20 (low ~26.62–26.76) | Spring: 2026-03-19 (~26.62) | Sign of Strength (SOS): 2026-04-08 breakout | Jump Across Creek (JAC): 2026-04-29 gap to 38.46 | Buying Climax (BC) Candidate: 2026-07-21 (~47.49 high, volume 1.51M) | Upthrust After Distribution (UTAD): 2026-07-21–07-22 rejection from 47.49 | Automatic Reaction (AR-Dist): 2026-07-29 low ~35.74 | Secondary Test (ST-Dist): 2026-08 range 36–39",Full Wyckoff accumulation cycle completed Mar–Apr | Textbook markup May–Jul | Jul 21 high (47.49) shows rejection and high-volume reversal — UTAD probable | Jul 28–29 climactic volume (2.8M–3.2M) represents possible Selling Climax within distribution | Aug range (36–39) acting as potential Phase B of distribution or re-accumulation zone | Declining rally volume in Aug suggests absorption incomplete | Apr 29 gap-up (34.40 to 38.46 open) was SOS/JAC confirming accumulation,Aug range could be re-accumulation — not confirmed distribution yet | Low volume Aug 21 and Aug 24 (503K–1.04M) — indecisive | UTAD at 47.49 not yet confirmed with lower low below Jul 29 low (35.74) |
ALKT,Accumulation,High,62,Mixed,Broader uptrend from Mar lows (~15.08) to Aug highs (~21.05) | Multiple consolidation ranges interrupting markup | Lower highs in Apr–Jun followed by breakdown and recovery | Current range 19.66–21.05 showing consolidation after strong markup,"Mar–early Apr: effort on down bars with limited follow-through (absorption) | Late Apr–May: low volume consolidation, reduced supply | May 28–Jun 1: volume surge with markup (SOS) | Jun 2–22: high-effort decline, price returned to support (supply re-entering) | Jun 22 climactic volume spike (3.59M) at lows = potential SC/Spring | Jun 26–Jul 2: strong effort with strong result (markup confirmed) | Aug 6: high volume wide range bar (SOS) | Aug 13–14: new highs on moderate volume (potential effort divergence)",Elevated volume on Mar 10–12 (buying climax area ~3.85M) | Volume contracts during Apr–May base building (accumulation signature) | Jun 22 spike (3.59M) at lows = climactic selling | Jun 26 (4.91M) surge into rally = institutional participation | Aug 3–6 volume expansion on markup | Recent Aug volume declining on new highs (caution: divergence),Primary accumulation: Mar 24–May 27 (~15.08–17.36 range) | Secondary re-accumulation: Jun 22–Jun 25 (~13.98–15.05) | Distribution risk: Aug 14–24 range showing declining volume on highs | Net bias: Accumulation dominant but late-stage markup raises distribution watch,Absorbed supply aggressively Mar–Apr at 15–16 range | Executed markup through May 28–Jun 1 | Allowed shakeout/spring Jun 22 at 13.98 low | Re-entered aggressively Jun 26+ with high volume | Currently distributing or pausing in 19.66–21.05 range — ambiguous,PS (Preliminary Support): Mar 24–25 ~15.55 | SC (Selling Climax): Mar 27 ~15.08 / Jun 22 ~13.98 | AR (Automatic Rally): Mar 11 ~18.62 | ST (Secondary Test): Apr 9 ~15.33 / Jun 10–11 ~14.61 | Spring: Jun 22 ~13.98 | SOS (Sign of Strength): Jun 26–Jul 2 strong rally | LPS (Last Point of Support): Jul 22–24 ~16.09–16.29 | Markup Phase: Jul 27–Aug 13 | Potential BC (Buying Climax): Aug 13–14 ~21.05,Jun 22 low of 13.98 on 3.59M volume = strongest climactic signal in dataset | Jun 26 4.91M volume surge initiated decisive markup | Price advanced ~50% from Jun 22 low (13.98) to Aug 14 high (21.05) in ~7 weeks | Aug declining volume on new highs is most critical signal to monitor | Current range 19.66–21.05 acting as distribution risk zone | Support zone: 19.40–19.62 | Jul 22 pullback to 16.09 confirmed LPS with low volume,
HAPN,Accumulation,High,58,Clean,Uptrend from Mar lows (~13.05) to Aug highs (~21.25) | Now in pullback/distribution range 17.97–21.25 | Lower highs forming since Aug 4 peak,"Apr 28 climactic bar (13.3M vol, wide spread but closed near low ~16.87) = BCLX/Buying Climax signal | Jul 2 high-volume (6.7M) reversal bar = secondary distribution effort | Aug 3–4 push on rising vol failed to hold — effort not producing result",Accumulation phase: elevated vol on down bars absorbed (Mar 18 spike 3.7M = ST/Spring zone) | Markup: expanding vol on up moves Mar–Apr | Distribution: climactic vol Apr 28 (13.3M) = BCLX | Declining vol on rallies post-May | Aug 11 low vol (598K) on attempted rally = weak demand,"Accumulation: Mar 9–Apr 13 base (~13.05–14.76) with Spring on Mar 18–19 | Distribution: Apr 21–Aug 24 range (~16.87–21.25) showing BCLX, AR, ST, SOW characteristics",CO absorbed supply Mar–Apr at lows | Aggressively marked up Apr 13–Jul 1 | Now appears to be distributing into strength Jul–Aug | Recent weakness (17.97–19.65 chop) suggests CO withdrawing support,"PSY: ~Mar 4 (15.82 high) | SC/Spring: Mar 18–19 (13.05–13.32, high vol 3.7M) | AR: Mar 23 (14.88) | ST: Mar 25–27 | LPS: Apr 6–7 | SOS: Apr 8–17 markup | BCLX: Apr 28 (18.88 high, 13.3M vol close weak) | AR (dist): May 1–6 (~17.43) | Secondary Test: May 7–22 | SOW: May 13 (15.33, 2.3M) | Re-accumulation: May 13–29 | Renewed markup: Jun–Jul 1 | UTAD candidate: Jul 1–2 (21.21 high, 6.7M reversal) | SOW: Jul 23–24 | Rally failure: Aug 4 (21.25 high) | Current: Aug 17–24 declining — potential LPSY",Spring confirmed at 13.05 Mar 19 on volume absorption | 120%+ markup from Spring to Aug high | Apr 28 BCLX most critical event — 13.3M vol close in lower half of range | Jul 2 UTAD-like bar (6.7M) failed to hold gains | Aug 3–4 new highs on moderate vol failed — diminishing thrust | Aug 11 rally on 598K vol = extremely weak demand | Price now back in 18–19 zone — approaching potential ICE/support,Distribution not fully confirmed — could be re-accumulation within larger uptrend | Low absolute volume in Aug makes signals less reliable (Aug 24 only 54K — data may be incomplete/
PEB,Distribution,High,62,Mixed,Primary uptrend from 11.57 (Mar 13) to 19.75 (Jul 21) | Current structure weakening — lower highs forming post-Jul 21 | Support being tested ~18.14–18.32 zone,"Effort increasing on down days (Aug 6: 4.45M vol, wide spread down) | Up-thrust attempts failing to hold gains | Diminishing returns on rally attempts post-Jul",High volume on selling events (Aug 6: 4.46M | Jul 8: 3.20M | Jun 16–17: 6.1M–6.4M) | Low volume on rallies post-Jul 21 | Volume expansion on weakness = distribution signal,Accumulation confirmed Mar–Apr (base ~11.57–12.75) | Markup phase Apr–Jun complete | Distribution signals emerging Jul–Aug with SOW bars,Likely offloading inventory into strength | Upthrust activity near 19.75–19.93 highs | Absorption of supply declining — weak hands now holding,Selling Climax/Spring: Mar 13 low 11.56 | Sign of Strength (SOS): Apr 8–9 breakout surge | Upthrust After Distribution (UTAD) candidate: Jul 21–22 ~19.75–19.93 | Sign of Weakness (SOW): Jul 23 wide-spread reversal 3.08M vol | SOW continuation: Aug 6 collapse 4.46M vol | Last Point of Supply (LPSY): Aug 19–24 rally attempts ~18.39–18.56 on low vol,19.75 (Jul 21) likely marks distribution apex | Each rally attempt post-Jul 21 on declining volume | Aug 6 gap-down with highest vol since Jun = institutional selling | Price consolidating 17.72–18.56 range Aug 10–24 | If 17.49 breaks on volume = markdown acceleration | Jun 16–17 spike (6.1M–6.4M) with reversal = likely major supply entry point,Phase not fully confirmed — could be re-accumulation if 19.75 reclaimed on volume | Range 17.72–18.56 may be Wyckoff re-accumulation TR | Low volume in Aug could indicate absorption not distribution | Small-cap/mid-cap liquidity may distort volume signals | No confirmed Creek break below 17.49 yet
