symbol,market_phase,phase_confidence,phase_confidence_score,structure_quality,trend_structure,effort_vs_result,volume_behavior,accumulation_distribution,composite_operator,structural_events,key_observations,caution_flags
NMRK,Accumulation,Low,52,Clean,Primary uptrend Mar–Apr (13.61→16.93) | Distribution/Top formation Apr–May | Sharp markdown May (16.93→13.62) | Base-building/Re-accumulation Jun–Aug | Nascent upthrust attempt Aug-19 (16.45 high),"Mar–Apr: strong upside effort with moderate volume confirming markup | Apr-23 to May-15: large spread down on rising volume = effort confirming distribution/markdown | Jun–Jul: narrow spreads, declining volume = low effort, absorption likely | Aug-19: wide spread up (14.82→16.45) on elevated volume (2.1M) = significant effort producing result — potential SOS (Sign of Strength)","Climactic-like volume on Mar-03 (2.6M) early markup | Volume expands on markdown (Apr-30: 2.7M, May-01: 3.0M, May-04: 2.1M) confirming distribution pressure | Volume contracts Jun–Jul during range = drying up of supply | Aug-19 volume spike (2.1M) on breakout = demand re-entering | Aug-20 low volume (87K) = very early, incomplete confirmation",Apr top (15.92–16.93 zone) = Distribution range with UTAD/SOW signals | May markdown = confirmed supply dominance | Jun–Aug low (13.62–15.90) = Accumulation / Re-accumulation base forming | Aug-19 breakout above trading range = potential LPS/SOS,Distributed aggressively Apr–May into retail strength | Absorbed supply quietly Jun–Jul in narrow range | Aug-19 upside markup initiation — CO appears to be re-entering long side,"PS (Preliminary Supply): ~Apr-17 (16.66 high) | BC (Buying Climax): Apr-21/23 (16.93 high, wide spread, high vol) | AR (Automatic Reaction): May-15/19 (14.17 low) | ST (Secondary Test): May-20–Jun zone | SC (Selling Climax): Jun-01 (13.62 low, volume spike) | AR-Accumulation: Jun-02/04 bounce | LPS (Last Point of Support): Aug-07/10 (14.11–14.19 low) | SOS (Sign of Strength): Aug-19 (16.45 high, elevated volume)",Full distribution-to-markdown-to-re-accumulation cycle visible | Aug-19 breakout above 15.90 resistance on volume = most bullish structural signal in dataset | Trading range support ~13.62–14.20 held multiple tests | Resistance zone 15.90–16.45 now being tested | Aug-20 data is one candle only — insufficient to confirm breakout sustainability | Price reclaimed prior distribution lows (14.80–15.00) as support,"Aug-20 volume (87,827) extremely low — possible partial day or data anomaly, do not use for confirmation | No clean Wyckoff spring identified — base may still be forming | Distribution phase was relatively short, leaving overhead supply 15.50–16.93 zone | Multiple failed breakout attempts (Mar-26, Apr-17, Jul-07) add noise | Re-accumulation vs. continuation distribution cannot be fully ruled out without further price/volume"
NRIX,Distribution,High,74,Clean,Bullish | Higher highs and higher lows from March lows (~14.01) to August highs (~28.23) | Near-term consolidation below ATH suggests possible Phase B distribution forming,"Mixed | Strong effort-result alignment during June-July markup | August showing reduced volume on new highs (effort diminishing, result narrowing) | Divergence emerging",Declining on advances Aug-10 onward | Climactic spike 2026-06-08 (21M vol) marks key transition | Absorption volume Mar-20 (5.4M) identified as SC/ST event | Volume contracting at highs is bearish divergence,Prior Accumulation (Mar-Apr): Complete | Current: Early Distribution signals emerging at highs | PSY near 27-28 range | No confirmed UTAD yet but structure warrants monitoring,Previously aggressive accumulation Mar-Apr base | Markup phase June-July CO-driven | August behavior suggests CO reducing exposure or testing supply at highs,"SC: 2026-03-20 (high vol selloff, 5.44M) | AR: 2026-03-25 (bounce, 2.16M) | ST: 2026-03-30 (retest low area) | SOS: 2026-04-06/07 (breakout, high vol) | LPS: 2026-05-18/19 | JAC: 2026-06-08 (climactic vol 21M, gap up) | SOW Warning: 2026-07-10 (wide spread down, 1.55M) | PSY: 2026-08-13/19 (new highs, declining vol)",14-week markup of ~100% from 14.01 to 28.23 | June 8 volume anomaly (21M vs avg ~1M) = shakeout or buying climax | Consolidation range forming 22.71-28.23 in July-August | Volume trend in August is declining on up-bars | Spread narrowing at highs | Price unable to sustain above 27.50 on recent attempts,"Potential Buying Climax Jun-08 (21M vol) not yet confirmed as BC | SOW signal Jul-10 (sharp drop, wide range) unresolved | August volume declining on highs = weakening demand | No confirmed UTAD or LPSY yet — premature to call full distribution | Extended move increases markdown vulnerability | Thin vol days Aug-14,20 at resistance zone"
AVPT,Distribution,High,72,Mixed,Primary uptrend from ~8.84 (Apr-10 low) to ~13.82 (Aug-14 high) now showing deterioration | Higher highs and higher lows intact until Jul-22 breakdown | Recent lower highs forming (13.82 → 13.75 → 13.48 → 13.32 → 13.13) | Structure weakening,Effort-result divergence emerging at highs | Aug-13 high volume (2.577M) produced strong push to 13.75 but failed to sustain | Aug-06 saw 3.53M volume with sharp reversal — supply entering | May-07/08 spike (5.16M / 6.56M) produced UTAD-like move that reversed sharply,Volume climax at May-07/08 (5.16M–6.56M) = Buying Climax (BC) candidate | Jun-15 volume spike (6.64M) = secondary test or UTAD attempt | Jun-26 volume (6.54M) with strong close = reaccumulation or markup fuel | Aug-06 volume surge (3.53M) with down close = supply dominance signal | Recent volume drying up on rallies (Aug-18: 1.01M | Aug-19: 920K) = absorption fading,"Early phase (Mar–Apr): Accumulation — declining price, volume contracting, spring-like behavior at 8.84 | Mid phase (Apr–Jun): Markup — higher highs, rising volume, Composite Operator advancing | Late phase (Jul–Aug): Distribution characteristics emerging — climactic volume, price unable to advance, lower highs on decreasing volume",CO accumulated aggressively Mar–Apr in 8.84–10.00 range | Marked up through May–July | Now showing signs of distributing into retail buying above 13.00 | Absorption of supply at current range (12.79–13.82) with declining closes suggests CO offloading,"Preliminary Support (PS): ~Mar-24 (9.61 low, volume 2.48M) | Selling Climax (SC): Apr-10 (8.84 low, 1.66M) | Automatic Rally (AR): Apr-13–16 (9.47–9.965) | Secondary Test (ST): Apr-23–30 range | Sign of Strength (SOS): May-29 / Jun-01 breakout (10.91–11.52, volume surge) | Last Point of Support (LPS): Jun-22–23 pullback (9.71–9.87) | Buying Climax (BC): May-07/08 or Jun-15 spike | Upthrust After Distribution (UTAD): Aug-13–14 (13.75–13.82 on volume) | Last Point of Supply (LPSY): Aug-17–20 lower highs, volume collapse",Price peaked at 13.82 on Aug-14 with declining follow-through | Five consecutive lower closes from Aug-14 to Aug-20 (13.82 → 13.13) | Volume drying up on bounce attempts — weakness | Aug-20 intraday range compression with only 101K volume = near-exhaustion | Range from 12.79–13.82 acting as distribution zone | May-07/08 BC and Jun-15,
CALX,Accumulation,High,62,Mixed,Primary downtrend from ~54.97 (Mar-25 high) to ~34.26 (Jul-21 low) | Recent recovery attempt 34.26→40.55 lacks breakout conviction | Lower highs dominant throughout,Apr-22 massive volume (4.35M) produced sharp decline — effort confirms supply | Jul-21 high volume (4.88M) on wide-spread down bar = climactic selling | Aug recovery on declining volume = weak demand effort,High volume on down moves confirms distribution | Declining volume on rallies = no institutional buying conviction | Aug base-building showing lighter volume = potential absorption but unconfirmed | Mar-20 spike (1.87M) at range top = supply test failure,Net Distribution | Supply overwhelmed demand Mar through Jul | Possible secondary test / re-accumulation forming Aug but premature to classify,Composite Man executing distribution campaign from 50–54 range | Likely defending 40–41 area short-term | No confirmed sign of re-accumulation sponsorship yet,UTAD attempt ~54.97 (Mar-25) | SOW confirmed Apr-01/02 breakdown | LPSY cluster Mar-23 to Apr-20 | SC candidate Jul-21 (~34.26 low / 4.88M vol) | AR Jul-27 to Aug-13 (~39.62) | ST in Jul-29/30 pullback | Possible Creek resistance ~39.50–40.50,"Distribution range established ~49–54 (Feb–Mar) | Markdown confirmed Apr–Jul | Jul-21 selling climax most significant event — wide spread, massive volume, recovery close | Aug structure showing narrowing spreads and declining volume near 38–40.55 | Failed to reclaim 41+ on any rally | Creek resistance at 40–41 zone being tested",SC + AR + ST pattern could indicate early re-accumulation — do not prematurely short | Volume not yet showing strong accumulation signature | Price remains below all prior distribution structure | Recovery may be dead-cat if 40.50 resistance fails | Insufficient data to confirm Phase A of new accumulation | Macro/sector context unknown — may accelerate markdown
PTY,Accumulation,Low,34,Clean,Primary downtrend from 12.88 (Mar 2) to current ~11.66 | Series of lower highs and lower lows | Multiple failed recovery attempts capped below prior swing highs | No sustained upthrust or confirmed sign of strength,"Effort repeatedly fails to produce upside result | High-volume down days (Mar 3: 3.5M, Mar 20: 2.6M, Jun 22: 2.5M) produce follow-through selling | Low-volume rallies show weak demand | Aug 3–4 elevated volume (~1.8–2.2M) on narrow range suggests absorption attempt but inconclusive",Declining volume on rallies throughout | Elevated volume on down-breaks confirms supply dominance | Volume contracting in tight ranges (Jun–Jul) suggests drying up of selling but insufficient demand to confirm accumulation | Recent Aug volume uptick on narrow bars — possible testing behavior,Leaning Distribution/Markdown continuation | No confirmed Creek crossings | Price unable to sustain above 12.35 after Mar bounce | Repeated failures at 12.20–12.35 resistance zone | Possible re-accumulation base forming 11.60–11.90 but unconfirmed,Operator appears to be distributing into rallies or managing a slow markdown | No evidence of aggressive accumulation | Absorption signals present in Aug but too early to confirm bullish intent,"Possible SC (Selling Climax): Mar 9 (2.45M, low 12.12) | Possible AR (Automatic Rally): Mar 10–Apr 9 range recovery to ~12.35 | Secondary Test: Apr 13–Apr 30 narrow range ~12.08–12.27 | Creek resistance: 12.20–12.35 | Minor ST/LPSY candidates: May 7–8 at 12.35–12.36 | Secondary markdown leg: May 11 – Jul 31 | Possible minor SC: Jul 22–23 (~11.60–11.61) | Possible ST in Jul–Aug base: 11.60–11.90 range",Price declined ~9.5% from 12.88 to 11.60 over ~6 months | Three distinct compression zones failed to launch sustainable rallies | Volume drying up in current 11.60–11.90 range could indicate selling exhaustion | Aug 3–4 volume spike on narrow range near lows may indicate composite operator absorption | Current range (11.65–11.90) is tightest consolidation in dataset — watch for directional resolution,No confirmed Sign of Strength (SOS) or Back-Up action | All rallies remained below prior highs — bullish case unproven | Risk of continued markdown if 11.60 support fails | Compression could break downward given macro trend context | Insufficient volume surge to confirm accumulation with conviction | Phase identification remains ambiguous without clearer climactic behavior
AUPH,Accumulation,High,62,Mixed,Broad lateral trading range (~13.85–16.54) from March through May | Markup attempt April (15→16.54) partially reversed | Secondary markup June (16.46→19.25) sharply reversed | Re-test and re-accumulation July–August | Late August upthrust recovery attempt (17.27 on 2026-08-20) — trend structurally bullish but distribution risk elevated near highs,"Mar 04 high-volume thrust to 15.04 faded — effort without sustained result | Apr 01–02 clean markup on moderate volume — good effort/result alignment | Jun 22–24 explosive volume (3.4M–4.0M) with 19.25 high — climactic effort, poor result (immediate reversal) | Aug 06 volume surge (2.24M) with price push to 16.13 — moderate alignment | Aug 20 high volume (2.4M) with strong result to 17.27 — positive effort/result",Elevated volume on down-legs June 25–July 02 (2.0M–4.5M) signals distribution/supply | Low volume consolidation July–mid August suggests absorption | Volume contraction during July sideways = decreasing supply | Aug 06 and Aug 19–20 volume expansion on up-close = demand re-emerging | Climactic volume Jun 24 (3.98M) = Buying Climax (BC) candidate,March–May: Accumulation / Re-accumulation base | June 22–24: Potential Distribution Climax (BC at 19.25) | June 25–July 06: Automatic Reaction (AR) / Sign of Weakness (SOW) breakdown | July 07–August 18: Secondary Test / re-accumulation in lower range | August 19–20: Potential Sign of Strength (SOS) / markup resumption,Operator appears to have distributed aggressively into June 22–24 spike (high-volume reversal from 19.25) | Re-accumulating in July 14–August 18 tight range (15.15–16.14) on declining volume | Late August markup (Aug 19–20) suggests operator testing supply or initiating new markup phase,"Possible Spring: Mar 13 low (13.87) / Mar 19–20 test | Sign of Strength (SOS): Mar 23 volume surge + Apr 01–02 markup | Buying Climax (BC): Jun 24 (19.25 high, 3.98M vol) | Automatic Reaction (AR): Jun 25–29 sharp drop to 16.79 | Secondary Test (ST): Jul 06–Aug 18 range test (15.19–16.23) | Sign of Strength re-emergence: Aug 19–20 volume expansion upclose","Jun 24 BC at 19.25 is the dominant structural event — defines upper supply zone | Heavy distribution volume Jun 25–Jul 02 (cumulative ~14.9M shares) on declining price — bearish effort/result | Price reclaimed ~15.15–16.20 range after distribution flush — suggests residual demand | Aug 20 close at 17.27 on strong volume breaks above Jul–Aug range — critical juncture | If 17.27–17.53 holds as support, bullish re-markup is viable | Failure to",
BRSL,Accumulation,High,62,Mixed,Prior uptrend (13.26–13.69) → Distribution/Top → Markdown → Base formation (10.04–11.59 range),Markdown showed high effort + result (volume surge on 05-12/05-13 confirming supply); Recovery rallies showing improving price on declining volume (positive divergence emerging),Climactic volume spike 05-12 (3.56M) and 05-13 (3.84M) = Selling Climax (SC) candidate | 08-04 spike (4.97M) = Spring reversal with high volume = Sign of Strength (SOS) | Post-SOS volume normalizing with price holding,Accumulation — post-markdown base forming; evidence of absorption between 10.04–11.59,Absorbing supply post-markdown; testing lows with diminishing volume; pushing price through resistance on 08-04 with conviction,Preliminary Supply (PSY) ~13.65 (03-05) | Buying Climax (BC) ~13.68 (03-04) | Automatic Reaction (AR) ~12.27 (04-07) | Secondary Test (ST) ~13.15 (04-17) | Sign of Weakness (SOW)/Markdown begins 05-12 | Selling Climax (SC) ~10.75 (05-13) | Automatic Rally (AR) ~11.46 (05-22) | Secondary Test (ST) ~10.04 (07-31) | Spring/LPS candidate 08-03 (10.09 low) | Sign of Strength (SOS) 08-04 surge to 11.55 | Last Point of Support (LPS) building 08-06 to 08-20,"Selling climax confirmed by volume (3.5M–3.8M) on 05-12/05-13 with price gap down | Secondary test on 07-31 reached 9.90 low on moderate volume — spring-like | 08-04 explosive reversal (+14% intraday range, 4.97M volume) = strongest SOS in dataset | Price consolidating above 11.00 post-SOS with declining volume = healthy LPS behavior | Range support: ~10.00–10.25 | Range resistance: ~11.55–12.00",Price has not yet broken above 12.00 resistance convincingly | Multiple failed rallies in 11.00–11.60 zone historically | Dataset ends mid-consolidation — SOS may be incomplete | Low volume on some recovery days could indicate weak demand | Broader structure remains below prior trading range (12.25–13.69) — full recovery unconfirmed
HAPN,Distribution,High,72,Mixed,Uptrend from Mar lows (13.05) to Jul peak (21.25) now breaking down | Lower highs forming post-21.25 | Recent price action below prior support zones | Declining closes with expanding range on down days,"Effort without result on Jul 2 spike (6.76M vol, close 19.69 — bearish engulf of prior advance) | Apr 28 climactic volume (13.36M) on wide spread but close well off highs = Buying Climax (BC) | Aug 3-4 rally attempt on moderate volume failed to reclaim highs = weak demand","BC on 2026-04-28 (13.36M, highest volume event) | AR follow-through weak | SOW signals on 2026-07-02 (6.76M selloff), 2026-07-23/24 (declining price, moderate vol) | Aug 18-20 declining on lower closes with shrinking vol = demand drying up | No strong absorption evidence at current lows","DISTRIBUTION dominant | BC: 2026-04-28 at 18.88 high | AR: ~16.50 area | UT/UTAD: 2026-06-17 spike to 20.54 (4.74M) and 2026-07-01 to 21.21 | LPSY: Multiple failed rallies Jul-Aug in 19-21 zone | SOW: Jul 2, Jul 23, Aug 18-20 breaks",Distributing | CO absorbed retail buying at Apr-Jun highs | Engineered UTAD on Jun-Jul to offload remaining positions | Now withdrawing support — Aug decline on low volume = no CO buying interest,"BC: 2026-04-28 (18.88H, 13.36M vol) | AR: 2026-04-29/30 (~16.50) | ST: 2026-05-08/13 retests | Sign of Strength rally: May 27 – Jun 17 push to 20.54 | UTAD: 2026-07-01 (21.21H) | Jul 2 SOW: 6.76M vol reversal | LPSY: Jul 13-Aug 5 zone (19.50-21.00) | Current: Breaking below distribution lows","Distribution range approx 16.50–21.25 | UTAD confirmed at 21.21 on 2026-07-01 | Price now at 17.97-18.57 zone, approaching AR support | Failure to hold 19.00 = bearish | Volume contracting on bounces, expanding on declines | Aug 20 close 17.97 on 72K vol = thin, potentially gap-risk environment | Mar accumulation base (13.05-14.00) is ultimate support target if markdown extends","Aug 20 volume (72,838) anomalously low — possible partial day or data error, reduces reliability of final bar signal | Distribution vs. re-accumulation ambiguity exists in May consolidation zone | If price reclaims 19.50+ on strong volume, distribution thesis weakens | No climactic selling yet — markdown may be early-stage, not terminal"
UTZ,Distribution,High,71,Clean,"Primary downtrend Mar–Jun (9.28→6.80) | Capitulation low ~6.78 (Jun-04) | Markup event Jul-21 (~90% gap, 61.8M vol) | Post-markup lateral compression 14.05–14.19 (Jul-21 to present)",Pre-markup: high effort on declines with limited recovery = bearish pressure | Jul-21 markup: extreme effort (61.8M vs avg ~1.8M) with massive price result = composite operator action | Post-markup: high volume with near-zero price progress = absorption/distribution effort with minimal result (DIVERGENCE),Declining volume during accumulation base (Mar–Jun) consistent with absorption | Spike to 61.8M on Jul-21 (34x average) = climactic action | Volume contracting from 21.4M→633K post-markup while price locked in ~0.14 range = classic low-float control or distribution testing | Recent uptick (Aug-20: 3.05M) warrants monitoring,"Mar–Jun: Accumulation characteristics (shakeouts, decreasing vol on drops, higher lows forming late May–Jun) | Jul-21 onward: Ambiguous — could be Re-accumulation (markup then consolidation) or early Distribution (markup used as exit liquidity) | Tight 14.05–14.19 range over 23 sessions favors controlled supply management",Active — Evidence of deliberate engineering: prolonged markdown to flush weak hands | Climactic markup on Jul-21 likely operator-driven (news/catalyst or synthetic squeeze) | Post-markup price pinning in narrow band suggests operator controlling supply; intent (accumulate more vs. distribute) not yet confirmed,"Preliminary Support (PS): ~Mar-11 (3.47M vol, 7.40 low) | Selling Climax (SC): Jun-04 (6.78 low, expanding vol) | Automatic Rally (AR): Jun-26 (7.71, 3.79M) | Secondary Test (ST): Jun-08/Jun-22 (6.87–6.85 area) | Sign of Strength (SOS): Jul-01 (8.19 close, expanding vol) | Markup Climax/JAC: Jul-21 (14.06, 61.8M — potential Buying Climax if distributing) | Preliminary Supply / UTAD test: Jul-21–present tight range",90%+ single-day price gap on 34x normal volume (Jul-21) is extreme and atypical | Post-event price locked in 14.05–14.19 for 23+ sessions (0.99% total range) | Volume declining sharply post-markup (61.8M→633K) suggests supply being managed | No meaningful pullback post-markup = either strong hands holding or no sellers yet motivated | Low float dynamics likely amplifying Wyckoff signals | Jun accumulation base (6.78–7.82) was textbook in structure,"Jul-21 event likely non-organic (possible M&A/tender offer/halt-reopen at fixed price) — may invalidate standard Wyckoff volume interpretation | Price pinning at 14.05–14.19 may reflect fixed-price tender mechanics, not free-market structure | Volume post-markup trending to near-zero (633K Aug-18"
VET,Accumulation,High,62,Mixed,Macro downtrend from Mar-19 peak (14.82) → Jul-06 low (8.73) | Recovery underway from Jul low | Higher lows forming post-Jul-06 | Recent breakout attempt Aug-18/19 above range resistance,Mar-19 spike (11.7M vol) produced large range but failed to hold → distribution signal | Jul-22/23 surge on elevated vol with follow-through = buying effort rewarded | Aug-18/19 expansion on rising vol = positive effort-result alignment,High vol on down-moves Mar→Jun = distribution/markdown pressure | Vol contracted into Jun-Jul lows = selling exhaustion | Vol expanding on Aug upside moves = accumulation signal | Lowest vol cluster Jul-10 to Aug-14 = spring/test zone,Net Accumulation bias — evidence of absorption in Jul lows | Repeated tests of lows with diminishing volume | Price now recovering with expanding vol above prior resistance,Likely absorbing supply in 8.73–10.60 zone | Markup initiated Jul-22 | Testing supply overhead 11.30–12.00 with Aug push through 12.56–12.84,Preliminary Support (PS): ~Mar-05 low 10.70 | Selling Climax (SC): Jul-02/06 lows 8.93–8.73 | Automatic Rally (AR): Jul-07/08 to 9.54 | Secondary Test (ST): Jul-10 low 9.30 | Spring candidate: Jul-06 8.73 | Sign of Strength (SOS): Jul-22 breakout 10.50→11.38 | Last Point of Support (LPS): Jul-27/28 pullback 10.22–10.55 | Markup continuation: Aug-17→20 12.23–12.84,"Mar-19 climactic spike (14.82 high, 11.7M vol) marked distribution top | 4-month markdown from 14.82→8.73 (~41% decline) | Jul-06 low on moderate vol = possible SC | Jul-22 gap-up surge = SOS | Aug-18/19 volume expansion through 12.26 resistance = LPS test passed | Price now at 12.84 approaching Mar post-spike consolidation zone | Structure shifting from accumulation to early markup",Mar-to-Jun repeated failed rallies suggest overhead supply remains heavy | 12.00–13.50 zone is dense supply area from prior distribution | Aug-19 close 12.56 and Aug-20 close 12.84 not yet through full supply zone | Volume on Aug markup moderate — not climactic confirmation | Pattern could be re-accumulation within larger downtrend if macro structure has not reversed | No confirmed BCLX or definitive Phase E signal yet
